model,score,num_boost_round,epochs,batch_size,lr
Logistic Regressor,46499.304256991636,,130.0,64.0,0.001
Logistic Regressor,51043.063788594154,,130.0,64.0,0.003
MLP Regressor,7891.899209738376,,420.0,256.0,0.001
FNN Regressor,77312.62468567683,,330.0,32.0,0.001
FNN Regressor,77343.64655710799,,330.0,32.0,0.0003
FNN Regressor,77343.86822101363,,370.0,32.0,0.0003
FNN Regressor,77344.07138718266,,370.0,32.0,0.0003
FNN Regressor,77342.62198859172,,370.0,32.0,0.0003
FNN Regressor,77033.98800214956,,370.0,32.0,0.003
FNN Regressor,77342.92658807074,,370.0,32.0,0.0003
XGBoost Regressor,4466.33046412877,1215.0,,,
XGBoost Regressor,4466.553568071644,1905.0,,,
XGBoost Regressor,4466.5450976986085,1824.0,,,
MLP Regressor,13869.600734109226,,420.0,256.0,0.0001
MLP Regressor,13771.313934553727,,400.0,256.0,0.0001
MLP Regressor,13355.263209823992,,470.0,256.0,0.0001
MLP Regressor,15019.47418296719,,470.0,256.0,0.0001
MLP Regressor,15867.998011377491,,450.0,256.0,0.0001
MLP Regressor,14032.006769714366,,450.0,128.0,0.0001
MLP Regressor,14352.602091217072,,460.0,128.0,0.0001
MLP Regressor,14925.58937803731,,370.0,128.0,0.0001
MLP Regressor,20175.250284979087,,280.0,128.0,0.0001
MLP Regressor,15446.750069826305,,370.0,128.0,0.0001
MLP Regressor,8885.464845007307,,370.0,128.0,0.0003
XGBoost Regressor,4466.579384938894,1523.0,,,
XGBoost Regressor,4466.591734986084,1656.0,,,
XGBoost Regressor,4466.57271378108,1720.0,,,
XGBoost Regressor,4466.219890009414,1062.0,,,
Logistic Regressor,80662.48470544428,,50.0,64.0,0.003
FNN Regressor,77089.77825530402,,370.0,32.0,0.003
FNN Regressor,77014.4432611101,,410.0,32.0,0.003
FNN Regressor,77016.90001299304,,410.0,32.0,0.003
FNN Regressor,76949.62868506873,,410.0,16.0,0.003
FNN Regressor,75056.05501337419,,410.0,16.0,0.01
FNN Regressor,74627.37397657089,,390.0,16.0,0.01
FNN Regressor,73745.23643551038,,390.0,32.0,0.01
FNN Regressor,75295.0113771168,,390.0,16.0,0.01
FNN Regressor,76155.27562704532,,230.0,16.0,0.01
FNN Regressor,76208.71671998965,,230.0,32.0,0.01
Logistic Regressor,84449.00379083095,,50.0,64.0,0.001
Logistic Regressor,62428.514692909885,,50.0,128.0,0.001
Logistic Regressor,87425.28550714346,,50.0,128.0,0.001
Logistic Regressor,68194.45164472511,,50.0,128.0,0.003
Logistic Regressor,23142.16185124463,,200.0,128.0,0.003
Logistic Regressor,58749.51688053166,,200.0,128.0,0.0003
Logistic Regressor,57808.18358724399,,200.0,128.0,0.0001
Logistic Regressor,47706.9083774272,,200.0,128.0,0.0003
XGBoost Regressor,4466.518028654236,1402.0,,,
XGBoost Regressor,4466.549834489554,1982.0,,,
XGBoost Regressor,4466.585967593551,1480.0,,,
LightGBM Regressor,3949.8650251240388,1551.0,,,
LightGBM Regressor,3951.459629747887,1697.0,,,
FNN Regressor,74719.0616709942,,360.0,32.0,0.01
FNN Regressor,74327.33001530624,,360.0,64.0,0.01
LightGBM Regressor,3950.463888549485,1807.0,,,
LightGBM Regressor,3948.3563494583263,1466.0,,,
LightGBM Regressor,3936.7258309101285,1008.0,,,
LightGBM Regressor,3937.3210352214064,884.0,,,
XGBoost Regressor,4466.545451463605,1444.0,,,
XGBoost Regressor,4466.511462051902,1426.0,,,
XGBoost Regressor,4466.556743200562,1691.0,,,
XGBoost Regressor,4465.6060978714995,880.0,,,
XGBoost Regressor,4466.1566896850845,984.0,,,
LightGBM Regressor,3935.879088981631,1065.0,,,
LightGBM Regressor,3947.434322974767,745.0,,,
LightGBM Regressor,4003.4574301660446,276.0,,,
LightGBM Regressor,3960.5587362374845,513.0,,,
LightGBM Regressor,3937.7379044469167,1087.0,,,
LightGBM Regressor,3948.371305898099,1524.0,,,
LightGBM Regressor,3936.670011513258,1138.0,,,
LightGBM Regressor,4004.9661994169837,270.0,,,
LightGBM Regressor,4030.246800495507,217.0,,,
LightGBM Regressor,4048.9460814789422,169.0,,,
LightGBM Regressor,4047.0152395708606,201.0,,,
XGBoost Regressor,4466.551804969177,1917.0,,,
XGBoost Regressor,4466.3876989723785,1336.0,,,
XGBoost Regressor,4466.340099100256,1031.0,,,
XGBoost Regressor,4465.6060978714995,880.0,,,
XGBoost Regressor,4460.952623958497,526.0,,,
XGBoost Regressor,4466.158152949037,1054.0,,,
XGBoost Regressor,4463.15815826073,617.0,,,
XGBoost Regressor,4466.190691132834,966.0,,,
XGBoost Regressor,4466.351274642185,1033.0,,,
XGBoost Regressor,4455.493739677263,147.0,,,
XGBoost Regressor,4464.088450978244,707.0,,,
XGBoost Regressor,4466.3805138240805,1262.0,,,
XGBoost Regressor,4466.597177367193,1653.0,,,
XGBoost Regressor,4466.551060525208,1997.0,,,
XGBoost Regressor,4466.3058508343665,1109.0,,,
MLP Regressor,10375.766913501015,,300.0,128.0,0.0003
MLP Regressor,9695.339332911677,,300.0,32.0,0.0003
MLP Regressor,10131.961691932589,,290.0,32.0,0.0003
MLP Regressor,18220.26897976502,,290.0,32.0,0.0001
LightGBM Regressor,3935.489564746197,1071.0,,,
LightGBM Regressor,3944.5182666633054,1351.0,,,
LightGBM Regressor,3951.6327419685863,1663.0,,,
XGBoost Regressor,4460.773215858727,488.0,,,
XGBoost Regressor,4466.37585928197,1143.0,,,
XGBoost Regressor,4466.581166788763,1623.0,,,
XGBoost Regressor,4465.492913746818,863.0,,,
XGBoost Regressor,4464.825883820718,783.0,,,
XGBoost Regressor,4463.17320936658,340.0,,,
XGBoost Regressor,4458.896122107728,143.0,,,
XGBoost Regressor,4464.406138859234,739.0,,,
XGBoost Regressor,4466.479795588429,1388.0,,,
XGBoost Regressor,4466.532010831797,1561.0,,,
MLP Regressor,18608.87145032185,,290.0,128.0,0.0001
MLP Regressor,11313.152488005013,,290.0,128.0,0.0003
FNN Regressor,75130.62495123436,,360.0,64.0,0.01
FNN Regressor,77318.27444756769,,360.0,64.0,0.001
Logistic Regressor,48159.73951961961,,200.0,128.0,0.003
Logistic Regressor,49596.917735193696,,200.0,256.0,0.003
Logistic Regressor,76759.06769056398,,200.0,256.0,0.0003
Logistic Regressor,47212.63483405886,,390.0,256.0,0.0003
Logistic Regressor,47005.96160837918,,390.0,64.0,0.0003
Logistic Regressor,52998.98740550413,,390.0,32.0,0.0003
Logistic Regressor,86232.06130761708,,390.0,32.0,0.0003
Logistic Regressor,61079.51935136326,,390.0,16.0,0.0003
Logistic Regressor,57790.58853218562,,200.0,16.0,0.0003
Logistic Regressor,65592.11388047555,,200.0,16.0,0.0001
Logistic Regressor,66103.39827293216,,390.0,16.0,0.0001
Logistic Regressor,68369.45740857156,,390.0,16.0,0.0003
Logistic Regressor,47957.21818043281,,310.0,16.0,0.0003
Logistic Regressor,91572.23547281077,,310.0,16.0,0.0003
Logistic Regressor,90063.43104264616,,220.0,16.0,0.0003
Logistic Regressor,84456.29235345699,,340.0,16.0,0.0003
Logistic Regressor,49325.5170006074,,280.0,16.0,0.0003
Logistic Regressor,53145.39608664316,,160.0,16.0,0.0003
Logistic Regressor,55827.17680630567,,280.0,16.0,0.0003
Logistic Regressor,91936.4129411054,,80.0,16.0,0.0003
Logistic Regressor,72357.18087042686,,250.0,16.0,0.0003
Logistic Regressor,50766.658540519355,,250.0,16.0,0.0003
Logistic Regressor,33343.00871854748,,250.0,16.0,0.003
Logistic Regressor,15435.17846566549,,250.0,16.0,0.01
Logistic Regressor,34150.73577940162,,250.0,16.0,0.003
Logistic Regressor,20375.70624247143,,250.0,64.0,0.003
Logistic Regressor,35625.67078593419,,250.0,128.0,0.003
Logistic Regressor,31335.83378778012,,270.0,128.0,0.003
Logistic Regressor,13401.478915671843,,270.0,128.0,0.01
Logistic Regressor,11161.230403348134,,450.0,128.0,0.01
Logistic Regressor,12182.935365605332,,430.0,128.0,0.01
Logistic Regressor,10546.135378788444,,430.0,64.0,0.01
Logistic Regressor,11013.849288494868,,480.0,64.0,0.01
Logistic Regressor,26306.040138541448,,480.0,64.0,0.001
Logistic Regressor,35762.125900352476,,440.0,64.0,0.001
Logistic Regressor,50438.66145153573,,330.0,64.0,0.001
Logistic Regressor,75895.60821126917,,330.0,64.0,0.0001
Logistic Regressor,54547.484332131666,,180.0,64.0,0.0001
Logistic Regressor,64539.46273387529,,150.0,64.0,0.0001
MLP Regressor,19430.61845628365,,290.0,128.0,0.0001
LightGBM Regressor,3946.5249427326994,1368.0,,,
LightGBM Regressor,3951.196391896634,1827.0,,,
Logistic Regressor,81489.28463484945,,310.0,64.0,0.0001
Logistic Regressor,62444.2699514803,,180.0,64.0,0.0001
Logistic Regressor,55790.931443870475,,180.0,256.0,0.0001
Logistic Regressor,94813.71082762368,,180.0,256.0,0.0001
Logistic Regressor,43548.016541263765,,180.0,256.0,0.001
Logistic Regressor,76596.9865015482,,200.0,256.0,0.001
Logistic Regressor,63171.24265998727,,350.0,256.0,0.001
Logistic Regressor,36783.100902794096,,300.0,256.0,0.001
Logistic Regressor,34837.94929460876,,300.0,128.0,0.001
Logistic Regressor,58103.56632704143,,190.0,128.0,0.001
Logistic Regressor,63204.04620656263,,190.0,128.0,0.0001
Logistic Regressor,64138.33780461771,,280.0,128.0,0.0001
Logistic Regressor,73080.22068394137,,250.0,128.0,0.0001
Logistic Regressor,71933.9865820624,,250.0,32.0,0.0001
Logistic Regressor,74315.45985426419,,250.0,64.0,0.0001
Logistic Regressor,59512.23088278008,,250.0,64.0,0.0001
Logistic Regressor,73888.5006116361,,250.0,256.0,0.0001
MLP Regressor,21437.725864186097,,290.0,32.0,0.0001
MLP Regressor,15267.236522026833,,320.0,32.0,0.0001
MLP Regressor,34065.196400375724,,200.0,32.0,0.0001
MLP Regressor,34975.624943443465,,200.0,128.0,0.0001
MLP Regressor,27852.777830558753,,200.0,64.0,0.0001
MLP Regressor,43224.67868751109,,140.0,64.0,0.0001
MLP Regressor,14780.667802510428,,140.0,64.0,0.0003
LightGBM Regressor,3936.49512109445,1110.0,,,
LightGBM Regressor,3950.8090560614614,721.0,,,
LightGBM Regressor,4040.6224793852452,208.0,,,
LightGBM Regressor,3970.4568173346615,459.0,,,
LightGBM Regressor,4059.1845544167195,161.0,,,
FNN Regressor,77315.0141985105,,360.0,128.0,0.001
Logistic Regressor,60858.32324597996,,250.0,256.0,0.0001
LightGBM Regressor,3992.211066638753,294.0,,,
LightGBM Regressor,3935.9307313688214,1006.0,,,
LightGBM Regressor,3951.039976055039,1947.0,,,
MLP Regressor,15602.408986069706,,140.0,64.0,0.0003
MLP Regressor,11909.506573364311,,240.0,64.0,0.0003
MLP Regressor,10599.008844476075,,240.0,128.0,0.0003
MLP Regressor,16603.929535840343,,90.0,128.0,0.0003
MLP Regressor,28176.362577189284,,90.0,128.0,0.0003
MLP Regressor,8462.957131436102,,90.0,128.0,0.003
MLP Regressor,7671.411314793221,,290.0,128.0,0.003
MLP Regressor,7894.606018082633,,290.0,128.0,0.003
MLP Regressor,7726.873196123508,,240.0,128.0,0.003
MLP Regressor,7689.8066668376905,,240.0,128.0,0.003
MLP Regressor,7951.642304325728,,240.0,64.0,0.003
MLP Regressor,11112.677279956977,,240.0,64.0,0.0003
MLP Regressor,11386.34842942026,,240.0,64.0,0.0003
MLP Regressor,14696.348051688934,,130.0,64.0,0.0003
Logistic Regressor,82185.57888088674,,250.0,256.0,0.0001
Logistic Regressor,90275.05218403152,,100.0,256.0,0.0001
Logistic Regressor,86290.9279008184,,260.0,256.0,0.0001
Logistic Regressor,82693.80373807927,,260.0,256.0,0.0003
Logistic Regressor,68537.76423351276,,260.0,64.0,0.0003
Logistic Regressor,73394.64231268596,,260.0,64.0,0.001
Logistic Regressor,53314.78077548866,,260.0,64.0,0.0003
Logistic Regressor,61769.01918160884,,260.0,64.0,0.0001
Logistic Regressor,71605.30555137731,,260.0,64.0,0.0001
Logistic Regressor,69619.71579127971,,480.0,64.0,0.0001
MLP Regressor,8982.452069666419,,130.0,64.0,0.001
MLP Regressor,8883.078698017383,,130.0,32.0,0.001
MLP Regressor,9567.687124202908,,130.0,128.0,0.001
MLP Regressor,8585.325921527185,,200.0,128.0,0.001
MLP Regressor,35167.76584058566,,200.0,128.0,0.0001
Logistic Regressor,91903.20753098512,,480.0,256.0,0.0001
Logistic Regressor,92828.50032140143,,320.0,256.0,0.0001
MLP Regressor,8505.660048506501,,200.0,128.0,0.001
MLP Regressor,8503.431832275157,,200.0,128.0,0.001
MLP Regressor,7780.826130885233,,400.0,128.0,0.001
MLP Regressor,7979.845125666876,,330.0,128.0,0.001
MLP Regressor,7762.7508397928605,,330.0,128.0,0.003
MLP Regressor,8931.456798482368,,330.0,128.0,0.0003
MLP Regressor,9134.868253839419,,330.0,64.0,0.0003
MLP Regressor,8699.922672873752,,460.0,64.0,0.0003
MLP Regressor,8398.422124336053,,460.0,64.0,0.0003
LightGBM Regressor,3948.1375277820716,1451.0,,,
LightGBM Regressor,3935.859010163508,1081.0,,,
LightGBM Regressor,3948.94689882978,1484.0,,,
LightGBM Regressor,3951.41043740435,1698.0,,,
LightGBM Regressor,3935.318975218754,1056.0,,,
LightGBM Regressor,3971.5388926694195,365.0,,,
LightGBM Regressor,3973.5112420444493,426.0,,,
LightGBM Regressor,3958.496433506137,523.0,,,
LightGBM Regressor,3937.10302100268,806.0,,,
LightGBM Regressor,3959.313370191186,519.0,,,
LightGBM Regressor,4064.1487647220583,152.0,,,
LightGBM Regressor,3951.8209462349528,687.0,,,
LightGBM Regressor,3948.005360340769,1422.0,,,
MLP Regressor,9735.04168286532,,310.0,64.0,0.0003
MLP Regressor,7951.540406766375,,310.0,64.0,0.001
MLP Regressor,7887.298345145298,,310.0,64.0,0.003
MLP Regressor,8031.391383112886,,310.0,64.0,0.001
LightGBM Regressor,3950.63249218845,1573.0,,,
LightGBM Regressor,3934.295337086462,959.0,,,
LightGBM Regressor,4001.8091335227323,285.0,,,
XGBoost Regressor,4466.5565845368765,1858.0,,,
XGBoost Regressor,4466.562603143946,1731.0,,,
XGBoost Regressor,4466.556317974689,1694.0,,,
XGBoost Regressor,4466.57643434584,1621.0,,,
XGBoost Regressor,4466.293027676838,1127.0,,,
XGBoost Regressor,4459.599621044334,554.0,,,
XGBoost Regressor,4448.5670466069105,168.0,,,
XGBoost Regressor,4466.2379262254335,1061.0,,,
XGBoost Regressor,4466.264479941683,1023.0,,,
LightGBM Regressor,3971.919412825371,413.0,,,
LightGBM Regressor,3962.360521782051,505.0,,,
Logistic Regressor,77657.16307591666,,320.0,256.0,0.0001
Logistic Regressor,87161.4207873878,,320.0,128.0,0.0001
Logistic Regressor,77059.55354970836,,320.0,64.0,0.0001
Logistic Regressor,89480.77946447405,,320.0,64.0,0.0001
Logistic Regressor,59281.112258226734,,320.0,64.0,0.0001
Logistic Regressor,94796.14072131315,,320.0,128.0,0.0001
Logistic Regressor,53981.15198738526,,320.0,128.0,0.0003
Logistic Regressor,58439.236291177884,,310.0,128.0,0.0003
XGBoost Regressor,4466.27759405671,1029.0,,,
XGBoost Regressor,4444.2563754273715,215.0,,,
XGBoost Regressor,4459.849389171088,459.0,,,
XGBoost Regressor,4450.909919537301,183.0,,,
XGBoost Regressor,4462.835124198611,613.0,,,
XGBoost Regressor,4466.2243070784725,992.0,,,
XGBoost Regressor,4466.34260153568,1220.0,,,
XGBoost Regressor,4466.551329076076,1990.0,,,
XGBoost Regressor,4466.347526498123,1312.0,,,
XGBoost Regressor,4466.563258876096,1886.0,,,
LightGBM Regressor,3936.9523706390883,883.0,,,
FNN Regressor,77343.55662261225,,360.0,128.0,0.0003
FNN Regressor,77342.7352293905,,390.0,128.0,0.0003
FNN Regressor,77343.49988411006,,390.0,256.0,0.0003
FNN Regressor,77345.93513009787,,250.0,256.0,0.0003
Logistic Regressor,56415.18111242712,,450.0,128.0,0.0003
Logistic Regressor,28022.33314637429,,450.0,128.0,0.001
Logistic Regressor,50514.069083873605,,450.0,256.0,0.001
Logistic Regressor,90054.68039366402,,450.0,256.0,0.0001
Logistic Regressor,65920.19436513734,,450.0,64.0,0.0001
Logistic Regressor,82563.04334337378,,480.0,64.0,0.0001
LightGBM Regressor,3977.6085211914065,338.0,,,
MLP Regressor,8264.459800822131,,310.0,32.0,0.001
LightGBM Regressor,3963.26526537812,499.0,,,
LightGBM Regressor,4123.906755084344,99.0,,,
MLP Regressor,8137.874413312626,,310.0,64.0,0.001
FNN Regressor,77219.17359179886,,250.0,256.0,0.003
FNN Regressor,77140.29253666454,,320.0,256.0,0.003
FNN Regressor,77328.45040980371,,320.0,256.0,0.001
MLP Regressor,8910.875090191017,,150.0,64.0,0.001
MLP Regressor,8802.7596664467,,150.0,128.0,0.001
MLP Regressor,7970.748945774752,,340.0,128.0,0.001
MLP Regressor,8708.979217132606,,150.0,128.0,0.001
MLP Regressor,8188.728038509128,,320.0,128.0,0.001
MLP Regressor,8137.954049737676,,320.0,64.0,0.001
XGBoost Regressor,4466.545154565995,1813.0,,,
XGBoost Regressor,4466.491629353451,1383.0,,,
XGBoost Regressor,4466.588290906584,1525.0,,,
XGBoost Regressor,4466.3831110318515,959.0,,,
LightGBM Regressor,3951.9778318934714,681.0,,,
LightGBM Regressor,3941.650888181083,774.0,,,
LightGBM Regressor,3951.3146564886288,1673.0,,,
LightGBM Regressor,3947.9406507940466,1425.0,,,
LightGBM Regressor,3944.923368644536,762.0,,,
LightGBM Regressor,3946.240113951097,1364.0,,,
LightGBM Regressor,3937.2925942140027,879.0,,,
LightGBM Regressor,3934.9873949781772,937.0,,,
LightGBM Regressor,3956.621509799044,572.0,,,
LightGBM Regressor,3969.53989937335,457.0,,,
Logistic Regressor,28387.79157461667,,480.0,64.0,0.001
XGBoost Regressor,4453.072118176297,170.0,,,
XGBoost Regressor,4465.475586648951,74.0,,,
XGBoost Regressor,4464.670807957136,742.0,,,
LightGBM Regressor,3941.0106669406177,775.0,,,
LightGBM Regressor,3937.5242409304083,828.0,,,
LightGBM Regressor,3935.7565011002343,1063.0,,,
LightGBM Regressor,3950.7920307121494,1873.0,,,
LightGBM Regressor,3936.4121167239105,1000.0,,,
LightGBM Regressor,4020.1047281643782,233.0,,,
LightGBM Regressor,3948.134871025014,605.0,,,
LightGBM Regressor,3986.359902658621,302.0,,,
LightGBM Regressor,3939.6697292056165,1264.0,,,
LightGBM Regressor,3942.7424624060027,1319.0,,,
LightGBM Regressor,3947.8887322885307,615.0,,,
FNN Regressor,77340.16289850349,,150.0,256.0,0.001
FNN Regressor,77347.80965809796,,150.0,256.0,0.0001
FNN Regressor,77347.73866047106,,220.0,256.0,0.0001
FNN Regressor,77347.63810592616,,220.0,128.0,0.0001
FNN Regressor,77347.35896096406,,220.0,256.0,0.0001
FNN Regressor,77347.54568244671,,310.0,256.0,0.0001
FNN Regressor,77346.62485584295,,410.0,256.0,0.0001
FNN Regressor,77347.55153501398,,200.0,256.0,0.0001
FNN Regressor,77347.49462395332,,200.0,64.0,0.0001
FNN Regressor,77346.61579215748,,290.0,64.0,0.0001
FNN Regressor,77344.69712267804,,290.0,64.0,0.0003
FNN Regressor,77340.22500256528,,490.0,64.0,0.0003
FNN Regressor,77341.42789434135,,400.0,64.0,0.0003
FNN Regressor,77347.24725383696,,400.0,64.0,0.0001
FNN Regressor,77346.79826110117,,400.0,128.0,0.0001
FNN Regressor,77346.53125584588,,400.0,32.0,0.0001
FNN Regressor,77346.7930762916,,400.0,32.0,0.0001
Logistic Regressor,23292.177148037725,,490.0,64.0,0.001
Logistic Regressor,48618.51045112749,,490.0,256.0,0.001
Logistic Regressor,53444.86459069502,,490.0,256.0,0.001
Logistic Regressor,13987.49002429471,,490.0,256.0,0.003
Logistic Regressor,43484.04189266024,,490.0,256.0,0.001
Logistic Regressor,51167.69416246258,,490.0,256.0,0.001
Logistic Regressor,31665.463033904387,,490.0,256.0,0.001
Logistic Regressor,56295.06135126267,,390.0,256.0,0.001
Logistic Regressor,69845.59999483971,,290.0,256.0,0.001
Logistic Regressor,27424.54295601145,,290.0,256.0,0.003
Logistic Regressor,17477.03193665696,,370.0,256.0,0.003
Logistic Regressor,19227.12528629883,,320.0,256.0,0.003
Logistic Regressor,22670.95524784381,,320.0,256.0,0.003
Logistic Regressor,17958.77673978872,,320.0,64.0,0.003
Logistic Regressor,26690.608144397713,,320.0,64.0,0.003
Logistic Regressor,16056.299838168141,,480.0,64.0,0.003
Logistic Regressor,16960.4291882954,,480.0,64.0,0.003
Logistic Regressor,15265.161453301005,,480.0,256.0,0.003
XGBoost Regressor,4466.5774599979395,1647.0,,,
XGBoost Regressor,4466.543485615728,1442.0,,,
MLP Regressor,8102.026759799336,,280.0,64.0,0.001
MLP Regressor,8237.149965288372,,280.0,256.0,0.001
MLP Regressor,9428.19922021964,,280.0,256.0,0.0003
MLP Regressor,21258.49214106953,,100.0,256.0,0.0003
MLP Regressor,15073.558941101903,,100.0,256.0,0.0003
MLP Regressor,15576.681962160277,,100.0,64.0,0.0003
MLP Regressor,10884.91284701116,,250.0,64.0,0.0003
MLP Regressor,11308.182924222365,,250.0,256.0,0.0003
XGBoost Regressor,4466.552904694722,1845.0,,,
XGBoost Regressor,4466.548334652331,1820.0,,,
XGBoost Regressor,4466.551757513909,1984.0,,,
XGBoost Regressor,4466.54777059922,1842.0,,,
XGBoost Regressor,4465.836691679293,907.0,,,
XGBoost Regressor,4466.573801060653,1716.0,,,
XGBoost Regressor,4466.495401597157,1393.0,,,
XGBoost Regressor,4466.3533048409745,1243.0,,,
XGBoost Regressor,4466.147823492386,982.0,,,
Logistic Regressor,25787.36420256297,,380.0,256.0,0.003
Logistic Regressor,15638.538436520941,,380.0,64.0,0.003
LightGBM Regressor,3949.1468615425115,1478.0,,,
LightGBM Regressor,3951.259214786481,1863.0,,,
LightGBM Regressor,3941.774755943592,1304.0,,,
LightGBM Regressor,3949.929999131334,623.0,,,
LightGBM Regressor,3965.995414002429,402.0,,,
LightGBM Regressor,3962.2094962423266,503.0,,,
LightGBM Regressor,3968.501497430591,471.0,,,
LightGBM Regressor,3936.779807320638,1140.0,,,
LightGBM Regressor,3951.7841442453,1608.0,,,
LightGBM Regressor,3934.6649954423756,961.0,,,
LightGBM Regressor,3963.044577625646,492.0,,,
LightGBM Regressor,3959.1950221027146,515.0,,,
LightGBM Regressor,3949.4411258061364,1475.0,,,
LightGBM Regressor,3952.6519681085138,1646.0,,,
LightGBM Regressor,3937.906287977628,1165.0,,,
LightGBM Regressor,3937.5242409304083,828.0,,,
LightGBM Regressor,3950.128919411305,621.0,,,
LightGBM Regressor,3937.457962249969,974.0,,,
MLP Regressor,11556.437151459151,,250.0,64.0,0.0003
MLP Regressor,8201.660180825842,,250.0,64.0,0.001
MLP Regressor,8218.551657825079,,250.0,128.0,0.001
MLP Regressor,8161.559198391482,,250.0,128.0,0.001
MLP Regressor,8327.123664942597,,250.0,128.0,0.001
Logistic Regressor,28769.487139819073,,240.0,64.0,0.003
Logistic Regressor,19247.236321540997,,240.0,256.0,0.003
Logistic Regressor,47176.916865210325,,90.0,256.0,0.003
Logistic Regressor,58636.382316952375,,90.0,128.0,0.003
Logistic Regressor,67050.95381367735,,90.0,64.0,0.003
MLP Regressor,8279.61708600034,,250.0,64.0,0.001
MLP Regressor,7903.279799498255,,450.0,64.0,0.001
MLP Regressor,7743.211809688481,,450.0,128.0,0.001
MLP Regressor,7935.100768681376,,450.0,128.0,0.001
MLP Regressor,7867.097489156734,,390.0,128.0,0.001
MLP Regressor,14043.573303084364,,390.0,128.0,0.0001
MLP Regressor,14034.469804652723,,390.0,256.0,0.0001
MLP Regressor,37412.20400632152,,200.0,256.0,0.0001
MLP Regressor,30696.743560152972,,200.0,128.0,0.0001
MLP Regressor,31015.37008562264,,190.0,128.0,0.0001
MLP Regressor,15025.38239332276,,400.0,128.0,0.0001
MLP Regressor,14952.378187506683,,330.0,128.0,0.0001
MLP Regressor,17953.31751471768,,330.0,256.0,0.0001
MLP Regressor,15065.110356390644,,330.0,256.0,0.0001
MLP Regressor,8103.314940622782,,330.0,256.0,0.001
MLP Regressor,15929.07222952688,,330.0,256.0,0.0001
LightGBM Regressor,3949.9353087735535,648.0,,,
FNN Regressor,77347.08225816094,,400.0,32.0,0.0001
FNN Regressor,77315.31360375298,,400.0,32.0,0.001
FNN Regressor,77343.73279940964,,400.0,32.0,0.0003
FNN Regressor,77024.32954865604,,400.0,32.0,0.003
FNN Regressor,77310.23728614047,,400.0,32.0,0.001
FNN Regressor,44234.60020019809,,400.0,32.0,0.03
FNN Regressor,58697.65195837349,,400.0,128.0,0.03
FNN Regressor,52519.24588579247,,400.0,64.0,0.03
FNN Regressor,65877.94889035262,,210.0,64.0,0.03
XGBoost Regressor,4466.555738040359,1802.0,,,
XGBoost Regressor,4466.308414499587,957.0,,,
XGBoost Regressor,4466.534498176821,1417.0,,,
XGBoost Regressor,4466.571899564684,1667.0,,,
XGBoost Regressor,4466.533239147737,1567.0,,,
XGBoost Regressor,4466.326983490787,1007.0,,,
XGBoost Regressor,4463.599164928798,691.0,,,
XGBoost Regressor,4466.552742980804,1541.0,,,
XGBoost Regressor,4466.546011401814,1976.0,,,
XGBoost Regressor,4466.517857029662,1405.0,,,
XGBoost Regressor,4466.557598374961,1681.0,,,
MLP Regressor,15548.66591752092,,330.0,256.0,0.0001
MLP Regressor,16469.424221830086,,330.0,64.0,0.0001
MLP Regressor,15246.078769904416,,330.0,64.0,0.0001
MLP Regressor,18515.09059803791,,330.0,64.0,0.0001
MLP Regressor,15299.712335800816,,330.0,64.0,0.0001
MLP Regressor,18969.050439373492,,240.0,64.0,0.0001
MLP Regressor,26432.43435084166,,240.0,256.0,0.0001
MLP Regressor,38510.5619895559,,240.0,128.0,0.0001
MLP Regressor,24098.102523692534,,240.0,128.0,0.0001
MLP Regressor,38157.58233693574,,240.0,128.0,0.0001
Logistic Regressor,48473.77288641756,,90.0,16.0,0.003
Logistic Regressor,28486.533827878713,,150.0,16.0,0.003
Logistic Regressor,13605.148655600808,,150.0,16.0,0.01
MLP Regressor,19209.164366921777,,310.0,128.0,0.0001
MLP Regressor,9391.17914632907,,310.0,128.0,0.0003
MLP Regressor,8959.306745772523,,350.0,128.0,0.0003
MLP Regressor,15335.150167364776,,350.0,128.0,0.0001
MLP Regressor,15319.138239598171,,380.0,128.0,0.0001
MLP Regressor,15774.654347723186,,360.0,128.0,0.0001
MLP Regressor,19509.043186654824,,260.0,128.0,0.0001
Logistic Regressor,16131.320601467418,,150.0,16.0,0.01
Logistic Regressor,13518.406112918528,,330.0,16.0,0.01
Logistic Regressor,11277.179694846294,,290.0,16.0,0.01
Logistic Regressor,17304.029998394846,,290.0,16.0,0.003
Logistic Regressor,79237.03940549561,,290.0,16.0,0.0003
Logistic Regressor,64769.40590984193,,290.0,16.0,0.001
Logistic Regressor,61754.1540213881,,290.0,32.0,0.001
Logistic Regressor,34729.44747824524,,290.0,64.0,0.001
Logistic Regressor,77828.69597363322,,220.0,64.0,0.001
XGBoost Regressor,4465.695275180337,903.0,,,
XGBoost Regressor,4466.277642221059,1027.0,,,
XGBoost Regressor,4459.926847668775,468.0,,,
XGBoost Regressor,4461.850479355542,315.0,,,
XGBoost Regressor,4460.556430842701,482.0,,,
XGBoost Regressor,4461.2576912003315,576.0,,,
LightGBM Regressor,3970.750004345715,446.0,,,
LightGBM Regressor,3978.516512214662,340.0,,,
LightGBM Regressor,3939.6697292056165,1264.0,,,
LightGBM Regressor,3951.1130906249423,1700.0,,,
MLP Regressor,14196.927369741532,,360.0,128.0,0.0001
FNN Regressor,77335.28450394822,,210.0,64.0,0.001
FNN Regressor,77347.29133836798,,210.0,64.0,0.0001
