,model,score,std_dev,r2,num_boost_round,epochs,batch_size,lr
438,XGBoost Regressor,2626.836406249997,,,626.0,,,
439,XGBoost Regressor,2626.836406249997,,,97.0,,,
440,XGBoost Regressor,2626.836406249997,,,133.0,,,
441,XGBoost Regressor,2626.836406249997,,,652.0,,,
442,XGBoost Regressor,2626.836406249997,,,215.0,,,
443,XGBoost Regressor,2626.836406249997,,,735.0,,,
444,XGBoost Regressor,2626.836406249997,,,662.0,,,
445,XGBoost Regressor,2626.836406249997,,,1321.0,,,
446,XGBoost Regressor,2626.836406249997,,,638.0,,,
447,XGBoost Regressor,2626.836406249997,,,1243.0,,,
448,XGBoost Regressor,2626.836406249997,,,1937.0,,,
449,XGBoost Regressor,2626.836406249997,,,1396.0,,,
450,XGBoost Regressor,2626.836406249997,,,1662.0,,,
451,XGBoost Regressor,2626.836406249997,,,1064.0,,,
452,XGBoost Regressor,2626.836406249997,,,1715.0,,,
453,XGBoost Regressor,2626.836406249997,,,1208.0,,,
454,XGBoost Regressor,2626.836406249997,,,919.0,,,
455,XGBoost Regressor,2626.836406249997,,,300.0,,,
456,XGBoost Regressor,2626.836406249997,,,954.0,,,
457,XGBoost Regressor,2626.836406249997,,,577.0,,,
458,XGBoost Regressor,2626.836406249997,,,672.0,,,
459,XGBoost Regressor,2626.836406249997,,,130.0,,,
460,XGBoost Regressor,2626.836406249997,,,285.0,,,
461,XGBoost Regressor,2626.836406249997,,,717.0,,,
462,XGBoost Regressor,2626.836406249997,,,675.0,,,
463,XGBoost Regressor,2626.836406249997,,,99.0,,,
464,FNN Regressor,33358.19655330896,,,,340.0,32.0,0.0001
465,XGBoost Regressor,2626.836406249997,,,633.0,,,
466,LightGBM Regressor,7293.592265624997,,,1099.0,,,
467,LightGBM Regressor,7293.592265624997,,,318.0,,,
468,LightGBM Regressor,7293.592265624997,,,318.0,,,
469,LightGBM Regressor,7293.592265624997,,,1015.0,,,
470,LightGBM Regressor,7293.592265624997,,,1107.0,,,
471,LightGBM Regressor,7293.592265624997,,,765.0,,,
472,LightGBM Regressor,7293.592265624997,,,1690.0,,,
473,FNN Regressor,33356.73395015716,,,,420.0,32.0,0.0001
474,FNN Regressor,33137.71546508789,,,,420.0,32.0,0.003
475,FNN Regressor,33200.27382995605,,,,340.0,32.0,0.003
476,FNN Regressor,14486.559062499997,,,,340.0,32.0,0.03
477,MLP Regressor,33309.456817169186,,,,250.0,128.0,0.0003
478,MLP Regressor,33297.21631576538,,,,250.0,128.0,0.0003
479,MLP Regressor,33308.904601593014,,,,250.0,128.0,0.0003
480,MLP Regressor,33313.428050537106,,,,250.0,32.0,0.0003
481,MLP Regressor,33293.04672576904,,,,250.0,64.0,0.0003
482,MLP Regressor,31121.246562499997,,,,250.0,64.0,0.001
483,MLP Regressor,25912.681621093747,,,,390.0,64.0,0.001
484,MLP Regressor,25176.644999999997,,,,390.0,64.0,0.001
485,MLP Regressor,33170.99149658203,,,,390.0,64.0,0.0003
486,MLP Regressor,33156.73174621582,,,,390.0,128.0,0.0003
487,FNN Regressor,17113.893046874997,,,,340.0,32.0,0.03
488,Logistic Regressor,33357.20852591514,,,,450.0,16.0,0.0003
489,Logistic Regressor,33358.281774539944,,,,450.0,64.0,0.0003
490,MLP Regressor,33137.92078735351,,,,390.0,32.0,0.0003
491,FNN Regressor,31530.264506835934,,,,340.0,32.0,0.01
492,FNN Regressor,31219.36936523437,,,,340.0,32.0,0.01
493,FNN Regressor,33354.558867950436,,,,340.0,32.0,0.0003
494,FNN Regressor,33208.44893981933,,,,340.0,32.0,0.003
495,FNN Regressor,31210.099589843747,,,,340.0,32.0,0.01
496,MLP Regressor,33154.079432983395,,,,390.0,32.0,0.0003
497,MLP Regressor,26090.189921874997,,,,390.0,32.0,0.001
498,MLP Regressor,33348.45998336792,,,,390.0,32.0,0.0001
499,MLP Regressor,33352.77264692306,,,,340.0,32.0,0.0001
500,MLP Regressor,33349.95851757049,,,,340.0,32.0,0.0001
501,MLP Regressor,33347.84613563537,,,,410.0,32.0,0.0001
502,MLP Regressor,33342.477757949826,,,,410.0,64.0,0.0001
503,LightGBM Regressor,7293.592265624997,,,1420.0,,,
504,LightGBM Regressor,7293.592265624997,,,576.0,,,
505,LightGBM Regressor,7293.592265624997,,,1256.0,,,
506,LightGBM Regressor,7293.592265624997,,,1844.0,,,
507,LightGBM Regressor,7293.592265624997,,,933.0,,,
508,XGBoost Regressor,2626.836406249997,,,1499.0,,,
509,XGBoost Regressor,2626.836406249997,,,700.0,,,
510,LightGBM Regressor,7293.592265624997,,,1312.0,,,
511,XGBoost Regressor,2626.836406249997,,,999.0,,,
512,XGBoost Regressor,2626.836406249997,,,1234.0,,,
513,MLP Regressor,33355.43279363632,,,,240.0,64.0,0.0001
514,MLP Regressor,33356.59635807991,,,,240.0,64.0,0.0001
515,MLP Regressor,33355.576568622586,,,,240.0,64.0,0.0001
516,MLP Regressor,33356.31620695114,,,,240.0,32.0,0.0001
517,MLP Regressor,33353.51191188812,,,,300.0,32.0,0.0001
518,MLP Regressor,33274.81555511474,,,,300.0,32.0,0.0003
519,MLP Regressor,33269.80717803955,,,,300.0,128.0,0.0003
520,MLP Regressor,33249.37652923584,,,,310.0,128.0,0.0003
521,Logistic Regressor,33356.97191597938,,,,330.0,64.0,0.0003
522,Logistic Regressor,33355.62159444809,,,,330.0,64.0,0.001
523,Logistic Regressor,33354.99626972198,,,,330.0,64.0,0.001
524,Logistic Regressor,33349.848350067135,,,,330.0,64.0,0.003
525,Logistic Regressor,33350.52261688232,,,,330.0,32.0,0.003
526,Logistic Regressor,33350.5386510086,,,,300.0,32.0,0.003
527,Logistic Regressor,33349.73848964691,,,,300.0,16.0,0.003
528,Logistic Regressor,33350.96575452804,,,,300.0,16.0,0.003
529,Logistic Regressor,33331.4980883789,,,,300.0,16.0,0.01
530,Logistic Regressor,33331.38645507812,,,,300.0,16.0,0.01
531,Logistic Regressor,33349.97290756225,,,,300.0,16.0,0.003
532,Logistic Regressor,33350.88098670959,,,,300.0,16.0,0.003
533,Logistic Regressor,33351.91650726318,,,,240.0,16.0,0.003
534,Logistic Regressor,33352.540243167874,,,,240.0,64.0,0.003
535,Logistic Regressor,33351.28235198974,,,,240.0,32.0,0.003
536,MLP Regressor,33245.00909759521,,,,310.0,128.0,0.0003
537,MLP Regressor,33289.785823364255,,,,250.0,128.0,0.0003
538,MLP Regressor,33357.83298100948,,,,50.0,128.0,0.0003
539,MLP Regressor,33357.23825587749,,,,50.0,128.0,0.0003
540,MLP Regressor,33357.51301743507,,,,50.0,256.0,0.0003
541,MLP Regressor,33357.490376133916,,,,50.0,128.0,0.0003
542,MLP Regressor,33355.209872980115,,,,90.0,128.0,0.0003
543,MLP Regressor,33300.117854614255,,,,90.0,128.0,0.001
544,MLP Regressor,33088.23301269531,,,,140.0,128.0,0.001
545,MLP Regressor,33131.88001586914,,,,140.0,128.0,0.001
546,Logistic Regressor,33336.77409698486,,,,240.0,32.0,0.01
547,Logistic Regressor,33345.91631748199,,,,140.0,32.0,0.01
548,Logistic Regressor,33345.76893760681,,,,140.0,32.0,0.01
549,Logistic Regressor,33345.648174781796,,,,140.0,16.0,0.01
550,Logistic Regressor,33354.63138296127,,,,140.0,16.0,0.003
551,Logistic Regressor,33346.04201938629,,,,140.0,16.0,0.01
552,Logistic Regressor,33340.43742134094,,,,200.0,16.0,0.01
553,Logistic Regressor,33353.51201774597,,,,50.0,16.0,0.01
554,Logistic Regressor,33356.816992540356,,,,50.0,16.0,0.003
555,Logistic Regressor,33357.13264657974,,,,80.0,16.0,0.003
556,Logistic Regressor,33357.198737878796,,,,80.0,16.0,0.003
557,Logistic Regressor,33354.08264877319,,,,190.0,16.0,0.003
558,Logistic Regressor,33353.202545185086,,,,190.0,16.0,0.003
559,Logistic Regressor,33349.61558200836,,,,370.0,16.0,0.003
560,MLP Regressor,33112.88099243164,,,,140.0,128.0,0.001
561,MLP Regressor,33357.12017764568,,,,140.0,128.0,0.0001
562,MLP Regressor,33357.195760746,,,,140.0,32.0,0.0001
563,MLP Regressor,33169.79619934082,,,,140.0,32.0,0.001
564,FNN Regressor,33342.55469467163,,,,340.0,32.0,0.001
565,FNN Regressor,33355.34992815971,,,,340.0,32.0,0.0001
566,FNN Regressor,33353.85118152618,,,,340.0,16.0,0.0001
567,FNN Regressor,33357.75338651657,,,,340.0,16.0,0.0001
568,XGBoost Regressor,2626.836406249997,,,1293.0,,,
569,XGBoost Regressor,2626.836406249997,,,1383.0,,,
570,XGBoost Regressor,2626.836406249997,,,617.0,,,
571,XGBoost Regressor,2626.836406249997,,,1028.0,,,
572,XGBoost Regressor,2626.836406249997,,,1957.0,,,
573,XGBoost Regressor,2626.836406249997,,,1454.0,,,
574,XGBoost Regressor,2626.836406249997,,,993.0,,,
575,XGBoost Regressor,2626.836406249997,,,1794.0,,,
576,XGBoost Regressor,2626.836406249997,,,1597.0,,,
577,XGBoost Regressor,2626.836406249997,,,1018.0,,,
578,XGBoost Regressor,2626.836406249997,,,1854.0,,,
579,XGBoost Regressor,2626.836406249997,,,1828.0,,,
580,XGBoost Regressor,2626.836406249997,,,1047.0,,,
581,XGBoost Regressor,2626.836406249997,,,344.0,,,
582,XGBoost Regressor,2626.836406249997,,,940.0,,,
583,XGBoost Regressor,2626.836406249997,,,484.0,,,
584,XGBoost Regressor,2626.836406249997,,,602.0,,,
585,XGBoost Regressor,2626.836406249997,,,126.0,,,
586,XGBoost Regressor,2626.836406249997,,,710.0,,,
587,XGBoost Regressor,2626.836406249997,,,328.0,,,
588,XGBoost Regressor,2626.836406249997,,,211.0,,,
589,XGBoost Regressor,2626.836406249997,,,337.0,,,
590,XGBoost Regressor,2626.836406249997,,,299.0,,,
591,XGBoost Regressor,2626.836406249997,,,647.0,,,
592,XGBoost Regressor,2626.836406249997,,,1083.0,,,
593,XGBoost Regressor,2626.836406249997,,,882.0,,,
594,XGBoost Regressor,2626.836406249997,,,477.0,,,
595,XGBoost Regressor,2626.836406249997,,,1343.0,,,
596,XGBoost Regressor,2626.836406249997,,,903.0,,,
597,XGBoost Regressor,2626.836406249997,,,602.0,,,
598,XGBoost Regressor,2626.836406249997,,,278.0,,,
599,XGBoost Regressor,2626.836406249997,,,747.0,,,
600,XGBoost Regressor,2626.836406249997,,,1036.0,,,
601,XGBoost Regressor,2626.836406249997,,,1446.0,,,
602,XGBoost Regressor,2626.836406249997,,,558.0,,,
603,XGBoost Regressor,2626.836406249997,,,120.0,,,
604,LightGBM Regressor,7293.592265624997,,,1122.0,,,
605,LightGBM Regressor,7293.592265624997,,,1999.0,,,
606,LightGBM Regressor,7293.592265624997,,,1191.0,,,
607,LightGBM Regressor,7293.592265624997,,,277.0,,,
608,LightGBM Regressor,7293.592265624997,,,609.0,,,
609,LightGBM Regressor,7293.592265624997,,,595.0,,,
610,LightGBM Regressor,7293.592265624997,,,429.0,,,
611,LightGBM Regressor,7293.592265624997,,,1314.0,,,
612,LightGBM Regressor,7293.592265624997,,,1359.0,,,
613,LightGBM Regressor,7293.592265624997,,,1169.0,,,
614,LightGBM Regressor,7293.592265624997,,,306.0,,,
615,LightGBM Regressor,7293.592265624997,,,781.0,,,
616,LightGBM Regressor,7293.592265624997,,,316.0,,,
617,LightGBM Regressor,7293.592265624997,,,462.0,,,
618,LightGBM Regressor,7293.592265624997,,,638.0,,,
619,LightGBM Regressor,7293.592265624997,,,870.0,,,
620,LightGBM Regressor,7293.592265624997,,,1783.0,,,
621,LightGBM Regressor,7293.592265624997,,,1271.0,,,
622,LightGBM Regressor,7293.592265624997,,,1997.0,,,
623,LightGBM Regressor,7293.592265624997,,,1144.0,,,
624,LightGBM Regressor,7293.592265624997,,,1093.0,,,
625,LightGBM Regressor,7293.592265624997,,,1362.0,,,
626,LightGBM Regressor,7293.592265624997,,,1595.0,,,
627,LightGBM Regressor,7293.592265624997,,,1164.0,,,
628,XGBoost Regressor,2626.836406249997,,,321.0,,,
629,XGBoost Regressor,2626.836406249997,,,1039.0,,,
630,XGBoost Regressor,2626.836406249997,,,1921.0,,,
631,XGBoost Regressor,2626.836406249997,,,1887.0,,,
632,XGBoost Regressor,2626.836406249997,,,1585.0,,,
633,XGBoost Regressor,2626.836406249997,,,1206.0,,,
634,XGBoost Regressor,2626.836406249997,,,613.0,,,
635,XGBoost Regressor,2626.836406249997,,,797.0,,,
636,XGBoost Regressor,2626.836406249997,,,1731.0,,,
637,XGBoost Regressor,2626.836406249997,,,1232.0,,,
638,XGBoost Regressor,2626.836406249997,,,734.0,,,
639,XGBoost Regressor,2626.836406249997,,,596.0,,,
640,XGBoost Regressor,2626.836406249997,,,178.0,,,
641,XGBoost Regressor,2626.836406249997,,,873.0,,,
642,XGBoost Regressor,2626.836406249997,,,955.0,,,
643,XGBoost Regressor,2626.836406249997,,,787.0,,,
644,XGBoost Regressor,2626.836406249997,,,922.0,,,
645,XGBoost Regressor,2626.836406249997,,,372.0,,,
646,XGBoost Regressor,2626.836406249997,,,1285.0,,,
647,XGBoost Regressor,2626.836406249997,,,1643.0,,,
648,XGBoost Regressor,2626.836406249997,,,1848.0,,,
649,XGBoost Regressor,2626.836406249997,,,1226.0,,,
650,XGBoost Regressor,2626.836406249997,,,481.0,,,
651,XGBoost Regressor,2626.836406249997,,,484.0,,,
652,XGBoost Regressor,2626.836406249997,,,1298.0,,,
653,XGBoost Regressor,2626.836406249997,,,637.0,,,
654,XGBoost Regressor,2626.836406249997,,,1292.0,,,
655,XGBoost Regressor,2626.836406249997,,,964.0,,,
656,XGBoost Regressor,2626.836406249997,,,1744.0,,,
657,XGBoost Regressor,2626.836406249997,,,1857.0,,,
658,XGBoost Regressor,2626.836406249997,,,1853.0,,,
659,XGBoost Regressor,2626.836406249997,,,1394.0,,,
660,XGBoost Regressor,2626.836406249997,,,575.0,,,
661,XGBoost Regressor,2626.836406249997,,,180.0,,,
662,XGBoost Regressor,2626.836406249997,,,373.0,,,
663,XGBoost Regressor,2626.836406249997,,,770.0,,,
664,XGBoost Regressor,2626.836406249997,,,1470.0,,,
665,XGBoost Regressor,2626.836406249997,,,1780.0,,,
666,XGBoost Regressor,2626.836406249997,,,1476.0,,,
667,XGBoost Regressor,2626.836406249997,,,1197.0,,,
668,XGBoost Regressor,2626.836406249997,,,879.0,,,
669,XGBoost Regressor,2626.836406249997,,,1051.0,,,
670,XGBoost Regressor,2626.836406249997,,,1698.0,,,
671,XGBoost Regressor,2626.836406249997,,,950.0,,,
672,XGBoost Regressor,2626.836406249997,,,623.0,,,
673,XGBoost Regressor,2626.836406249997,,,650.0,,,
674,XGBoost Regressor,2626.836406249997,,,473.0,,,
675,XGBoost Regressor,2626.836406249997,,,278.0,,,
676,XGBoost Regressor,2626.836406249997,,,510.0,,,
677,XGBoost Regressor,2626.836406249997,,,189.0,,,
678,XGBoost Regressor,2626.836406249997,,,866.0,,,
679,XGBoost Regressor,2626.836406249997,,,1075.0,,,
680,XGBoost Regressor,2626.836406249997,,,282.0,,,
681,XGBoost Regressor,2626.836406249997,,,775.0,,,
682,XGBoost Regressor,2626.836406249997,,,1269.0,,,
683,XGBoost Regressor,2626.836406249997,,,1787.0,,,
684,XGBoost Regressor,2626.836406249997,,,1629.0,,,
685,XGBoost Regressor,2626.836406249997,,,1987.0,,,
686,XGBoost Regressor,2626.836406249997,,,1541.0,,,
687,XGBoost Regressor,2626.836406249997,,,1745.0,,,
688,XGBoost Regressor,2626.836406249997,,,941.0,,,
689,XGBoost Regressor,2626.836406249997,,,1132.0,,,
690,XGBoost Regressor,2626.836406249997,,,296.0,,,
691,XGBoost Regressor,2626.836406249997,,,921.0,,,
692,XGBoost Regressor,2626.836406249997,,,925.0,,,
693,XGBoost Regressor,2626.836406249997,,,1065.0,,,
694,XGBoost Regressor,2626.836406249997,,,1376.0,,,
695,XGBoost Regressor,2626.836406249997,,,893.0,,,
696,XGBoost Regressor,2626.836406249997,,,341.0,,,
697,XGBoost Regressor,2626.836406249997,,,665.0,,,
698,LightGBM Regressor,7293.592265624997,,,1720.0,,,
699,LightGBM Regressor,7293.592265624997,,,1254.0,,,
700,LightGBM Regressor,7293.592265624997,,,338.0,,,
701,LightGBM Regressor,7293.592265624997,,,1010.0,,,
702,LightGBM Regressor,7293.592265624997,,,1354.0,,,
703,LightGBM Regressor,7293.592265624997,,,856.0,,,
704,LightGBM Regressor,7293.592265624997,,,135.0,,,
705,LightGBM Regressor,7293.592265624997,,,1091.0,,,
706,LightGBM Regressor,7293.592265624997,,,1558.0,,,
707,LightGBM Regressor,7293.592265624997,,,1471.0,,,
708,LightGBM Regressor,7293.592265624997,,,1072.0,,,
709,LightGBM Regressor,7293.592265624997,,,339.0,,,
710,LightGBM Regressor,7293.592265624997,,,1042.0,,,
711,LightGBM Regressor,7293.592265624997,,,1186.0,,,
712,LightGBM Regressor,7293.592265624997,,,1110.0,,,
713,LightGBM Regressor,7293.592265624997,,,1339.0,,,
714,LightGBM Regressor,7293.592265624997,,,623.0,,,
715,LightGBM Regressor,7293.592265624997,,,927.0,,,
716,LightGBM Regressor,7293.592265624997,,,683.0,,,
717,LightGBM Regressor,7293.592265624997,,,273.0,,,
718,LightGBM Regressor,7293.592265624997,,,493.0,,,
719,LightGBM Regressor,7293.592265624997,,,1083.0,,,
720,LightGBM Regressor,7293.592265624997,,,653.0,,,
721,LightGBM Regressor,7293.592265624997,,,153.0,,,
722,LightGBM Regressor,7293.592265624997,,,482.0,,,
723,LightGBM Regressor,7293.592265624997,,,983.0,,,
724,LightGBM Regressor,7293.592265624997,,,1699.0,,,
725,LightGBM Regressor,7293.592265624997,,,1733.0,,,
726,LightGBM Regressor,7293.592265624997,,,777.0,,,
727,LightGBM Regressor,7293.592265624997,,,953.0,,,
728,XGBoost Regressor,2626.836406249997,,,1093.0,,,
729,XGBoost Regressor,2626.836406249997,,,905.0,,,
730,XGBoost Regressor,2626.836406249997,,,435.0,,,
731,XGBoost Regressor,2626.836406249997,,,440.0,,,
732,XGBoost Regressor,2626.836406249997,,,1362.0,,,
733,XGBoost Regressor,2626.836406249997,,,450.0,,,
734,XGBoost Regressor,2626.836406249997,,,1019.0,,,
735,XGBoost Regressor,2626.836406249997,,,804.0,,,
736,XGBoost Regressor,2626.836406249997,,,1010.0,,,
737,XGBoost Regressor,2626.836406249997,,,238.0,,,
738,XGBoost Regressor,2626.836406249997,,,545.0,,,
739,XGBoost Regressor,2626.836406249997,,,620.0,,,
740,XGBoost Regressor,2626.836406249997,,,1518.0,,,
741,XGBoost Regressor,2626.836406249997,,,1532.0,,,
742,XGBoost Regressor,2626.836406249997,,,1093.0,,,
743,XGBoost Regressor,2626.836406249997,,,840.0,,,
744,XGBoost Regressor,2626.836406249997,,,461.0,,,
745,XGBoost Regressor,2626.836406249997,,,1272.0,,,
746,XGBoost Regressor,2626.836406249997,,,673.0,,,
747,XGBoost Regressor,2626.836406249997,,,344.0,,,
748,XGBoost Regressor,2626.836406249997,,,1069.0,,,
749,XGBoost Regressor,2626.836406249997,,,640.0,,,
750,XGBoost Regressor,2626.836406249997,,,792.0,,,
751,XGBoost Regressor,2626.836406249997,,,280.0,,,
752,XGBoost Regressor,2626.836406249997,,,306.0,,,
753,XGBoost Regressor,2626.836406249997,,,273.0,,,
754,XGBoost Regressor,2626.836406249997,,,1164.0,,,
755,XGBoost Regressor,2626.836406249997,,,528.0,,,
756,XGBoost Regressor,2626.836406249997,,,279.0,,,
757,XGBoost Regressor,2626.836406249997,,,915.0,,,
758,XGBoost Regressor,2626.836406249997,,,1623.0,,,
759,XGBoost Regressor,2626.836406249997,,,1129.0,,,
760,XGBoost Regressor,2626.836406249997,,,1496.0,,,
761,XGBoost Regressor,2626.836406249997,,,548.0,,,
762,XGBoost Regressor,2626.836406249997,,,1054.0,,,
763,XGBoost Regressor,2626.836406249997,,,1779.0,,,
764,XGBoost Regressor,2626.836406249997,,,1591.0,,,
765,XGBoost Regressor,2626.836406249997,,,1459.0,,,
766,XGBoost Regressor,2626.836406249997,,,1370.0,,,
767,XGBoost Regressor,2626.836406249997,,,1046.0,,,
768,XGBoost Regressor,2626.836406249997,,,1454.0,,,
769,XGBoost Regressor,2626.836406249997,,,1755.0,,,
770,XGBoost Regressor,2626.836406249997,,,1368.0,,,
771,XGBoost Regressor,2626.836406249997,,,1987.0,,,
772,XGBoost Regressor,2626.836406249997,,,1930.0,,,
773,XGBoost Regressor,2626.836406249997,,,1649.0,,,
774,XGBoost Regressor,2626.836406249997,,,1630.0,,,
775,XGBoost Regressor,2626.836406249997,,,1492.0,,,
776,XGBoost Regressor,2626.836406249997,,,1138.0,,,
777,XGBoost Regressor,2626.836406249997,,,178.0,,,
778,XGBoost Regressor,2626.836406249997,,,837.0,,,
779,XGBoost Regressor,2626.836406249997,,,459.0,,,
780,XGBoost Regressor,2626.836406249997,,,1293.0,,,
781,XGBoost Regressor,2626.836406249997,,,1807.0,,,
782,XGBoost Regressor,2626.836406249997,,,1888.0,,,
783,XGBoost Regressor,2626.836406249997,,,1318.0,,,
784,XGBoost Regressor,2626.836406249997,,,997.0,,,
785,XGBoost Regressor,2626.836406249997,,,1788.0,,,
786,XGBoost Regressor,2626.836406249997,,,1085.0,,,
787,XGBoost Regressor,2626.836406249997,,,544.0,,,
788,XGBoost Regressor,2626.836406249997,,,1105.0,,,
789,XGBoost Regressor,2626.836406249997,,,152.0,,,
790,XGBoost Regressor,2626.836406249997,,,641.0,,,
791,XGBoost Regressor,2626.836406249997,,,1181.0,,,
792,XGBoost Regressor,2626.836406249997,,,600.0,,,
793,XGBoost Regressor,2626.836406249997,,,1450.0,,,
794,XGBoost Regressor,2626.836406249997,,,1074.0,,,
795,XGBoost Regressor,2626.836406249997,,,290.0,,,
796,XGBoost Regressor,2626.836406249997,,,734.0,,,
797,XGBoost Regressor,2626.836406249997,,,1073.0,,,
798,XGBoost Regressor,2626.836406249997,,,1038.0,,,
799,XGBoost Regressor,2626.836406249997,,,1895.0,,,
800,XGBoost Regressor,2626.836406249997,,,1187.0,,,
801,XGBoost Regressor,2626.836406249997,,,1048.0,,,
802,XGBoost Regressor,2626.836406249997,,,807.0,,,
803,XGBoost Regressor,2626.836406249997,,,868.0,,,
804,XGBoost Regressor,2626.836406249997,,,502.0,,,
805,XGBoost Regressor,2626.836406249997,,,160.0,,,
806,XGBoost Regressor,2626.867656249997,,,72.0,,,
807,XGBoost Regressor,2626.836406249997,,,305.0,,,
808,XGBoost Regressor,2626.836406249997,,,762.0,,,
809,XGBoost Regressor,2626.836406249997,,,1207.0,,,
810,XGBoost Regressor,2626.836406249997,,,1457.0,,,
811,XGBoost Regressor,2626.836406249997,,,1740.0,,,
812,XGBoost Regressor,2626.836406249997,,,1927.0,,,
813,XGBoost Regressor,2626.836406249997,,,1011.0,,,
814,XGBoost Regressor,2626.836406249997,,,987.0,,,
815,XGBoost Regressor,2626.836406249997,,,127.0,,,
816,XGBoost Regressor,2626.836406249997,,,731.0,,,
817,XGBoost Regressor,2626.836406249997,,,1234.0,,,
818,XGBoost Regressor,2626.836406249997,,,1908.0,,,
819,XGBoost Regressor,2626.836406249997,,,1376.0,,,
820,XGBoost Regressor,2626.836406249997,,,1891.0,,,
821,XGBoost Regressor,2626.836406249997,,,1399.0,,,
822,XGBoost Regressor,2626.836406249997,,,1996.0,,,
823,XGBoost Regressor,2626.836406249997,,,1177.0,,,
824,XGBoost Regressor,2626.836406249997,,,1315.0,,,
825,XGBoost Regressor,2626.836406249997,,,1941.0,,,
826,XGBoost Regressor,2626.836406249997,,,1023.0,,,
827,XGBoost Regressor,2626.836406249997,,,856.0,,,
828,XGBoost Regressor,2626.836406249997,,,732.0,,,
829,XGBoost Regressor,2626.836406249997,,,1384.0,,,
830,XGBoost Regressor,2626.836406249997,,,1465.0,,,
831,XGBoost Regressor,2626.836406249997,,,1103.0,,,
832,XGBoost Regressor,2626.836406249997,,,1939.0,,,
833,XGBoost Regressor,2626.836406249997,,,1182.0,,,
834,XGBoost Regressor,2626.836406249997,,,274.0,,,
835,XGBoost Regressor,2626.836406249997,,,540.0,,,
836,XGBoost Regressor,2626.836406249997,,,764.0,,,
837,XGBoost Regressor,2626.836406249997,,,625.0,,,
838,XGBoost Regressor,2626.836406249997,,,133.0,,,
839,XGBoost Regressor,2626.836406249997,,,624.0,,,
840,XGBoost Regressor,2626.836406249997,,,736.0,,,
841,XGBoost Regressor,2626.867656249997,,,72.0,,,
842,XGBoost Regressor,2626.836406249997,,,708.0,,,
843,XGBoost Regressor,2626.836406249997,,,631.0,,,
844,XGBoost Regressor,2626.836406249997,,,90.0,,,
845,XGBoost Regressor,2626.836406249997,,,364.0,,,
846,XGBoost Regressor,2626.836406249997,,,535.0,,,
847,XGBoost Regressor,2626.836406249997,,,239.0,,,
848,XGBoost Regressor,2626.836406249997,,,860.0,,,
849,XGBoost Regressor,2626.836406249997,,,1762.0,,,
850,XGBoost Regressor,2626.836406249997,,,1126.0,,,
851,XGBoost Regressor,2626.836406249997,,,1502.0,,,
852,XGBoost Regressor,2626.836406249997,,,590.0,,,
853,XGBoost Regressor,2626.836406249997,,,674.0,,,
854,XGBoost Regressor,2626.836406249997,,,1348.0,,,
855,XGBoost Regressor,2626.836406249997,,,996.0,,,
856,XGBoost Regressor,2626.836406249997,,,168.0,,,
857,XGBoost Regressor,2626.836406249997,,,1059.0,,,
858,XGBoost Regressor,2626.836406249997,,,1567.0,,,
859,XGBoost Regressor,2626.836406249997,,,1474.0,,,
860,XGBoost Regressor,2626.836406249997,,,895.0,,,
861,XGBoost Regressor,2626.836406249997,,,1388.0,,,
862,XGBoost Regressor,2626.836406249997,,,886.0,,,
863,XGBoost Regressor,2626.836406249997,,,877.0,,,
864,XGBoost Regressor,2626.836406249997,,,422.0,,,
865,XGBoost Regressor,2626.836406249997,,,926.0,,,
866,XGBoost Regressor,2626.836406249997,,,1644.0,,,
867,XGBoost Regressor,2626.836406249997,,,792.0,,,
868,XGBoost Regressor,2626.836406249997,,,219.0,,,
869,XGBoost Regressor,2626.836406249997,,,1100.0,,,
870,XGBoost Regressor,2626.836406249997,,,1674.0,,,
871,XGBoost Regressor,2626.836406249997,,,1883.0,,,
872,XGBoost Regressor,2626.836406249997,,,925.0,,,
873,XGBoost Regressor,2626.836406249997,,,824.0,,,
874,XGBoost Regressor,2626.836406249997,,,1033.0,,,
875,XGBoost Regressor,2626.836406249997,,,1248.0,,,
876,XGBoost Regressor,2626.836406249997,,,1843.0,,,
877,XGBoost Regressor,2626.836406249997,,,915.0,,,
878,LightGBM Regressor,7293.592265624997,,,913.0,,,
879,LightGBM Regressor,7293.592265624997,,,1117.0,,,
880,LightGBM Regressor,7293.592265624997,,,324.0,,,
881,LightGBM Regressor,7293.592265624997,,,610.0,,,
882,LightGBM Regressor,7293.592265624997,,,473.0,,,
883,LightGBM Regressor,7293.592265624997,,,140.0,,,
884,LightGBM Regressor,7293.592265624997,,,773.0,,,
885,LightGBM Regressor,7293.592265624997,,,1129.0,,,
886,LightGBM Regressor,7293.592265624997,,,1279.0,,,
887,LightGBM Regressor,7293.592265624997,,,519.0,,,
888,LightGBM Regressor,7293.592265624997,,,335.0,,,
889,LightGBM Regressor,7293.592265624997,,,364.0,,,
890,LightGBM Regressor,7293.592265624997,,,900.0,,,
891,LightGBM Regressor,7293.592265624997,,,341.0,,,
892,LightGBM Regressor,7293.592265624997,,,608.0,,,
893,LightGBM Regressor,7293.592265624997,,,53.0,,,
894,LightGBM Regressor,7293.592265624997,,,964.0,,,
895,LightGBM Regressor,7293.592265624997,,,1697.0,,,
896,LightGBM Regressor,7293.592265624997,,,1826.0,,,
897,LightGBM Regressor,7293.592265624997,,,1576.0,,,
898,LightGBM Regressor,7293.592265624997,,,694.0,,,
