0,1,2,3,4,5
376.0,1.0,1.0,1.0,43.65598789999999,-79.35887690000001
200.0,2.0,2.0,0.0,43.6444084,-79.37656170000001
149.0,1.0,1.0,1.0,43.6418726,-79.3819064
460.0,1.0,1.0,1.0,43.6469441,-79.3923973
332.0,2.0,2.0,0.0,43.5816391,-79.648193
212.0,1.0,1.0,1.0,43.64027720000001,-79.4241261
433.0,2.0,2.0,0.0,43.6601367,-79.3858692
421.0,1.0,1.0,0.0,43.6385213,-79.39946379999999
37.0,1.0,1.0,0.0,43.769790500000006,-79.4160562
63.0,1.0,1.0,0.0,43.6547234,-79.3814004
49.0,2.0,2.0,0.0,43.7789286,-79.3241989
117.0,2.0,2.0,0.0,43.6458091,-79.3756819
324.0,1.0,1.0,0.0,43.659329,-79.3826747
502.0,1.0,1.0,1.0,43.6465174,-79.3872066
386.0,1.0,1.0,0.0,43.6413078,-79.4000933
349.0,1.0,1.0,1.0,43.6476244,-79.3968608
425.0,2.0,1.0,0.0,43.3289855,-79.80861829999999
538.0,1.0,1.0,0.0,43.662091,-79.4332913
84.0,1.0,1.0,0.0,43.6420888,-79.3816864
424.0,1.0,1.0,0.0,43.6505597,-79.38207220000001
269.0,2.0,2.0,0.0,43.647870000000005,-79.391138
381.0,1.0,1.0,0.0,43.6678174,-79.3831111
529.0,1.0,1.0,0.0,43.8757743,-79.4214372
2.0,1.0,1.0,0.0,43.640402,-79.39714670000001
111.0,1.0,1.0,0.0,43.70519,-79.3238468
311.0,1.0,1.0,0.0,43.660846,-79.3787556
410.0,2.0,1.5,0.0,43.6568825,-79.3835616
148.0,2.0,2.0,0.0,43.64310510000001,-79.375906
343.0,1.0,1.0,0.0,43.7486405,-79.4371391
218.0,1.0,1.0,0.0,43.6398173,-79.43737970000001
440.0,1.0,1.0,0.0,43.6652335,-79.3842932
231.0,1.0,1.0,0.0,43.6472259,-79.3911003
114.0,1.0,1.0,0.0,43.6488576,-79.3781453
161.0,1.0,1.0,0.0,43.6489727,-79.3872946
451.0,1.0,1.0,1.0,43.661927,-79.3865112
155.0,1.0,1.0,0.0,43.66703,-79.37638620000001
79.0,1.0,1.0,0.0,43.6450503,-79.39134109999999
162.0,1.0,1.0,0.0,43.6489727,-79.3872946
30.0,1.0,1.0,1.0,43.5340709,-79.6245936
62.0,2.0,2.0,0.0,43.6601107,-79.38588709999999
464.0,1.0,1.0,0.0,43.6417851,-79.3790058
301.0,2.0,1.0,0.0,43.8378274,-79.38790429999999
140.0,1.0,1.0,1.0,43.6394055,-79.3932324
257.0,1.0,1.0,0.0,43.661198,-79.3816644
298.0,1.0,1.0,0.0,43.6434855,-79.39230450000001
148.0,1.0,1.0,0.0,43.64310510000001,-79.375906
179.0,1.0,1.0,0.0,43.6450775,-79.3643417
282.0,2.0,2.5,0.0,43.6497827,-79.3804402
127.0,2.0,2.0,0.0,43.6410868,-79.3814048
119.0,1.0,2.0,1.0,43.6402232,-79.395951
370.0,1.0,1.0,0.0,43.6695496,-79.3837757
453.0,1.0,1.0,0.0,43.6610628,-79.35154150000001
196.0,1.0,1.0,0.0,43.6393466,-79.3997415
8.0,1.0,1.0,1.0,43.8413607,-79.3201494
422.0,1.0,1.0,1.0,43.6400685,-79.39996040000001
127.0,1.0,1.0,0.0,43.6410868,-79.3814048
531.0,2.0,2.0,0.0,43.6504185,-79.38179079999999
253.0,1.0,1.0,0.0,43.6415283,-79.3833016
353.0,2.0,2.0,0.0,43.658897,-79.383798
479.0,1.0,1.0,0.0,43.6531643,-79.3900311
276.0,1.0,1.0,1.0,43.6402671,-79.3910061
190.0,1.0,1.0,0.0,43.63828839999999,-79.4360532
547.0,2.0,2.0,0.0,43.6456126,-79.38258540000001
304.0,1.0,1.0,0.0,43.641596500000006,-79.4234431
191.0,1.0,1.0,0.0,43.6659283,-79.383465
460.0,1.0,1.0,1.0,43.6469441,-79.3923973
197.0,2.0,1.0,0.0,43.6415686,-79.42460279999999
545.0,1.0,1.0,0.0,43.85631,-79.3286298
370.0,1.0,1.0,0.0,43.6695496,-79.3837757
137.0,1.0,1.0,0.0,43.65221029999999,-79.3707988
254.0,1.0,1.0,0.0,43.64187379999999,-79.4103246
471.0,1.0,1.0,0.0,43.6606054,-79.37863540000001
532.0,1.0,1.0,0.0,43.669450700000006,-79.38747049999999
129.0,1.0,1.0,0.0,43.6418064,-79.3789807
153.0,1.0,1.0,0.0,43.6521506,-79.3754775
261.0,2.0,1.0,0.0,43.6911466,-79.4714355
420.0,1.0,1.0,1.0,43.6400685,-79.39996040000001
521.0,1.0,1.0,0.0,43.65229779999999,-79.4069977
68.0,2.0,1.0,0.0,43.6408157,-79.38175229999999
495.0,1.0,1.0,0.0,43.8506191,-79.3193975
249.0,2.0,2.0,0.0,43.6092614,-79.558998
539.0,1.0,1.0,0.0,43.640024700000005,-79.3812245
284.0,1.0,1.0,0.0,43.6565369,-79.3544975
355.0,1.0,1.0,0.0,43.6660964,-79.3873217
400.0,1.0,1.0,0.0,43.6575221,-79.3899928
278.0,3.0,1.0,0.0,43.766969,-79.4967538
115.0,1.0,1.0,0.0,43.640845500000005,-79.4143193
164.0,2.0,1.0,0.0,43.3451932,-79.82612879999999
478.0,2.0,2.0,0.0,43.91379129999999,-78.68786920000001
194.0,2.0,2.0,0.0,43.6551919,-79.3539119
471.0,2.0,2.0,0.0,43.6606054,-79.37863540000001
57.0,2.0,2.0,0.0,43.661198,-79.3816644
72.0,1.0,1.0,0.0,43.6655297,-79.39547540000001
239.0,2.0,2.0,0.0,43.5464869,-79.68541570000001
186.0,1.0,1.0,0.0,43.670320200000006,-79.39443320000001
145.0,1.0,1.0,0.0,43.8516467,-79.326656
265.0,1.0,1.0,0.0,43.6281687,-80.041462
519.0,2.0,1.5,0.0,43.6421316,-79.4013687
309.0,1.0,1.0,1.0,43.6430505,-79.3916429
119.0,1.0,1.0,0.0,43.6402232,-79.395951
379.0,1.0,1.0,0.0,43.6684679,-79.37483359999999
16.0,1.0,1.0,0.0,43.6598307,-79.3805207
329.0,2.0,2.0,0.0,43.84993789999999,-79.3275055
189.0,1.0,1.0,0.0,43.6500917,-79.3873738
354.0,1.0,1.0,0.0,43.6701358,-79.37871080000001
235.0,2.0,1.0,0.0,43.8920474,-78.86086800000001
243.0,1.0,1.0,1.0,43.64738010000001,-79.3872741
156.0,2.0,2.0,0.0,43.3173164,-79.8051158
117.0,2.0,2.0,0.0,43.6458091,-79.3756819
326.0,1.0,1.0,0.0,43.6464336,-79.39780640000001
172.0,2.0,1.0,0.0,43.6419081,-79.38177979999999
492.0,1.0,1.0,0.0,43.6535096,-79.39462009999998
392.0,1.0,1.0,0.0,43.6676701,-79.389445
283.0,1.0,1.0,0.0,43.6489001,-79.392205
129.0,1.0,1.0,0.0,43.6418064,-79.3789807
545.0,1.0,1.0,0.0,43.85631,-79.3286298
172.0,1.0,1.0,0.0,43.6419081,-79.38177979999999
73.0,2.0,1.0,0.0,43.6525195,-79.3890778
285.0,1.0,1.0,0.0,43.688897100000005,-79.41198359999999
404.0,1.0,1.5,1.0,43.971005,-79.24890090000001
265.0,1.0,1.0,0.0,43.6281687,-80.041462
288.0,1.0,1.0,0.0,43.6589956,-79.4296933
534.0,1.0,1.0,0.0,43.673962200000005,-79.40163249999999
473.0,1.0,1.0,1.0,43.6852857,-79.7614922
292.0,2.0,1.0,0.0,43.6893623,-79.35284809999999
197.0,2.0,1.0,0.0,43.6415686,-79.42460279999999
29.0,1.0,1.0,1.0,43.8561002,-79.3370188
42.0,1.0,1.0,0.0,43.658974,-79.3840397
132.0,1.0,1.0,0.0,43.6475126,-79.3927022
309.0,1.0,1.0,1.0,43.6430505,-79.3916429
133.0,2.0,1.0,0.0,43.6488578,-79.4330072
167.0,2.0,1.5,0.0,43.3316744,-79.81535440000002
98.0,1.0,1.0,0.0,43.6384911,-79.39098919999999
540.0,1.0,1.0,0.0,43.6718131,-79.34153909999999
70.0,1.0,1.0,0.0,43.6455289,-79.3837757
261.0,2.0,1.0,0.0,43.6911466,-79.4714355
331.0,3.0,3.0,0.0,43.6425685,-79.39345959999999
290.0,1.0,1.0,0.0,43.6426791,-79.3769938
414.0,1.0,1.0,1.0,43.6423708,-79.42419050000001
179.0,1.0,1.0,0.0,43.6450775,-79.3643417
408.0,1.0,1.0,0.0,43.64393870000001,-79.4014775
270.0,1.0,1.0,0.0,43.647870000000005,-79.391138
486.0,1.0,1.0,1.0,43.5860554,-79.6442402
131.0,1.0,1.0,0.0,43.6695928,-79.3805797
479.0,1.0,1.0,0.0,43.6531643,-79.3900311
417.0,1.0,1.0,0.0,43.780021000000005,-79.2948144
208.0,2.0,2.0,0.0,43.6367119,-79.4206384
137.0,1.0,1.0,0.0,43.65221029999999,-79.3707988
116.0,1.0,1.0,0.0,43.6458091,-79.3756819
476.0,1.0,1.0,0.0,43.6349738,-79.43518590000001
266.0,1.0,1.0,0.0,43.6655881,-79.383028
472.0,1.0,1.0,0.0,43.6606054,-79.37863540000001
518.0,1.0,1.0,1.0,43.64140820000001,-79.3912531
473.0,1.0,1.0,1.0,43.6852857,-79.7614922
510.0,3.0,2.0,0.0,56.130366,-106.346771
127.0,2.0,2.0,0.0,43.6410868,-79.3814048
422.0,2.0,1.0,0.0,43.6400685,-79.39996040000001
360.0,1.0,1.0,0.0,43.6527574,-79.3665108
143.0,1.0,1.5,0.0,43.6550554,-79.3847211
472.0,1.0,1.0,0.0,43.6606054,-79.37863540000001
393.0,1.0,1.0,1.0,43.6653563,-79.387999
236.0,1.0,2.0,1.0,43.627447100000005,-79.4783741
387.0,1.0,1.0,0.0,43.6413078,-79.4000933
15.0,1.0,1.0,0.0,43.654228100000005,-79.36701540000001
265.0,1.0,1.0,0.0,43.6281687,-80.041462
149.0,1.0,1.0,1.0,43.6418726,-79.3819064
490.0,2.0,2.0,0.0,43.645396000000005,-79.3942439
206.0,1.0,1.0,0.0,43.6567414,-79.3699948
538.0,1.0,1.0,0.0,43.662091,-79.4332913
459.0,2.0,1.0,0.0,43.6469441,-79.3923973
220.0,2.0,1.0,0.0,43.6092724,-79.557008
424.0,1.0,1.0,0.0,43.6505597,-79.38207220000001
160.0,1.0,1.0,0.0,43.6399343,-79.4164454
55.0,1.0,1.0,1.0,43.65739179999999,-79.37031490000001
512.0,2.0,2.0,0.0,43.6421671,-79.3819283
136.0,1.0,1.0,0.0,43.4495669,-79.66463879999999
1.0,1.0,1.0,0.0,43.3267271,-79.8021823
471.0,1.0,1.0,0.0,43.6606054,-79.37863540000001
50.0,1.0,1.0,0.0,43.7598859,-79.44313840000001
505.0,3.0,2.0,0.0,43.795462,-79.521097
461.0,1.0,1.0,0.0,43.6469441,-79.3923973
274.0,2.0,1.0,0.0,43.6403508,-79.42752159999999
148.0,2.0,2.0,0.0,43.64310510000001,-79.375906
424.0,1.0,1.0,0.0,43.6505597,-79.38207220000001
332.0,2.0,2.0,0.0,43.5816391,-79.648193
491.0,1.0,1.0,0.0,43.6486599,-79.38157640000001
424.0,2.0,2.0,0.0,43.6505597,-79.38207220000001
40.0,2.0,1.0,0.0,43.6904633,-79.38157640000001
149.0,1.0,1.0,0.0,43.6418726,-79.3819064
464.0,2.0,1.0,0.0,43.6417851,-79.3790058
432.0,2.0,2.0,0.0,43.6651058,-79.37690090000001
468.0,1.0,1.0,1.0,43.6485726,-79.37627540000001
430.0,2.0,1.0,0.0,43.6383175,-79.3977947
239.0,2.0,2.0,0.0,43.5464869,-79.68541570000001
548.0,1.0,1.0,1.0,43.5634487,-79.7433173
71.0,1.0,1.0,0.0,43.642546200000005,-79.37726550000001
159.0,2.0,1.0,0.0,43.683063,-79.771759
482.0,2.0,2.0,0.0,43.6572984,-79.3843645
214.0,1.0,1.0,0.0,43.6428951,-79.4281018
60.0,1.0,1.0,0.0,43.6494165,-79.3745473
175.0,2.0,1.0,0.0,43.905986600000006,-80.09295290000001
324.0,1.0,1.0,0.0,43.659329,-79.3826747
223.0,2.0,2.0,0.0,43.338737,-79.8100685
266.0,2.0,2.0,0.0,43.6655881,-79.383028
227.0,1.0,1.0,1.0,43.6403804,-79.3973372
447.0,1.0,1.0,1.0,43.641365500000006,-79.3914457
68.0,2.0,1.0,0.0,43.6408157,-79.38175229999999
195.0,1.0,1.0,0.0,43.6551919,-79.3539119
439.0,2.0,1.5,0.0,43.6460983,-79.37605490000001
457.0,2.0,1.0,0.0,43.8929835,-78.8727317
2.0,1.0,1.0,0.0,43.640402,-79.39714670000001
497.0,2.0,2.0,0.0,43.6394963,-79.5640901
145.0,1.0,1.0,0.0,43.8516467,-79.326656
338.0,1.0,1.0,0.0,43.6641794,-79.37550590000001
361.0,1.0,1.0,0.0,43.6527574,-79.3665108
219.0,1.0,1.0,1.0,43.658981,-79.36291899999999
445.0,1.0,1.0,0.0,43.6524873,-79.3896218
0.0,1.0,1.0,0.0,43.6520426,-79.4022416
307.0,1.0,1.0,0.0,43.78995,-79.5461535
242.0,1.0,1.0,1.0,43.64738010000001,-79.3872741
333.0,2.0,2.0,0.0,43.64618839999999,-79.3972358
162.0,1.0,1.0,0.0,43.6489727,-79.3872946
200.0,2.0,2.0,0.0,43.6444084,-79.37656170000001
61.0,2.0,2.0,0.0,43.6459244,-79.37532990000001
177.0,1.0,1.0,0.0,43.6658263,-79.38399390000001
273.0,1.0,1.0,0.0,43.6476273,-79.39040809999999
24.0,1.0,1.0,0.0,43.6598307,-79.3805207
312.0,1.0,1.0,0.0,43.660846,-79.3787556
536.0,1.0,1.0,0.0,43.648742,-79.3868108
264.0,1.0,1.0,1.0,43.6390962,-79.3864748
283.0,1.0,1.0,0.0,43.6489001,-79.392205
302.0,1.0,1.0,0.0,43.6599474,-79.4308197
184.0,1.0,1.0,1.0,43.6739944,-79.44168499999999
53.0,2.0,1.0,0.0,43.6923489,-79.3196212
342.0,1.0,1.0,1.0,43.8297388,-79.56567790000001
189.0,2.0,2.0,0.0,43.6500917,-79.3873738
359.0,1.0,1.0,0.0,43.6527574,-79.3665108
439.0,1.0,1.0,0.0,43.6460983,-79.37605490000001
83.0,1.0,1.0,0.0,43.6521692,-79.3723385
13.0,3.0,2.0,0.0,43.7038237,-79.2717186
243.0,1.0,1.0,1.0,43.64738010000001,-79.3872741
311.0,1.0,1.0,0.0,43.660846,-79.3787556
424.0,1.0,1.0,0.0,43.6505597,-79.38207220000001
512.0,2.0,2.0,0.0,43.6421671,-79.3819283
129.0,2.0,2.0,0.0,43.6418064,-79.3789807
217.0,1.0,1.0,0.0,43.6371527,-79.4270923
210.0,2.0,2.0,0.0,43.6375235,-79.40087700000001
247.0,3.0,1.5,0.0,43.705123,-79.5300905
483.0,1.0,1.0,0.0,43.6720333,-79.370728
113.0,2.0,2.0,0.0,43.6365382,-79.41931
274.0,2.0,1.0,0.0,43.6403508,-79.42752159999999
268.0,1.0,1.0,0.0,43.6468787,-79.39721259999999
468.0,1.0,1.0,0.0,43.6485726,-79.37627540000001
253.0,3.0,2.0,0.0,43.6415283,-79.3833016
299.0,1.0,1.0,0.0,43.588602,-79.63170040000001
391.0,1.0,1.0,0.0,43.6701586,-79.3756379
391.0,1.0,1.0,0.0,43.6701586,-79.3756379
425.0,2.0,1.0,0.0,43.3289855,-79.80861829999999
419.0,1.0,2.0,0.0,43.65006,-79.3578814
297.0,1.0,1.0,0.0,43.6434855,-79.39230450000001
201.0,1.0,1.0,0.0,43.850094,-79.3234946
366.0,1.0,1.0,0.0,43.6658208,-79.36988079999999
363.0,1.0,1.0,0.0,43.6515793,-79.39008000000001
127.0,2.0,2.0,0.0,43.6410868,-79.3814048
209.0,1.0,1.0,0.0,43.6438459,-79.391824
104.0,1.0,1.5,1.0,43.8571804,-79.3219101
379.0,1.0,1.0,0.0,43.6684679,-79.37483359999999
187.0,2.0,2.0,0.0,43.626966,-79.4784876
368.0,2.0,2.0,0.0,43.6657528,-79.3855792
290.0,1.0,1.0,1.0,43.6426791,-79.3769938
25.0,2.0,2.0,0.0,43.6372559,-79.5382147
273.0,1.0,1.0,1.0,43.6476273,-79.39040809999999
391.0,1.0,1.0,0.0,43.6701586,-79.3756379
162.0,1.0,1.0,0.0,43.6489727,-79.3872946
197.0,2.0,1.0,0.0,43.6415686,-79.42460279999999
379.0,1.0,1.0,0.0,43.6684679,-79.37483359999999
198.0,2.0,1.0,0.0,43.6887398,-79.7642676
371.0,1.0,1.0,0.0,43.6471397,-79.5265814
86.0,1.0,1.0,0.0,43.6391261,-79.41922209999998
465.0,1.0,1.0,0.0,43.6417851,-79.3790058
397.0,1.0,1.0,1.0,43.8528627,-79.3386881
376.0,1.0,1.0,1.0,43.65598789999999,-79.35887690000001
528.0,1.0,1.0,0.0,43.644460200000005,-79.4024689
360.0,1.0,1.0,0.0,43.6527574,-79.3665108
549.0,3.0,2.0,0.0,43.6848515,-79.77555770000001
472.0,1.0,1.0,0.0,43.6606054,-79.37863540000001
216.0,1.0,1.0,0.0,43.6465162,-79.3800596
241.0,1.0,1.0,0.0,43.3278672,-79.7872536
184.0,1.0,1.0,1.0,43.6739944,-79.44168499999999
484.0,1.0,1.0,0.0,43.5494504,-79.719706
392.0,1.0,1.0,0.0,43.6676701,-79.389445
452.0,1.0,1.0,0.0,43.7087795,-79.4447062
429.0,1.0,1.0,0.0,44.1144545,-79.5676753
266.0,1.0,1.0,0.0,43.6655881,-79.383028
148.0,2.0,2.0,0.0,43.64310510000001,-79.375906
142.0,2.0,2.0,0.0,43.7206419,-79.3493968
161.0,1.0,1.0,0.0,43.6489727,-79.3872946
44.0,1.0,1.0,0.0,43.6525889,-79.36771929999999
58.0,1.0,1.0,0.0,43.6544596,-79.37581379999999
524.0,1.0,1.0,1.0,43.64894,-79.378086
458.0,1.0,1.0,0.0,43.6469441,-79.3923973
382.0,2.0,1.0,0.0,43.6594213,-79.36102509999999
451.0,1.0,1.0,1.0,43.661927,-79.3865112
266.0,2.0,2.0,0.0,43.6655881,-79.383028
510.0,3.0,2.0,0.0,56.130366,-106.346771
48.0,1.0,1.0,0.0,43.653226,-79.3831843
462.0,1.0,1.0,0.0,43.6469441,-79.3923973
22.0,3.0,2.0,0.0,43.6467641,-79.3922208
167.0,2.0,1.5,0.0,43.3316744,-79.81535440000002
221.0,1.0,1.0,0.0,43.3349584,-79.8078173
323.0,1.0,1.0,0.0,43.6396381,-79.41310370000001
380.0,1.0,1.0,0.0,43.6428849,-79.3806168
449.0,1.0,1.0,1.0,43.8514089,-79.3256954
401.0,1.0,1.0,0.0,43.6468075,-79.40279790000001
12.0,3.0,1.0,0.0,43.32523320000001,-79.8021823
232.0,1.0,1.0,1.0,43.6524331,-79.3888604
162.0,1.0,1.0,0.0,43.6489727,-79.3872946
67.0,1.0,1.0,0.0,43.648841100000006,-79.3779693
194.0,2.0,2.0,0.0,43.6551919,-79.3539119
192.0,2.0,2.0,0.0,43.7658605,-79.3855003
515.0,2.0,1.0,0.0,43.6289467,-79.3944199
424.0,1.0,1.0,0.0,43.6505597,-79.38207220000001
324.0,2.0,2.0,0.0,43.659329,-79.3826747
351.0,1.0,1.0,0.0,43.6480053,-79.3968338
85.0,1.0,1.0,0.0,43.6672287,-79.4375116
327.0,1.0,1.0,0.0,43.6416207,-79.3717276
279.0,1.0,1.0,0.0,43.6490235,-79.3884001
450.0,2.0,2.0,0.0,43.856879600000006,-79.324595
105.0,1.0,1.0,0.0,43.4454259,-79.7368328
303.0,1.0,1.5,1.0,43.6449299,-79.3921465
93.0,1.0,1.0,0.0,43.645271,-79.37639509999998
204.0,1.0,1.0,0.0,43.6415846,-79.3826205
544.0,1.0,1.0,0.0,43.65470379999999,-79.3789125
305.0,1.0,1.0,0.0,43.6645808,-79.38229559999999
127.0,2.0,2.0,0.0,43.6410868,-79.3814048
442.0,2.0,2.0,0.0,43.6406456,-79.380939
133.0,2.0,1.0,0.0,43.6488578,-79.4330072
138.0,1.0,1.0,1.0,43.7505012,-79.4639723
330.0,1.0,1.0,0.0,43.664055700000006,-79.3737903
75.0,1.0,1.0,1.0,43.6464345,-79.3918689
392.0,2.0,1.0,0.0,43.6676701,-79.389445
523.0,3.0,2.0,0.0,43.3228434,-79.8077184
388.0,1.0,1.0,0.0,43.6448637,-79.3990598
244.0,1.0,2.0,1.0,43.6598236,-79.36272729999999
18.0,2.0,1.0,0.0,43.6416068,-79.3822802
420.0,1.0,1.0,1.0,43.6400685,-79.39996040000001
33.0,1.0,2.0,1.0,43.5904968,-79.63292870000001
96.0,1.0,1.0,0.0,43.6659564,-79.4047989
406.0,2.0,2.0,0.0,43.6439877,-79.4014038
445.0,1.0,1.0,0.0,43.6524873,-79.3896218
172.0,3.0,2.0,0.0,43.6419081,-79.38177979999999
379.0,1.0,1.0,0.0,43.6684679,-79.37483359999999
169.0,2.0,2.0,0.0,43.6356261,-79.4268735
471.0,2.0,2.0,0.0,43.6606054,-79.37863540000001
172.0,1.0,1.0,0.0,43.6419081,-79.38177979999999
121.0,2.0,2.0,0.0,43.7106966,-79.7272366
162.0,1.0,1.0,0.0,43.6489727,-79.3872946
410.0,1.0,1.0,1.0,43.6568825,-79.3835616
250.0,3.0,1.0,0.0,43.336221,-79.78690040000001
470.0,3.0,1.0,0.0,44.0570506,-79.4555118
248.0,1.0,1.0,0.0,43.6710818,-79.38074350000001
114.0,1.0,1.0,0.0,43.6488576,-79.3781453
316.0,2.0,1.0,0.0,43.645641,-79.39295340000001
328.0,2.0,2.0,0.0,43.84993789999999,-79.3275055
421.0,1.0,1.0,1.0,43.6385213,-79.39946379999999
32.0,1.0,1.0,0.0,43.5872775,-79.63915759999999
161.0,1.0,1.0,0.0,43.6489727,-79.3872946
210.0,1.0,1.0,0.0,43.6375235,-79.40087700000001
160.0,1.0,1.0,0.0,43.6399343,-79.4164454
367.0,2.0,2.0,0.0,43.761461100000005,-79.4098016
332.0,1.0,1.0,0.0,43.5816391,-79.648193
428.0,1.0,1.0,0.0,43.65967929999999,-79.4292906
394.0,1.0,1.0,0.0,43.6611083,-79.4987507
273.0,1.0,1.0,0.0,43.6476273,-79.39040809999999
350.0,2.0,2.0,0.0,43.6476244,-79.3968608
205.0,3.0,1.5,0.0,43.6411088,-79.419448
466.0,1.0,1.0,0.0,43.6687589,-79.3812685
144.0,1.0,1.0,0.0,43.6867088,-79.3992577
293.0,1.0,1.0,1.0,43.62382120000001,-79.47872790000001
412.0,1.0,1.0,0.0,43.6790427,-79.37653459999999
164.0,2.0,1.0,0.0,43.3451932,-79.82612879999999
226.0,1.0,1.0,0.0,43.6364097,-79.40200340000001
188.0,1.0,1.0,1.0,43.6243053,-79.488423
375.0,2.0,1.0,0.0,43.8946417,-78.8696396
472.0,1.0,1.0,0.0,43.6606054,-79.37863540000001
379.0,1.0,1.0,0.0,43.6684679,-79.37483359999999
152.0,1.0,1.0,0.0,43.653978,-79.3541341
390.0,1.0,1.0,0.0,43.6701586,-79.3756379
459.0,2.0,1.0,0.0,43.6469441,-79.3923973
164.0,2.0,1.0,0.0,43.3451932,-79.82612879999999
383.0,1.0,1.0,0.0,43.6692283,-79.37994880000001
503.0,1.0,1.0,1.0,43.654788200000006,-79.3597037
194.0,2.0,2.0,0.0,43.6551919,-79.3539119
117.0,2.0,2.0,0.0,43.6458091,-79.3756819
182.0,2.0,1.0,0.0,43.6415328,-79.4240715
480.0,1.0,1.0,0.0,43.6531643,-79.3900311
446.0,1.0,2.0,1.0,43.8497521,-79.32466629999999
108.0,2.0,2.0,0.0,43.656733200000005,-79.37515400000001
251.0,1.0,1.0,0.0,43.664843700000006,-79.3859297
14.0,3.0,3.0,0.0,43.707319700000006,-79.4002252
117.0,1.0,1.0,1.0,43.6458091,-79.3756819
467.0,1.0,1.0,0.0,43.6485726,-79.37627540000001
194.0,2.0,2.0,0.0,43.6551919,-79.3539119
521.0,1.0,1.0,0.0,43.65229779999999,-79.4069977
149.0,1.0,1.0,0.0,43.6418726,-79.3819064
438.0,2.0,2.0,0.0,43.6404783,-79.3949699
228.0,2.0,2.0,0.0,43.6487831,-79.3880423
159.0,1.0,1.0,0.0,43.683063,-79.771759
224.0,1.0,1.0,0.0,43.6691531,-79.3873723
21.0,2.0,1.5,0.0,43.6476349,-79.39248359999999
179.0,1.0,1.0,0.0,43.6450775,-79.3643417
200.0,1.0,1.0,0.0,43.6444084,-79.37656170000001
516.0,2.0,1.0,0.0,43.6430555,-79.3961791
533.0,1.0,1.0,0.0,43.64717460000001,-79.5202966
425.0,2.0,1.0,0.0,43.3289855,-79.80861829999999
489.0,1.0,1.0,0.0,43.558352500000005,-79.5788687
125.0,1.0,1.0,1.0,43.6410868,-79.3814048
359.0,1.0,1.0,0.0,43.6527574,-79.3665108
95.0,1.0,1.0,0.0,43.6680834,-79.3906814
124.0,1.0,1.0,0.0,43.6232891,-79.48369509999999
236.0,1.0,2.0,1.0,43.627447100000005,-79.4783741
140.0,1.0,1.0,1.0,43.6394055,-79.3932324
379.0,1.0,1.0,0.0,43.6684679,-79.37483359999999
170.0,1.0,1.0,0.0,43.6419081,-79.38177979999999
476.0,1.0,1.0,0.0,43.6349738,-79.43518590000001
151.0,1.0,1.0,0.0,43.653978,-79.3541341
332.0,2.0,2.0,0.0,43.5816391,-79.648193
171.0,1.0,1.0,0.0,43.6419081,-79.38177979999999
112.0,1.0,1.0,0.0,43.661091,-79.38250009999999
