0,1,2,3,4,5
54.0,1.0,1.0,0.0,43.6801285,-79.3401308
217.0,2.0,1.0,0.0,43.6371527,-79.4270923
332.0,2.0,2.0,0.0,43.5816391,-79.648193
526.0,2.0,1.0,0.0,43.9491784,-78.2934468
332.0,2.0,2.0,0.0,43.5816391,-79.648193
140.0,1.0,1.0,0.0,43.6394055,-79.3932324
115.0,1.0,1.0,0.0,43.640845500000005,-79.4143193
440.0,2.0,2.0,0.0,43.6652335,-79.3842932
309.0,1.0,1.0,1.0,43.6430505,-79.3916429
286.0,1.0,1.0,1.0,43.6538906,-79.36895109999999
445.0,1.0,1.0,0.0,43.6524873,-79.3896218
422.0,1.0,1.0,1.0,43.6400685,-79.39996040000001
469.0,1.0,1.0,0.0,43.6541547,-79.3852113
45.0,1.0,1.0,0.0,43.6709659,-79.3905934
471.0,1.0,1.0,0.0,43.6606054,-79.37863540000001
360.0,1.0,1.0,0.0,43.6527574,-79.3665108
139.0,2.0,2.0,0.0,43.6669805,-79.38888890000001
219.0,1.0,1.0,1.0,43.658981,-79.36291899999999
2.0,1.0,1.0,0.0,43.640402,-79.39714670000001
204.0,1.0,1.0,1.0,43.6415846,-79.3826205
127.0,2.0,2.0,0.0,43.6410868,-79.3814048
448.0,2.0,1.0,0.0,43.665271,-79.4476835
409.0,2.0,1.5,0.0,43.8975848,-78.8553098
520.0,1.0,1.0,1.0,43.6408637,-79.39573929999999
149.0,1.0,1.0,1.0,43.6418726,-79.3819064
207.0,1.0,1.0,0.0,43.723587,-79.32487859999999
283.0,1.0,1.0,0.0,43.6489001,-79.392205
409.0,2.0,1.0,0.0,43.8975848,-78.8553098
4.0,1.0,1.0,0.0,43.63859229999999,-79.40099479999999
520.0,1.0,1.0,1.0,43.6408637,-79.39573929999999
247.0,1.0,1.0,0.0,43.705123,-79.5300905
211.0,3.0,2.0,0.0,43.76348660000001,-79.34598359999998
365.0,1.0,1.0,0.0,43.6397355,-79.3904175
217.0,1.0,1.0,0.0,43.6371527,-79.4270923
499.0,2.0,1.0,0.0,43.6644404,-79.37498190000001
490.0,1.0,1.0,0.0,43.645396000000005,-79.3942439
65.0,2.0,1.0,0.0,43.6525485,-79.38351180000001
471.0,1.0,1.5,1.0,43.6606054,-79.37863540000001
337.0,1.0,1.0,0.0,43.6641794,-79.37550590000001
378.0,1.0,1.0,0.0,43.66914570000001,-79.3759018
262.0,1.0,1.0,0.0,43.653075,-79.37017900000001
140.0,2.0,2.0,0.0,43.6394055,-79.3932324
34.0,2.0,1.5,0.0,43.7485568,-79.506065
206.0,1.0,1.0,0.0,43.6567414,-79.3699948
247.0,2.0,1.0,0.0,43.705123,-79.5300905
379.0,1.0,1.0,0.0,43.6684679,-79.37483359999999
445.0,1.0,1.0,0.0,43.6524873,-79.3896218
272.0,2.0,2.0,0.0,43.7956959,-79.5203179
274.0,2.0,1.0,0.0,43.6403508,-79.42752159999999
258.0,1.0,1.0,0.0,43.6374082,-79.40664609999999
377.0,2.0,2.0,0.0,43.2464154,-79.85413840000001
405.0,1.0,1.0,1.0,43.971005,-79.24890090000001
128.0,2.0,2.0,0.0,43.8999695,-78.8601161
385.0,2.0,1.0,0.0,43.885455,-78.8354375
345.0,1.0,1.0,1.0,43.6525764,-79.36706590000001
316.0,1.0,1.0,0.0,43.645641,-79.39295340000001
199.0,2.0,2.0,0.0,43.6444084,-79.37656170000001
332.0,2.0,2.0,0.0,43.5816391,-79.648193
127.0,1.0,1.0,0.0,43.6410868,-79.3814048
274.0,3.0,1.0,0.0,43.6403508,-79.42752159999999
459.0,1.0,1.0,0.0,43.6469441,-79.3923973
149.0,1.0,1.0,0.0,43.6418726,-79.3819064
134.0,1.0,1.0,0.0,43.6695928,-79.3805797
471.0,1.0,1.0,0.0,43.6606054,-79.37863540000001
149.0,1.0,1.0,1.0,43.6418726,-79.3819064
424.0,1.0,1.0,0.0,43.6505597,-79.38207220000001
453.0,1.0,1.0,1.0,43.6610628,-79.35154150000001
484.0,1.0,1.0,0.0,43.5494504,-79.719706
348.0,1.0,1.0,0.0,43.3267886,-79.7955236
369.0,2.0,2.0,0.0,43.5949126,-79.63573609999999
183.0,1.0,1.0,1.0,43.8521463,-79.3278873
127.0,1.0,1.0,0.0,43.6410868,-79.3814048
332.0,2.0,2.0,0.0,43.5816391,-79.648193
88.0,1.0,1.0,0.0,43.6591925,-79.4308293
204.0,2.0,2.0,0.0,43.6415846,-79.3826205
89.0,1.0,1.0,0.0,43.6371775,-79.4269604
198.0,1.0,1.0,0.0,43.6887398,-79.7642676
127.0,1.0,1.0,0.0,43.6410868,-79.3814048
355.0,1.0,1.0,0.0,43.6660964,-79.3873217
256.0,1.0,1.0,0.0,43.6409179,-79.3939821
395.0,1.0,1.0,0.0,43.6249946,-79.4790453
472.0,1.0,1.0,0.0,43.6606054,-79.37863540000001
31.0,1.0,1.0,1.0,43.5897603,-79.6484562
274.0,2.0,1.0,0.0,43.6403508,-79.42752159999999
0.0,1.0,1.0,0.0,43.6520426,-79.4022416
237.0,2.0,2.0,0.0,43.6363456,-79.404535
322.0,1.0,1.0,1.0,43.6520027,-79.4492618
459.0,1.0,1.0,1.0,43.6469441,-79.3923973
471.0,2.0,2.0,0.0,43.6606054,-79.37863540000001
504.0,2.0,1.0,0.0,43.8849512,-78.83260159999999
69.0,1.0,1.0,0.0,43.64005770000001,-79.379201
3.0,2.0,2.0,0.0,43.6467641,-79.3922208
234.0,1.0,1.0,0.0,43.6546239,-79.3790756
440.0,2.0,2.0,0.0,43.6652335,-79.3842932
247.0,3.0,1.5,0.0,43.705123,-79.5300905
424.0,1.0,1.0,0.0,43.6505597,-79.38207220000001
545.0,1.0,1.0,0.0,43.85631,-79.3286298
127.0,2.0,2.0,0.0,43.6410868,-79.3814048
252.0,1.0,1.0,0.0,43.6700064,-79.3976944
437.0,2.0,1.0,0.0,43.8978185,-78.863977
508.0,1.0,1.0,1.0,56.130366,-106.346771
129.0,1.0,1.0,0.0,43.6418064,-79.3789807
455.0,3.0,2.0,0.0,43.6387842,-79.3988635
246.0,1.0,1.0,0.0,43.6397444,-79.3837757
407.0,1.0,1.0,0.0,43.6361646,-79.4033004
39.0,1.0,1.0,1.0,44.079119,-80.2011728
496.0,1.0,2.0,0.0,43.658689200000005,-79.4125775
273.0,1.0,1.0,1.0,43.6476273,-79.39040809999999
424.0,1.0,1.0,0.0,43.6505597,-79.38207220000001
472.0,1.0,1.0,0.0,43.6606054,-79.37863540000001
376.0,1.0,1.0,1.0,43.65598789999999,-79.35887690000001
101.0,1.0,1.0,0.0,43.9487179,-78.94791590000001
506.0,1.0,1.0,1.0,43.692657,-79.2648481
431.0,1.0,1.0,0.0,43.6676141,-79.38645890000001
399.0,1.0,1.0,0.0,43.6367593,-79.3978503
240.0,2.0,2.0,0.0,43.6548421,-79.37920150000001
372.0,1.0,1.0,0.0,43.3264539,-79.8003871
269.0,2.0,2.0,0.0,43.647870000000005,-79.391138
474.0,2.0,1.0,0.0,43.6343542,-79.4352696
132.0,1.0,1.0,0.0,43.6475126,-79.3927022
396.0,1.0,1.0,0.0,43.6493806,-79.37453190000001
214.0,1.0,1.0,0.0,43.6428951,-79.4281018
403.0,3.0,2.0,0.0,43.5942563,-79.6029457
306.0,3.0,1.0,0.0,43.8997803,-78.86306359999999
210.0,2.0,2.0,0.0,43.6375235,-79.40087700000001
472.0,1.0,1.0,0.0,43.6606054,-79.37863540000001
537.0,1.0,1.0,0.0,43.675507200000006,-79.41500090000001
296.0,1.0,1.0,0.0,43.6446286,-79.3929331
435.0,1.0,1.0,0.0,43.6460058,-79.38990849999999
110.0,2.0,2.0,0.0,43.653226,-79.3831843
260.0,1.0,2.0,0.0,43.6577965,-79.39896490000001
9.0,1.0,1.0,0.0,43.8561002,-79.3370188
493.0,1.0,1.0,0.0,43.6547069,-79.379245
66.0,1.0,1.0,0.0,43.6487423,-79.37849720000001
217.0,2.0,1.0,0.0,43.6371527,-79.4270923
243.0,1.0,1.0,1.0,43.64738010000001,-79.3872741
290.0,1.0,1.0,1.0,43.6426791,-79.3769938
311.0,1.0,1.0,0.0,43.660846,-79.3787556
424.0,2.0,2.0,0.0,43.6505597,-79.38207220000001
100.0,1.0,1.0,1.0,43.62160170000001,-79.4828681
266.0,2.0,2.0,0.0,43.6655881,-79.383028
269.0,2.0,2.0,0.0,43.647870000000005,-79.391138
218.0,1.0,1.0,0.0,43.6398173,-79.43737970000001
429.0,1.0,1.0,0.0,44.1144545,-79.5676753
129.0,1.0,1.0,0.0,43.6418064,-79.3789807
413.0,2.0,1.0,0.0,43.6672109,-79.3891532
250.0,2.0,1.0,0.0,43.336221,-79.78690040000001
165.0,2.0,1.0,0.0,43.320557,-79.803979
341.0,1.0,1.0,0.0,43.6665804,-79.40093940000001
108.0,2.0,2.0,0.0,43.656733200000005,-79.37515400000001
486.0,1.0,1.0,0.0,43.5860554,-79.6442402
398.0,2.0,2.0,0.0,43.6366681,-79.40044509999998
0.0,1.0,1.0,0.0,43.6520426,-79.4022416
447.0,1.0,1.0,1.0,43.641365500000006,-79.3914457
285.0,1.0,1.0,0.0,43.688897100000005,-79.41198359999999
511.0,1.0,1.0,1.0,43.6408157,-79.38175229999999
472.0,3.0,2.0,0.0,43.6606054,-79.37863540000001
78.0,1.0,1.0,0.0,43.653226,-79.3831843
299.0,1.0,1.0,0.0,43.588602,-79.63170040000001
148.0,2.0,2.0,0.0,43.64310510000001,-79.375906
402.0,1.0,1.0,0.0,43.8415157,-79.3928791
287.0,2.0,2.0,0.0,43.6531574,-79.3686431
102.0,2.0,2.0,0.0,43.66385220000001,-79.38411529999999
545.0,1.0,1.0,0.0,43.85631,-79.3286298
336.0,1.0,1.0,0.0,43.6687998,-79.3759678
373.0,1.0,1.0,0.0,43.6387003,-79.4121833
35.0,2.0,2.0,0.0,43.7565895,-79.4054146
127.0,1.0,1.0,0.0,43.6410868,-79.3814048
23.0,1.0,1.0,1.0,43.6469126,-79.3902415
9.0,1.0,1.0,0.0,43.8561002,-79.3370188
117.0,1.0,1.0,1.0,43.6458091,-79.3756819
269.0,2.0,2.0,0.0,43.647870000000005,-79.391138
141.0,2.0,2.0,0.0,43.6437964,-79.4284926
494.0,2.0,1.0,0.0,43.8792747,-78.9346733
107.0,1.0,1.0,0.0,43.6604566,-79.37849720000001
477.0,2.0,2.0,0.0,51.0491572,-114.0822146
501.0,1.0,1.0,0.0,43.66878270000001,-79.3799595
281.0,1.0,1.0,0.0,42.9857671,-81.243808
213.0,1.0,1.0,0.0,43.9601589,-78.16483640000001
91.0,1.0,1.0,0.0,43.592136100000005,-79.5326816
173.0,1.0,1.0,0.0,43.670726,-79.3107743
320.0,1.0,1.0,0.0,43.6575994,-79.38364
370.0,1.0,1.0,0.0,43.6695496,-79.3837757
158.0,1.0,1.0,1.0,43.8275826,-79.0913806
249.0,2.0,2.0,0.0,43.6092614,-79.558998
262.0,1.0,1.0,0.0,43.653075,-79.37017900000001
525.0,1.0,1.0,0.0,43.647632,-79.39296259999999
455.0,1.0,1.0,0.0,43.6387842,-79.3988635
280.0,1.0,1.0,0.0,43.6441737,-79.3894209
266.0,1.0,1.0,0.0,43.6655881,-79.383028
550.0,1.0,1.0,1.0,43.7672565,-79.22273390000001
74.0,1.0,1.0,0.0,43.6554292,-79.4040073
219.0,1.0,1.0,0.0,43.658981,-79.36291899999999
26.0,1.0,1.0,0.0,43.8777664,-79.26246979999999
321.0,1.0,1.0,1.0,43.6618956,-79.3857479
10.0,2.0,2.0,0.0,43.4422541,-79.6731017
162.0,1.0,1.0,0.0,43.6489727,-79.3872946
359.0,1.0,1.0,0.0,43.6527574,-79.3665108
347.0,1.0,1.0,0.0,43.6539487,-79.3885701
415.0,1.0,1.0,0.0,43.6790089,-79.34389940000001
222.0,2.0,1.0,0.0,43.8534989,-79.0801505
527.0,1.0,1.0,0.0,43.652812,-79.3733062
374.0,1.0,1.0,0.0,43.682692,-79.4888656
424.0,1.0,1.0,0.0,43.6505597,-79.38207220000001
429.0,1.0,1.0,0.0,44.1144545,-79.5676753
157.0,1.0,1.0,1.0,43.8275826,-79.0913806
428.0,1.0,1.0,0.0,43.65967929999999,-79.4292906
498.0,2.0,2.0,0.0,43.643207700000005,-79.39211
166.0,3.0,3.0,0.0,43.673016700000005,-79.4399334
180.0,1.0,1.0,0.0,43.6387639,-79.4162418
494.0,2.0,1.0,0.0,43.8792747,-78.9346733
245.0,1.0,1.0,0.0,43.7046478,-79.5275537
181.0,1.0,1.0,0.0,43.6565308,-79.38600490000002
542.0,1.0,1.0,0.0,43.6538857,-79.3880868
232.0,1.0,1.0,1.0,43.6524331,-79.3888604
228.0,2.0,2.0,0.0,43.6487831,-79.3880423
261.0,2.0,1.0,0.0,43.6911466,-79.4714355
75.0,1.0,1.0,0.0,43.6464345,-79.3918689
362.0,2.0,1.0,0.0,43.678467700000006,-79.4464682
522.0,2.0,1.0,0.0,43.52812410000001,-79.866827
507.0,1.0,1.0,0.0,43.666988700000005,-79.3146912
27.0,1.0,1.0,1.0,43.8533775,-79.32543129999999
339.0,1.0,1.0,1.0,43.585168200000005,-79.64606690000001
184.0,1.0,1.0,1.0,43.6739944,-79.44168499999999
198.0,1.0,1.0,0.0,43.6887398,-79.7642676
194.0,2.0,2.0,0.0,43.6551919,-79.3539119
99.0,2.0,2.0,0.0,43.637287,-79.396355
288.0,1.0,1.0,0.0,43.6589956,-79.4296933
250.0,2.0,1.0,0.0,43.336221,-79.78690040000001
235.0,2.0,1.0,0.0,43.8920474,-78.86086800000001
421.0,1.0,1.0,1.0,43.6385213,-79.39946379999999
309.0,1.0,1.0,1.0,43.6430505,-79.3916429
325.0,2.0,2.0,0.0,43.5798725,-79.6462449
425.0,2.0,1.0,0.0,43.3289855,-79.80861829999999
345.0,1.0,1.0,1.0,43.6525764,-79.36706590000001
80.0,1.0,1.0,0.0,43.64514929999999,-79.39081329999999
532.0,1.0,1.0,0.0,43.669450700000006,-79.38747049999999
414.0,1.0,1.0,1.0,43.6423708,-79.42419050000001
267.0,1.0,1.0,0.0,43.6655881,-79.383028
364.0,1.0,1.0,1.0,43.6397355,-79.3904175
148.0,2.0,2.0,0.0,43.64310510000001,-79.375906
127.0,2.0,2.0,0.0,43.6410868,-79.3814048
517.0,3.0,2.0,0.0,43.6503403,-79.3876465
357.0,1.0,2.0,1.0,43.6523308,-79.3560136
551.0,2.0,2.0,0.0,43.7800331,-79.28105450000001
543.0,1.0,1.0,0.0,43.6833856,-79.3094088
363.0,1.0,1.0,0.0,43.6515793,-79.39008000000001
238.0,1.0,1.0,1.0,43.6095324,-79.5570952
117.0,1.0,1.0,1.0,43.6458091,-79.3756819
546.0,2.0,2.0,0.0,43.6423144,-79.3812291
250.0,2.0,1.0,0.0,43.336221,-79.78690040000001
140.0,2.0,2.0,0.0,43.6394055,-79.3932324
140.0,2.0,2.0,0.0,43.6394055,-79.3932324
481.0,2.0,1.0,0.0,43.66053970000001,-79.37866170000001
378.0,2.0,2.0,0.0,43.66914570000001,-79.3759018
97.0,1.0,1.0,1.0,43.6468281,-79.40242409999999
198.0,2.0,1.0,0.0,43.6887398,-79.7642676
346.0,1.0,1.0,0.0,43.660269,-79.38280019999999
327.0,2.0,2.0,0.0,43.6416207,-79.3717276
310.0,2.0,1.0,0.0,43.5924953,-79.6324462
530.0,2.0,1.0,0.0,43.931288,-78.8862875
443.0,1.0,1.0,0.0,43.6452974,-79.3923967
82.0,1.0,1.0,0.0,43.653226,-79.3831843
319.0,1.0,1.5,1.0,43.6375098,-79.39777740000001
43.0,1.0,1.0,0.0,43.686511200000005,-79.39952159999999
334.0,1.0,1.0,0.0,43.6409222,-79.39398299999999
140.0,1.0,1.0,0.0,43.6394055,-79.3932324
168.0,2.0,1.0,0.0,43.6805461,-79.4175732
318.0,1.0,2.0,1.0,43.8518852,-79.336294
247.0,1.0,1.0,0.0,43.705123,-79.5300905
93.0,1.0,1.0,0.0,43.645271,-79.37639509999998
193.0,1.0,1.0,0.0,43.6302091,-80.04104570000001
459.0,1.0,1.0,0.0,43.6469441,-79.3923973
76.0,1.0,1.0,0.0,43.6410109,-79.4012807
388.0,1.0,1.0,0.0,43.6448637,-79.3990598
236.0,1.0,2.0,1.0,43.627447100000005,-79.4783741
127.0,1.0,1.0,0.0,43.6410868,-79.3814048
249.0,2.0,2.0,0.0,43.6092614,-79.558998
459.0,1.0,1.0,0.0,43.6469441,-79.3923973
147.0,2.0,2.0,0.0,43.6413402,-79.41813940000002
299.0,1.0,1.0,1.0,43.588602,-79.63170040000001
414.0,2.0,2.0,0.0,43.6423708,-79.42419050000001
251.0,1.0,1.0,0.0,43.664843700000006,-79.3859297
316.0,2.0,1.0,0.0,43.645641,-79.39295340000001
140.0,1.0,1.0,1.0,43.6394055,-79.3932324
192.0,2.0,2.0,0.0,43.7658605,-79.3855003
514.0,1.0,1.0,0.0,43.6626956,-79.4000493
418.0,1.0,1.0,1.0,43.6490665,-79.37693
541.0,2.0,2.0,0.0,43.5862105,-79.64292979999999
444.0,1.0,1.0,0.0,43.654757700000005,-79.4008271
425.0,2.0,1.0,0.0,43.3289855,-79.80861829999999
445.0,1.0,1.0,0.0,43.6524873,-79.3896218
458.0,1.0,1.0,0.0,43.6469441,-79.3923973
5.0,1.0,1.0,0.0,43.650324100000006,-79.3779693
38.0,1.0,2.0,1.0,43.7749828,-79.34509609999999
379.0,2.0,1.0,0.0,43.6684679,-79.37483359999999
68.0,2.0,1.0,0.0,43.6408157,-79.38175229999999
446.0,2.0,2.0,0.0,43.8497521,-79.32466629999999
340.0,1.0,1.0,1.0,43.5864127,-79.6471538
149.0,1.0,1.0,1.0,43.6418726,-79.3819064
148.0,2.0,2.0,0.0,43.64310510000001,-79.375906
212.0,1.0,1.0,1.0,43.64027720000001,-79.4241261
92.0,2.0,1.0,0.0,43.653226,-79.3831843
531.0,2.0,2.0,0.0,43.6504185,-79.38179079999999
217.0,1.0,1.0,0.0,43.6371527,-79.4270923
427.0,1.0,1.0,0.0,43.5446193,-80.2473831
106.0,1.0,1.0,0.0,43.6806017,-79.2893327
122.0,1.0,1.0,1.0,43.6404402,-79.3918535
174.0,1.0,1.0,0.0,43.64955689999999,-79.38722829999999
250.0,2.0,1.0,0.0,43.336221,-79.78690040000001
255.0,1.0,1.0,1.0,43.6409179,-79.3939821
488.0,1.0,1.0,0.0,43.6384219,-79.39759559999999
349.0,2.0,2.0,0.0,43.6476244,-79.3968608
454.0,1.0,1.0,0.0,43.6387842,-79.3988635
425.0,2.0,1.0,0.0,43.3289855,-79.80861829999999
277.0,2.0,2.0,0.0,43.642282,-79.38282650000001
330.0,1.0,1.0,0.0,43.664055700000006,-79.3737903
330.0,1.0,1.0,0.0,43.664055700000006,-79.3737903
526.0,2.0,1.0,0.0,43.9491784,-78.2934468
409.0,2.0,1.5,0.0,43.8975848,-78.8553098
472.0,1.0,1.0,0.0,43.6606054,-79.37863540000001
289.0,1.0,1.0,0.0,43.659217600000005,-79.35579609999999
259.0,1.0,1.0,0.0,43.672735,-79.4023802
509.0,1.0,1.0,0.0,43.6691213,-79.3847434
300.0,1.0,1.0,0.0,43.6494054,-79.3927116
409.0,2.0,1.0,0.0,43.8975848,-78.8553098
305.0,1.0,1.0,0.0,43.6645808,-79.38229559999999
294.0,2.0,1.0,0.0,43.961937,-78.168754
551.0,2.0,2.0,0.0,43.7800331,-79.28105450000001
275.0,1.0,1.0,0.0,43.6575473,-79.40146429999999
163.0,1.0,1.0,0.0,43.6535202,-79.37377020000001
46.0,1.0,1.0,0.0,43.65739179999999,-79.37031490000001
335.0,1.0,1.0,0.0,43.6635722,-79.3819958
123.0,2.0,2.0,0.0,43.6232891,-79.48369509999999
198.0,1.0,1.0,0.0,43.6887398,-79.7642676
445.0,1.0,1.0,0.0,43.6524873,-79.3896218
439.0,1.0,1.0,0.0,43.6460983,-79.37605490000001
358.0,1.0,1.0,0.0,43.3202733,-79.8031017
236.0,1.0,2.0,1.0,43.627447100000005,-79.4783741
140.0,2.0,2.0,0.0,43.6394055,-79.3932324
535.0,1.0,1.0,0.0,43.6515926,-79.3875585
118.0,1.0,2.0,0.0,43.6402232,-79.395951
240.0,2.0,2.0,0.0,43.6548421,-79.37920150000001
185.0,1.0,1.0,0.0,43.64595429999999,-79.4039853
500.0,1.0,1.0,1.0,43.6406042,-79.3971881
420.0,1.0,1.0,1.0,43.6400685,-79.39996040000001
411.0,2.0,1.0,0.0,43.6383993,-79.41444820000001
233.0,2.0,3.0,0.0,43.6546239,-79.3790756
359.0,1.0,1.0,0.0,43.6527574,-79.3665108
203.0,1.0,1.0,0.0,43.648953000000006,-79.3857683
250.0,2.0,1.0,0.0,43.336221,-79.78690040000001
81.0,1.0,1.0,0.0,43.6484292,-79.3822802
344.0,1.0,1.0,0.0,43.6693009,-79.3841709
513.0,2.0,1.0,0.0,43.6757718,-79.41148309999998
475.0,2.0,1.0,0.0,43.6661636,-79.4276187
225.0,2.0,2.0,0.0,43.6611027,-79.3821061
28.0,2.0,2.0,0.0,43.8427424,-79.2706616
77.0,1.0,1.0,0.0,43.653226,-79.3831843
64.0,1.0,1.0,0.0,43.6599624,-79.3850953
485.0,1.0,1.0,0.0,43.643136600000005,-79.3805285
321.0,1.0,1.0,1.0,43.6618956,-79.3857479
130.0,2.0,2.0,0.0,43.6695928,-79.3805797
359.0,1.0,1.0,1.0,43.6527574,-79.3665108
263.0,1.0,1.0,0.0,43.6583179,-79.36823570000001
521.0,1.0,1.0,0.0,43.65229779999999,-79.4069977
150.0,1.0,1.0,0.0,43.6418726,-79.3819064
228.0,1.0,1.0,0.0,43.6487831,-79.3880423
459.0,1.0,1.0,0.0,43.6469441,-79.3923973
229.0,2.0,2.0,0.0,43.84968,-79.3284796
90.0,1.0,1.0,0.0,43.5971347,-79.52328320000001
146.0,1.0,1.0,0.0,43.6520584,-79.37145749999999
247.0,3.0,1.5,0.0,43.705123,-79.5300905
52.0,1.0,1.0,0.0,43.6952964,-79.300604
507.0,1.0,1.0,0.0,43.666988700000005,-79.3146912
215.0,1.0,1.0,1.0,43.6690744,-79.3911301
248.0,1.0,1.0,0.0,43.6710818,-79.38074350000001
471.0,1.0,1.0,0.0,43.6606054,-79.37863540000001
205.0,3.0,1.5,0.0,43.6411088,-79.419448
30.0,1.0,1.0,1.0,43.5340709,-79.6245936
178.0,1.0,1.0,1.0,43.6405271,-79.397104
469.0,1.0,1.0,0.0,43.6541547,-79.3852113
149.0,2.0,1.5,0.0,43.6418726,-79.3819064
120.0,3.0,3.0,0.0,43.6715933,-79.37508340000001
436.0,2.0,2.0,0.0,43.6460058,-79.38990849999999
59.0,1.0,1.0,0.0,43.659534,-79.3773535
119.0,1.0,2.0,1.0,43.6402232,-79.395951
245.0,1.0,1.0,0.0,43.7046478,-79.5275537
19.0,1.0,1.0,0.0,43.717321000000005,-79.42485
389.0,1.0,1.0,0.0,43.6699315,-79.3754627
44.0,1.0,1.0,0.0,43.6525889,-79.36771929999999
239.0,2.0,2.0,0.0,43.5464869,-79.68541570000001
47.0,1.0,1.0,0.0,43.6569138,-79.3945078
352.0,2.0,1.0,0.0,43.8982151,-78.8657053
463.0,1.0,1.0,0.0,43.670811,-79.3852395
291.0,1.0,1.0,0.0,43.69840429999999,-79.3948245
456.0,2.0,2.0,0.0,43.6387842,-79.3988635
133.0,2.0,1.0,0.0,43.6488578,-79.4330072
494.0,2.0,1.0,0.0,43.8792747,-78.9346733
230.0,3.0,2.0,0.0,43.6472259,-79.3911003
384.0,2.0,1.0,0.0,43.625159,-79.47872029999999
359.0,1.0,1.0,1.0,43.6527574,-79.3665108
