model,score,num_boost_round,epochs,batch_size,lr
FNN Regressor,50490.41671122918,,390.0,64.0,0.0001
FNN Regressor,50491.07266568804,,280.0,64.0,0.0001
FNN Regressor,50491.07511973174,,280.0,16.0,0.0001
FNN Regressor,50491.29943365645,,280.0,16.0,0.0001
FNN Regressor,50491.16298926434,,280.0,16.0,0.0001
FNN Regressor,50481.300210100024,,280.0,16.0,0.001
FNN Regressor,50491.24453850682,,280.0,16.0,0.0001
FNN Regressor,50490.8722056552,,480.0,16.0,0.0001
FNN Regressor,50490.589958261226,,480.0,16.0,0.0001
FNN Regressor,50463.66320025353,,480.0,16.0,0.001
FNN Regressor,50465.16727721346,,480.0,32.0,0.001
MLP Regressor,50344.9266772671,,80.0,128.0,0.001
Logistic Regressor,50492.260855405264,,60.0,32.0,0.003
Logistic Regressor,50490.28075046497,,60.0,32.0,0.001
Logistic Regressor,50484.69103053971,,60.0,32.0,0.001
LightGBM Regressor,13830.343745691207,1100.0,,,
LightGBM Regressor,23380.813360144468,473.0,,,
LightGBM Regressor,13805.10557277315,1102.0,,,
LightGBM Regressor,10625.65904656795,1677.0,,,
LightGBM Regressor,12666.907710247799,1271.0,,,
LightGBM Regressor,10343.134396788966,1783.0,,,
XGBoost Regressor,3426.6033862984464,1027.0,,,
XGBoost Regressor,3425.348481755162,57.0,,,
XGBoost Regressor,3426.593657396811,616.0,,,
Logistic Regressor,50492.12843014427,,60.0,32.0,0.001
Logistic Regressor,50483.89569976495,,60.0,128.0,0.001
Logistic Regressor,50476.51166352402,,60.0,128.0,0.01
Logistic Regressor,50489.344772140386,,60.0,128.0,0.001
Logistic Regressor,50478.402453854425,,280.0,128.0,0.001
Logistic Regressor,50490.826281683854,,100.0,128.0,0.001
Logistic Regressor,50487.99208596924,,100.0,64.0,0.001
Logistic Regressor,50477.519181850075,,300.0,64.0,0.001
LightGBM Regressor,13172.717556883177,1170.0,,,
LightGBM Regressor,10789.517153026025,1604.0,,,
LightGBM Regressor,10486.852007371699,1737.0,,,
LightGBM Regressor,10365.992736162365,1776.0,,,
LightGBM Regressor,10537.122831671315,1708.0,,,
LightGBM Regressor,15713.17301036128,867.0,,,
LightGBM Regressor,40938.80675140276,86.0,,,
MLP Regressor,50191.608226201046,,220.0,128.0,0.001
MLP Regressor,50437.7947892483,,50.0,128.0,0.001
MLP Regressor,50434.5985491184,,50.0,64.0,0.001
MLP Regressor,50185.10031200827,,210.0,64.0,0.001
FNN Regressor,50467.807880580534,,480.0,32.0,0.001
FNN Regressor,50480.82845238153,,330.0,32.0,0.001
FNN Regressor,50476.27409863109,,330.0,32.0,0.001
XGBoost Regressor,3426.573295905793,381.0,,,
XGBoost Regressor,3426.593115208765,450.0,,,
XGBoost Regressor,3426.5940046835885,617.0,,,
XGBoost Regressor,3426.5914520717024,518.0,,,
XGBoost Regressor,3426.5575402974937,321.0,,,
XGBoost Regressor,3426.6033862984464,1178.0,,,
XGBoost Regressor,3426.6033862984464,870.0,,,
XGBoost Regressor,3426.6033862984464,1014.0,,,
XGBoost Regressor,3426.2260481588746,212.0,,,
XGBoost Regressor,3426.537968213367,329.0,,,
XGBoost Regressor,3426.587096336701,402.0,,,
XGBoost Regressor,3426.60337848169,761.0,,,
XGBoost Regressor,3426.6033862984464,1083.0,,,
XGBoost Regressor,3426.6033862984464,1508.0,,,
XGBoost Regressor,3426.6033862984464,1171.0,,,
XGBoost Regressor,3426.6033862984464,1168.0,,,
XGBoost Regressor,3426.6033862984464,1993.0,,,
XGBoost Regressor,3426.6033862984464,1696.0,,,
XGBoost Regressor,3426.6033862984464,1759.0,,,
XGBoost Regressor,3426.6033862984464,1538.0,,,
XGBoost Regressor,3426.6033862984464,1931.0,,,
XGBoost Regressor,3426.6033862984464,1072.0,,,
XGBoost Regressor,3426.6033862984464,1481.0,,,
XGBoost Regressor,3426.6033862984464,1171.0,,,
XGBoost Regressor,3426.6033862984464,1655.0,,,
XGBoost Regressor,3426.603333032182,726.0,,,
XGBoost Regressor,3425.975109227925,146.0,,,
XGBoost Regressor,3426.6026455600518,671.0,,,
LightGBM Regressor,20352.31526658901,597.0,,,
LightGBM Regressor,13433.326213633187,1143.0,,,
LightGBM Regressor,11610.763068107928,1438.0,,,
LightGBM Regressor,17286.30294093882,762.0,,,
LightGBM Regressor,17397.837194454994,757.0,,,
LightGBM Regressor,19150.34654089911,658.0,,,
LightGBM Regressor,15454.866551754567,907.0,,,
LightGBM Regressor,10341.141658270273,1785.0,,,
LightGBM Regressor,14980.56308201995,973.0,,,
Logistic Regressor,50481.77421165385,,300.0,128.0,0.001
Logistic Regressor,50484.896899518055,,300.0,64.0,0.001
Logistic Regressor,50483.254068040456,,240.0,64.0,0.001
LightGBM Regressor,16708.936199152493,798.0,,,
LightGBM Regressor,10540.897025987317,1703.0,,,
LightGBM Regressor,12862.818958498183,1247.0,,,
LightGBM Regressor,12088.785773712361,1359.0,,,
LightGBM Regressor,12987.052083845274,1219.0,,,
LightGBM Regressor,11991.171264153385,1375.0,,,
XGBoost Regressor,3425.3529784675475,96.0,,,
XGBoost Regressor,3426.5913068238137,517.0,,,
XGBoost Regressor,3426.602675992611,693.0,,,
XGBoost Regressor,3426.5912796483058,503.0,,,
XGBoost Regressor,3426.6033862984464,1096.0,,,
XGBoost Regressor,3426.40591812524,282.0,,,
XGBoost Regressor,3426.602613715576,665.0,,,
XGBoost Regressor,3426.6033862984464,1419.0,,,
XGBoost Regressor,3426.6033862984464,1727.0,,,
XGBoost Regressor,3426.6033862984464,1355.0,,,
XGBoost Regressor,3426.6033862984464,1299.0,,,
XGBoost Regressor,3426.592377652626,443.0,,,
XGBoost Regressor,3426.6033862984464,1059.0,,,
XGBoost Regressor,3426.603388941322,807.0,,,
XGBoost Regressor,3426.6033862984464,1100.0,,,
XGBoost Regressor,3426.6033862984464,1173.0,,,
XGBoost Regressor,3426.5938823874285,597.0,,,
XGBoost Regressor,3426.6033862984464,1421.0,,,
XGBoost Regressor,3426.6033862984464,886.0,,,
XGBoost Regressor,3426.6033862984464,1003.0,,,
XGBoost Regressor,3426.6033862984464,1615.0,,,
XGBoost Regressor,3426.6033862984464,1619.0,,,
FNN Regressor,50478.77200097107,,330.0,32.0,0.001
FNN Regressor,50488.193791430196,,130.0,32.0,0.001
FNN Regressor,50488.597786697224,,150.0,32.0,0.001
FNN Regressor,49624.66339788009,,150.0,32.0,0.03
FNN Regressor,50445.61390381952,,90.0,32.0,0.03
LightGBM Regressor,12652.562783960639,1272.0,,,
LightGBM Regressor,10596.101003890673,1689.0,,,
LightGBM Regressor,12540.812147929608,1287.0,,,
LightGBM Regressor,14225.98151392452,1058.0,,,
MLP Regressor,50181.819261652796,,180.0,64.0,0.001
MLP Regressor,50233.53061753412,,180.0,64.0,0.001
XGBoost Regressor,3426.6033862984464,968.0,,,
XGBoost Regressor,3426.6033862984464,909.0,,,
XGBoost Regressor,3426.6033862984464,1130.0,,,
XGBoost Regressor,3426.6033862984464,1658.0,,,
XGBoost Regressor,3426.6033862984464,1769.0,,,
XGBoost Regressor,3426.6033862984464,942.0,,,
XGBoost Regressor,3426.603386623578,825.0,,,
XGBoost Regressor,3426.6033862984464,1758.0,,,
XGBoost Regressor,3426.6033862984464,1044.0,,,
XGBoost Regressor,3426.592750700228,561.0,,,
XGBoost Regressor,3426.6033862984464,1093.0,,,
XGBoost Regressor,3426.6033862984464,1880.0,,,
XGBoost Regressor,3426.6033862984464,1212.0,,,
XGBoost Regressor,3426.6033862984464,1685.0,,,
Logistic Regressor,50488.64636478164,,320.0,64.0,0.001
Logistic Regressor,50485.40629222993,,320.0,64.0,0.0001
Logistic Regressor,50477.435918394905,,320.0,64.0,0.001
Logistic Regressor,50492.94624840714,,320.0,64.0,0.0001
Logistic Regressor,50490.68156429808,,320.0,256.0,0.0001
Logistic Regressor,50489.06213171536,,320.0,64.0,0.0001
Logistic Regressor,50487.74745382198,,320.0,64.0,0.0003
MLP Regressor,50196.88757335711,,180.0,128.0,0.001
MLP Regressor,50206.33137004213,,180.0,256.0,0.001
MLP Regressor,50193.70742343047,,180.0,256.0,0.001
MLP Regressor,50399.61624010522,,180.0,256.0,0.0003
MLP Regressor,50415.456805149646,,180.0,256.0,0.0003
MLP Regressor,50475.054863831836,,180.0,256.0,0.0001
MLP Regressor,50473.38969354915,,180.0,256.0,0.0001
MLP Regressor,50451.50347247384,,330.0,256.0,0.0001
Logistic Regressor,50472.92133715487,,320.0,64.0,0.001
Logistic Regressor,50478.48996551277,,320.0,32.0,0.001
Logistic Regressor,50482.76469418773,,320.0,64.0,0.001
Logistic Regressor,50482.73474614782,,320.0,256.0,0.001
Logistic Regressor,50471.20767669657,,320.0,256.0,0.001
Logistic Regressor,50482.651611999514,,320.0,256.0,0.001
Logistic Regressor,50487.44414863449,,320.0,256.0,0.001
Logistic Regressor,50476.23717984166,,440.0,256.0,0.001
Logistic Regressor,50441.05644297165,,440.0,256.0,0.003
LightGBM Regressor,20688.76560646683,584.0,,,
LightGBM Regressor,14942.725813571715,977.0,,,
LightGBM Regressor,12959.167846541162,1230.0,,,
LightGBM Regressor,14754.611620144748,1004.0,,,
LightGBM Regressor,40831.59901829098,88.0,,,
LightGBM Regressor,25428.124162135573,399.0,,,
Logistic Regressor,50485.46707372755,,440.0,256.0,0.0003
FNN Regressor,50125.982853550755,,90.0,128.0,0.03
FNN Regressor,50090.368571767554,,90.0,128.0,0.03
FNN Regressor,50031.51485023802,,200.0,128.0,0.03
FNN Regressor,50227.63428713785,,210.0,128.0,0.03
FNN Regressor,49953.27683595441,,210.0,32.0,0.03
XGBoost Regressor,3426.6033862984464,1149.0,,,
XGBoost Regressor,3426.6033862984464,888.0,,,
XGBoost Regressor,3426.5935932032685,583.0,,,
XGBoost Regressor,3425.3808021711866,117.0,,,
XGBoost Regressor,3426.5935932032685,583.0,,,
LightGBM Regressor,12249.88701086892,1330.0,,,
LightGBM Regressor,11461.64788318637,1464.0,,,
LightGBM Regressor,21537.175222936323,545.0,,,
LightGBM Regressor,13104.72639809988,1180.0,,,
LightGBM Regressor,23060.61460705192,487.0,,,
LightGBM Regressor,15395.836921073367,915.0,,,
XGBoost Regressor,3426.6033862984464,1418.0,,,
XGBoost Regressor,3426.6033862984464,1460.0,,,
XGBoost Regressor,3426.6033862984464,1118.0,,,
XGBoost Regressor,3426.6033862984464,1733.0,,,
XGBoost Regressor,3426.6033862984464,1548.0,,,
XGBoost Regressor,3426.6033810788176,777.0,,,
XGBoost Regressor,3426.6033195204564,735.0,,,
XGBoost Regressor,3426.6033862984464,1187.0,,,
XGBoost Regressor,3426.176514168646,232.0,,,
XGBoost Regressor,3426.5932765253096,595.0,,,
XGBoost Regressor,3426.6033862984464,923.0,,,
XGBoost Regressor,3426.2202295936104,241.0,,,
XGBoost Regressor,3426.6033862984464,881.0,,,
XGBoost Regressor,3426.6033862984464,1406.0,,,
XGBoost Regressor,3426.6033862984464,1880.0,,,
XGBoost Regressor,3426.6033862984464,1455.0,,,
XGBoost Regressor,3426.6033862984464,1342.0,,,
XGBoost Regressor,3426.6033862984464,840.0,,,
XGBoost Regressor,3426.416206325667,279.0,,,
XGBoost Regressor,3426.6033862984464,991.0,,,
XGBoost Regressor,3426.6033862984464,1577.0,,,
XGBoost Regressor,3426.6033862984464,1024.0,,,
XGBoost Regressor,3426.186735228206,209.0,,,
XGBoost Regressor,3426.6033393402686,724.0,,,
XGBoost Regressor,3426.6033862984464,1559.0,,,
XGBoost Regressor,3426.6033862984464,954.0,,,
XGBoost Regressor,3426.595740508803,638.0,,,
XGBoost Regressor,3426.6033862984464,1613.0,,,
XGBoost Regressor,3426.6033862984464,1487.0,,,
XGBoost Regressor,3426.6033880286886,793.0,,,
Logistic Regressor,50482.651335455594,,440.0,128.0,0.0003
Logistic Regressor,50493.18825384335,,300.0,128.0,0.0003
Logistic Regressor,50485.54965882403,,300.0,128.0,0.001
LightGBM Regressor,15686.366793590452,875.0,,,
LightGBM Regressor,12713.324546520784,1265.0,,,
XGBoost Regressor,3426.6033862984464,1076.0,,,
XGBoost Regressor,3426.5934443834967,452.0,,,
XGBoost Regressor,3426.6033862984464,1018.0,,,
FNN Regressor,49799.80988717236,,330.0,32.0,0.03
FNN Regressor,49969.833609349385,,490.0,32.0,0.03
FNN Regressor,49925.09196241246,,430.0,32.0,0.03
FNN Regressor,46947.60519710181,,430.0,32.0,0.01
MLP Regressor,50441.97008130924,,330.0,256.0,0.0001
MLP Regressor,50416.13121740358,,440.0,256.0,0.0001
FNN Regressor,50271.34832728779,,390.0,32.0,0.01
FNN Regressor,50047.090394354294,,390.0,16.0,0.01
LightGBM Regressor,10755.37154289374,1630.0,,,
LightGBM Regressor,10173.302994882204,1868.0,,,
LightGBM Regressor,10485.139498456938,1732.0,,,
LightGBM Regressor,10280.60416326481,1812.0,,,
MLP Regressor,50432.90725792768,,440.0,64.0,0.0001
MLP Regressor,50408.20322853399,,440.0,128.0,0.0001
MLP Regressor,50466.49289773855,,310.0,128.0,0.0001
Logistic Regressor,50472.736397002416,,300.0,128.0,0.001
Logistic Regressor,50480.8822915062,,360.0,128.0,0.001
MLP Regressor,50139.60732224621,,310.0,128.0,0.001
MLP Regressor,50130.92588958972,,310.0,128.0,0.001
MLP Regressor,50286.51986533992,,120.0,128.0,0.001
MLP Regressor,50308.20505380969,,100.0,128.0,0.001
MLP Regressor,50315.61164140392,,100.0,32.0,0.001
MLP Regressor,50147.56386909946,,100.0,32.0,0.003
MLP Regressor,50157.95153455599,,100.0,32.0,0.003
MLP Regressor,50136.86586361049,,170.0,32.0,0.003
Logistic Regressor,50483.95314532612,,360.0,128.0,0.0003
XGBoost Regressor,3426.6033862984464,857.0,,,
XGBoost Regressor,3426.6033862984464,1173.0,,,
XGBoost Regressor,3426.593115208765,450.0,,,
XGBoost Regressor,3426.6033854108537,791.0,,,
XGBoost Regressor,3426.5912796483058,503.0,,,
FNN Regressor,50377.75215561244,,170.0,16.0,0.01
FNN Regressor,50488.02378450206,,170.0,16.0,0.001
FNN Regressor,50472.41098935025,,170.0,16.0,0.003
FNN Regressor,50457.90224141287,,300.0,16.0,0.003
FNN Regressor,50434.59000264078,,300.0,64.0,0.003
FNN Regressor,50424.70108110436,,300.0,256.0,0.003
FNN Regressor,50479.90268232074,,110.0,256.0,0.003
FNN Regressor,50460.33323397782,,160.0,256.0,0.003
FNN Regressor,50480.35676865615,,160.0,256.0,0.003
FNN Regressor,50473.688498535914,,260.0,256.0,0.003
FNN Regressor,50459.07327226412,,260.0,128.0,0.003
FNN Regressor,50462.68690610913,,420.0,128.0,0.003
MLP Regressor,50135.898347647715,,170.0,32.0,0.003
MLP Regressor,50135.102985489626,,120.0,32.0,0.003
MLP Regressor,50306.126216337325,,120.0,32.0,0.001
MLP Regressor,50290.755375839486,,120.0,32.0,0.001
Logistic Regressor,50477.66813832227,,280.0,128.0,0.0003
Logistic Regressor,50462.655581880696,,280.0,128.0,0.003
Logistic Regressor,50487.024517884995,,280.0,128.0,0.0003
Logistic Regressor,50491.64092613191,,280.0,128.0,0.001
Logistic Regressor,50481.41130699939,,220.0,128.0,0.001
FNN Regressor,50449.88593035778,,420.0,128.0,0.003
LightGBM Regressor,16113.572118982232,837.0,,,
LightGBM Regressor,10764.858427725716,1623.0,,,
LightGBM Regressor,10260.018316150827,1817.0,,,
LightGBM Regressor,10192.522836305465,1859.0,,,
XGBoost Regressor,3426.6033844711014,796.0,,,
XGBoost Regressor,3426.5487005710224,342.0,,,
XGBoost Regressor,3426.570325678571,375.0,,,
XGBoost Regressor,3426.5716108204583,380.0,,,
XGBoost Regressor,3425.098498502226,67.0,,,
XGBoost Regressor,3426.176182698421,206.0,,,
XGBoost Regressor,3425.7642850505135,168.0,,,
LightGBM Regressor,14665.292872723658,1017.0,,,
LightGBM Regressor,12590.594432431843,1282.0,,,
LightGBM Regressor,12989.890469253474,1218.0,,,
LightGBM Regressor,11043.576458617597,1546.0,,,
LightGBM Regressor,11959.093976158365,1381.0,,,
LightGBM Regressor,19517.43203967881,638.0,,,
LightGBM Regressor,11046.013849294151,1547.0,,,
LightGBM Regressor,11745.738879435372,1416.0,,,
XGBoost Regressor,3426.5838062941293,384.0,,,
XGBoost Regressor,3426.6033862984464,1131.0,,,
XGBoost Regressor,3426.6026926279005,683.0,,,
XGBoost Regressor,3426.6033862984464,1496.0,,,
LightGBM Regressor,9949.405321261182,1981.0,,,
LightGBM Regressor,14667.128596509336,1016.0,,,
LightGBM Regressor,12451.473916097431,1299.0,,,
LightGBM Regressor,11224.448596960783,1509.0,,,
LightGBM Regressor,15981.011562243197,847.0,,,
LightGBM Regressor,10279.698894511548,1810.0,,,
LightGBM Regressor,10162.503421145615,1871.0,,,
LightGBM Regressor,11028.925929689403,1553.0,,,
LightGBM Regressor,10039.17690430516,1924.0,,,
LightGBM Regressor,12727.078032449172,1262.0,,,
LightGBM Regressor,15725.848812429242,870.0,,,
LightGBM Regressor,19304.373031379186,651.0,,,
LightGBM Regressor,15091.393955601763,954.0,,,
LightGBM Regressor,18230.357983309044,706.0,,,
LightGBM Regressor,13341.190305238146,1153.0,,,
LightGBM Regressor,11602.30614219884,1441.0,,,
LightGBM Regressor,13075.158662701157,1198.0,,,
LightGBM Regressor,15038.869470089076,970.0,,,
LightGBM Regressor,13780.763320535247,1106.0,,,
LightGBM Regressor,10408.394014367299,1757.0,,,
LightGBM Regressor,11850.90904080194,1396.0,,,
LightGBM Regressor,15549.334015515924,891.0,,,
LightGBM Regressor,34705.63531636937,199.0,,,
XGBoost Regressor,3426.6033862984464,960.0,,,
XGBoost Regressor,3426.6033862984464,1816.0,,,
XGBoost Regressor,3426.6033862984464,964.0,,,
XGBoost Regressor,3426.6033862984464,1373.0,,,
XGBoost Regressor,3426.6033862984464,847.0,,,
XGBoost Regressor,3426.6033862984464,1712.0,,,
XGBoost Regressor,3426.6033862984464,1674.0,,,
XGBoost Regressor,3426.6033862984464,858.0,,,
XGBoost Regressor,3426.6033862984464,883.0,,,
XGBoost Regressor,3426.5914279117787,504.0,,,
XGBoost Regressor,3426.592931359075,521.0,,,
XGBoost Regressor,3426.6033862984464,1320.0,,,
LightGBM Regressor,34741.679547672546,198.0,,,
LightGBM Regressor,25961.68309230697,384.0,,,
LightGBM Regressor,13042.635424241837,1208.0,,,
LightGBM Regressor,29645.592123961582,287.0,,,
LightGBM Regressor,25502.650572721646,393.0,,,
LightGBM Regressor,22814.655395289225,498.0,,,
XGBoost Regressor,3426.5927330715144,485.0,,,
XGBoost Regressor,3426.6033862984464,1145.0,,,
XGBoost Regressor,3426.6033862984464,989.0,,,
XGBoost Regressor,3426.6033862984464,1744.0,,,
XGBoost Regressor,3426.6033862984464,1696.0,,,
XGBoost Regressor,3426.6033862984464,1706.0,,,
XGBoost Regressor,3426.603388553908,805.0,,,
XGBoost Regressor,3426.6033862984464,1772.0,,,
XGBoost Regressor,3426.6033862984464,1332.0,,,
XGBoost Regressor,3426.6033862984464,1266.0,,,
XGBoost Regressor,3426.6033862984464,1114.0,,,
XGBoost Regressor,3426.6033862984464,1381.0,,,
XGBoost Regressor,3426.5949700845426,459.0,,,
XGBoost Regressor,3426.593286076439,491.0,,,
XGBoost Regressor,3426.166965583123,214.0,,,
MLP Regressor,50447.77149266684,,120.0,32.0,0.0003
FNN Regressor,50457.15841275953,,420.0,128.0,0.003
Logistic Regressor,50482.91314449548,,310.0,128.0,0.001
Logistic Regressor,50488.3471714463,,310.0,256.0,0.001
Logistic Regressor,50486.535590365434,,310.0,256.0,0.001
Logistic Regressor,50495.532146436744,,160.0,256.0,0.001
Logistic Regressor,50481.80028124343,,160.0,128.0,0.001
FNN Regressor,50469.60590783546,,420.0,128.0,0.001
FNN Regressor,51937.23751908278,,420.0,128.0,0.03
FNN Regressor,49665.996465449774,,420.0,128.0,0.03
FNN Regressor,45805.42066815333,,420.0,32.0,0.03
FNN Regressor,50470.34650306834,,420.0,32.0,0.001
FNN Regressor,49666.05818898947,,420.0,32.0,0.01
FNN Regressor,47331.06868273544,,420.0,128.0,0.01
FNN Regressor,50470.037122008995,,420.0,128.0,0.003
FNN Regressor,50470.56167130753,,420.0,256.0,0.003
FNN Regressor,50480.78180171385,,420.0,256.0,0.003
XGBoost Regressor,3426.3899700720967,260.0,,,
XGBoost Regressor,3426.603383790251,765.0,,,
XGBoost Regressor,3426.5928229455917,540.0,,,
XGBoost Regressor,3425.3046598615083,58.0,,,
XGBoost Regressor,3426.603354853474,741.0,,,
XGBoost Regressor,3426.592817158384,562.0,,,
XGBoost Regressor,3426.6033862984464,1239.0,,,
XGBoost Regressor,3426.6033862984464,1582.0,,,
XGBoost Regressor,3426.6033862984464,1483.0,,,
LightGBM Regressor,38609.877254739695,123.0,,,
MLP Regressor,50455.67400089014,,120.0,32.0,0.0003
MLP Regressor,50446.061609268676,,120.0,128.0,0.0003
MLP Regressor,50482.99411070362,,120.0,128.0,0.0001
MLP Regressor,50451.97736395352,,120.0,128.0,0.0003
LightGBM Regressor,16544.007678437232,808.0,,,
LightGBM Regressor,12050.168013238725,1365.0,,,
LightGBM Regressor,10486.852007371699,1737.0,,,
LightGBM Regressor,11191.705155781114,1514.0,,,
XGBoost Regressor,3426.6033862984464,954.0,,,
XGBoost Regressor,3426.6033862984464,988.0,,,
XGBoost Regressor,3426.6033862984464,1143.0,,,
XGBoost Regressor,3426.6033862984464,1773.0,,,
XGBoost Regressor,3426.6033862984464,1479.0,,,
XGBoost Regressor,3426.6033862984464,1504.0,,,
XGBoost Regressor,3426.6033862984464,1393.0,,,
XGBoost Regressor,3426.6033862984464,1792.0,,,
XGBoost Regressor,3426.6033862984464,1144.0,,,
XGBoost Regressor,3426.6033862984464,1200.0,,,
XGBoost Regressor,3426.6033862984464,1630.0,,,
XGBoost Regressor,3426.6033862984464,1312.0,,,
XGBoost Regressor,3426.5956775129516,479.0,,,
XGBoost Regressor,3426.6033862984464,1235.0,,,
XGBoost Regressor,3426.5904860472365,393.0,,,
XGBoost Regressor,3425.572777989194,100.0,,,
XGBoost Regressor,3426.603381082325,787.0,,,
XGBoost Regressor,3426.5914002689574,511.0,,,
XGBoost Regressor,3426.6033862984464,1387.0,,,
XGBoost Regressor,3426.603382697044,788.0,,,
XGBoost Regressor,3426.5929184530673,534.0,,,
LightGBM Regressor,12508.055501728639,1293.0,,,
LightGBM Regressor,25238.098682629345,405.0,,,
LightGBM Regressor,17027.420201605288,776.0,,,
LightGBM Regressor,43809.75305444735,51.0,,,
LightGBM Regressor,16538.05034395235,809.0,,,
LightGBM Regressor,10650.265432628707,1660.0,,,
LightGBM Regressor,11018.51019911027,1554.0,,,
LightGBM Regressor,11110.201342273007,1532.0,,,
LightGBM Regressor,12914.059225208468,1237.0,,,
LightGBM Regressor,12997.203711401375,1215.0,,,
LightGBM Regressor,14255.933202154984,1055.0,,,
LightGBM Regressor,14497.790552073713,1036.0,,,
LightGBM Regressor,22853.97226512545,497.0,,,
LightGBM Regressor,20417.927305777197,595.0,,,
LightGBM Regressor,12221.412723234027,1337.0,,,
LightGBM Regressor,18217.245508159507,707.0,,,
LightGBM Regressor,33548.50513774756,219.0,,,
LightGBM Regressor,39496.24785994796,108.0,,,
LightGBM Regressor,19330.739486149774,649.0,,,
LightGBM Regressor,26664.597336109084,368.0,,,
LightGBM Regressor,12989.015431461361,1227.0,,,
LightGBM Regressor,12239.129942480458,1333.0,,,
LightGBM Regressor,9942.179074687978,1978.0,,,
LightGBM Regressor,11130.459279558963,1528.0,,,
LightGBM Regressor,15221.754386839444,933.0,,,
LightGBM Regressor,10491.443507366115,1729.0,,,
XGBoost Regressor,3426.5401746729444,337.0,,,
XGBoost Regressor,3426.5929093241834,568.0,,,
XGBoost Regressor,3426.6033862984464,1355.0,,,
XGBoost Regressor,3426.595105382872,463.0,,,
XGBoost Regressor,3426.6033862984464,871.0,,,
XGBoost Regressor,3426.6033862984464,992.0,,,
XGBoost Regressor,3426.6033862984464,1930.0,,,
XGBoost Regressor,3426.6033862984464,1864.0,,,
XGBoost Regressor,3426.6033862984464,1261.0,,,
XGBoost Regressor,3426.6033862984464,1102.0,,,
XGBoost Regressor,3426.5926930607534,566.0,,,
XGBoost Regressor,3426.6033862984464,835.0,,,
XGBoost Regressor,3426.6026811576803,697.0,,,
XGBoost Regressor,3426.6033862984464,928.0,,,
XGBoost Regressor,3426.582980451799,422.0,,,
XGBoost Regressor,3426.5951887704514,623.0,,,
XGBoost Regressor,3426.6033862984464,1525.0,,,
XGBoost Regressor,3426.6033862984464,1392.0,,,
XGBoost Regressor,3426.5925452478104,557.0,,,
Logistic Regressor,50492.48915173468,,160.0,32.0,0.001
MLP Regressor,50461.77197563908,,100.0,128.0,0.0003
LightGBM Regressor,14211.693768405528,1059.0,,,
LightGBM Regressor,10210.200393144885,1852.0,,,
LightGBM Regressor,10925.177703346932,1574.0,,,
LightGBM Regressor,15418.296717310912,914.0,,,
LightGBM Regressor,17566.791062977845,747.0,,,
LightGBM Regressor,13263.09098745778,1160.0,,,
LightGBM Regressor,10644.904058585915,1666.0,,,
XGBoost Regressor,3426.6033862984464,1313.0,,,
XGBoost Regressor,3426.6033862984464,1456.0,,,
XGBoost Regressor,3426.6033862984464,1684.0,,,
XGBoost Regressor,3426.6033862984464,1013.0,,,
XGBoost Regressor,3426.6033862984464,1084.0,,,
XGBoost Regressor,3426.6033862984464,850.0,,,
LightGBM Regressor,17359.61461885841,758.0,,,
LightGBM Regressor,12028.498842368277,1369.0,,,
LightGBM Regressor,10644.904058585915,1666.0,,,
LightGBM Regressor,11130.459279558963,1528.0,,,
LightGBM Regressor,15918.02245651348,855.0,,,
LightGBM Regressor,13201.823629722994,1166.0,,,
XGBoost Regressor,3426.5953870695466,399.0,,,
XGBoost Regressor,3426.591431179745,434.0,,,
XGBoost Regressor,3426.6033862984464,957.0,,,
XGBoost Regressor,3426.6033862984464,1504.0,,,
XGBoost Regressor,3426.6033862984464,1423.0,,,
XGBoost Regressor,3426.6033862984464,850.0,,,
XGBoost Regressor,3426.6033862984464,869.0,,,
XGBoost Regressor,3426.593212642604,556.0,,,
XGBoost Regressor,3426.6033862984464,1523.0,,,
XGBoost Regressor,3426.6033862984464,1876.0,,,
XGBoost Regressor,3426.6033862984464,1588.0,,,
XGBoost Regressor,3426.6033862984464,1510.0,,,
XGBoost Regressor,3426.6033862984464,1745.0,,,
XGBoost Regressor,3426.6033862984464,1489.0,,,
XGBoost Regressor,3426.6033862984464,1783.0,,,
XGBoost Regressor,3426.6033862984464,1018.0,,,
XGBoost Regressor,3426.6033862984464,1639.0,,,
XGBoost Regressor,3426.6033862984464,989.0,,,
XGBoost Regressor,3426.593444938859,545.0,,,
XGBoost Regressor,3426.6033862984464,1384.0,,,
XGBoost Regressor,3426.6033862984464,888.0,,,
XGBoost Regressor,3426.5927330715144,485.0,,,
XGBoost Regressor,3426.5940046835885,617.0,,,
XGBoost Regressor,3426.482188057949,299.0,,,
XGBoost Regressor,3426.592774163388,520.0,,,
XGBoost Regressor,3426.6033862984464,1402.0,,,
XGBoost Regressor,3426.5914279117787,504.0,,,
XGBoost Regressor,3426.6033883531045,811.0,,,
XGBoost Regressor,3426.6026812361256,695.0,,,
XGBoost Regressor,3425.86023878776,167.0,,,
XGBoost Regressor,3426.6033862984464,964.0,,,
XGBoost Regressor,3426.6033862984464,1707.0,,,
XGBoost Regressor,3426.6033862984464,1018.0,,,
MLP Regressor,50142.26645021554,,100.0,128.0,0.003
MLP Regressor,50136.94337323942,,260.0,128.0,0.003
Logistic Regressor,50487.22107403684,,160.0,32.0,0.0003
Logistic Regressor,50490.746555586134,,360.0,32.0,0.0003
XGBoost Regressor,3426.5904858124927,406.0,,,
