model,score,num_boost_round,epochs,batch_size,lr
Logistic Regressor,50492.706838826445,,260.0,64.0,0.0001
MLP Regressor,50472.628529013295,,90.0,128.0,0.0003
MLP Regressor,50348.68466825636,,230.0,128.0,0.0003
MLP Regressor,50343.44853470838,,230.0,32.0,0.0003
MLP Regressor,50349.07963464024,,230.0,32.0,0.0003
FNN Regressor,50452.323791784656,,440.0,32.0,0.003
FNN Regressor,50482.830082413246,,440.0,32.0,0.003
MLP Regressor,50260.52727189716,,400.0,32.0,0.0003
FNN Regressor,50477.20998970955,,290.0,32.0,0.003
FNN Regressor,50471.542522917756,,290.0,64.0,0.003
FNN Regressor,50311.55088997967,,290.0,64.0,0.01
XGBoost Regressor,3426.6033862984464,1350.0,,,
XGBoost Regressor,3426.6033862984464,1709.0,,,
XGBoost Regressor,3426.6033862984464,1009.0,,,
XGBoost Regressor,3426.6033862984464,1115.0,,,
XGBoost Regressor,3426.6033862984464,1724.0,,,
Logistic Regressor,50487.96208688058,,300.0,64.0,0.0001
Logistic Regressor,50488.54601709891,,200.0,64.0,0.0001
Logistic Regressor,50494.31262085023,,300.0,64.0,0.0001
Logistic Regressor,50488.556464133915,,300.0,256.0,0.0001
Logistic Regressor,50489.466429827895,,180.0,256.0,0.0001
Logistic Regressor,50488.28199652193,,400.0,256.0,0.0001
Logistic Regressor,50488.7677633889,,320.0,256.0,0.0001
Logistic Regressor,50489.12158698378,,270.0,256.0,0.0001
MLP Regressor,50273.50952082742,,400.0,128.0,0.0003
MLP Regressor,50286.294020460555,,400.0,32.0,0.0003
MLP Regressor,50273.15172629269,,400.0,128.0,0.0003
XGBoost Regressor,3426.6033862984464,1322.0,,,
XGBoost Regressor,3426.6033862984464,1628.0,,,
XGBoost Regressor,3426.6033862984464,1080.0,,,
XGBoost Regressor,3426.6033862984464,1964.0,,,
XGBoost Regressor,3426.6033862984464,1268.0,,,
XGBoost Regressor,3426.6033862984464,1661.0,,,
XGBoost Regressor,3426.6033862984464,1768.0,,,
XGBoost Regressor,3426.6033862984464,1929.0,,,
FNN Regressor,50123.62131743191,,290.0,256.0,0.01
FNN Regressor,50452.601451909715,,290.0,256.0,0.003
FNN Regressor,48895.25627842541,,290.0,256.0,0.03
FNN Regressor,49837.83773087651,,290.0,128.0,0.03
FNN Regressor,47407.371099726995,,320.0,128.0,0.03
FNN Regressor,50486.64117389073,,320.0,128.0,0.001
FNN Regressor,50480.95096973212,,320.0,64.0,0.001
LightGBM Regressor,14728.253366732539,1010.0,,,
LightGBM Regressor,10184.048354997005,1865.0,,,
LightGBM Regressor,14906.493741708691,984.0,,,
LightGBM Regressor,31977.764105115963,243.0,,,
LightGBM Regressor,13812.875151666723,1101.0,,,
LightGBM Regressor,11361.368709712926,1483.0,,,
LightGBM Regressor,12390.99998177463,1309.0,,,
MLP Regressor,50349.03600665077,,240.0,128.0,0.0003
MLP Regressor,50329.93914168523,,300.0,128.0,0.0003
MLP Regressor,50315.94387786434,,300.0,128.0,0.0003
MLP Regressor,50458.60309751298,,300.0,128.0,0.0001
MLP Regressor,50420.383347590934,,460.0,128.0,0.0001
MLP Regressor,50257.71423515071,,460.0,128.0,0.0003
MLP Regressor,50266.29896430311,,410.0,128.0,0.0003
MLP Regressor,50348.209603626354,,240.0,128.0,0.0003
MLP Regressor,50336.02575467871,,240.0,128.0,0.0003
MLP Regressor,50441.70524515048,,130.0,128.0,0.0003
MLP Regressor,50386.93575775943,,190.0,128.0,0.0003
MLP Regressor,50382.51013943673,,210.0,128.0,0.0003
MLP Regressor,50388.67562784818,,190.0,128.0,0.0003
MLP Regressor,50376.819183723106,,190.0,64.0,0.0003
MLP Regressor,50127.07461576959,,190.0,64.0,0.003
MLP Regressor,50132.50726628573,,190.0,64.0,0.003
MLP Regressor,50127.9217744658,,220.0,64.0,0.003
MLP Regressor,50102.68380816531,,350.0,64.0,0.003
MLP Regressor,50043.18587943406,,350.0,32.0,0.003
MLP Regressor,50070.74138805252,,410.0,32.0,0.003
MLP Regressor,50016.0453948924,,410.0,128.0,0.003
MLP Regressor,50053.88722931708,,460.0,128.0,0.003
MLP Regressor,50101.76779196277,,430.0,128.0,0.003
MLP Regressor,50092.98418252042,,430.0,128.0,0.003
LightGBM Regressor,25607.18384923912,392.0,,,
LightGBM Regressor,12923.235782195077,1236.0,,,
Logistic Regressor,50487.75831138057,,410.0,256.0,0.0001
XGBoost Regressor,3426.6033862984464,1995.0,,,
Logistic Regressor,50490.01438662773,,270.0,256.0,0.0001
Logistic Regressor,50485.02896413029,,270.0,256.0,0.001
Logistic Regressor,50492.22138168134,,270.0,128.0,0.001
Logistic Regressor,50473.63213478984,,270.0,64.0,0.001
Logistic Regressor,50479.25972323535,,360.0,64.0,0.001
Logistic Regressor,50489.408992597804,,360.0,64.0,0.0001
Logistic Regressor,50493.33488950495,,400.0,64.0,0.0001
Logistic Regressor,50488.75233485943,,400.0,64.0,0.0003
Logistic Regressor,50484.754584930335,,400.0,64.0,0.0001
Logistic Regressor,50498.476254978865,,400.0,64.0,0.0003
XGBoost Regressor,3426.6033862984464,1417.0,,,
XGBoost Regressor,3426.6033862984464,1686.0,,,
XGBoost Regressor,3426.6033862984464,1383.0,,,
XGBoost Regressor,3426.6033862984464,1111.0,,,
XGBoost Regressor,3426.5925973763824,564.0,,,
XGBoost Regressor,3426.6033862984464,1252.0,,,
XGBoost Regressor,3426.6033862984464,1958.0,,,
XGBoost Regressor,3426.6033862984464,1960.0,,,
XGBoost Regressor,3426.6033862984464,1634.0,,,
Logistic Regressor,50457.92812235809,,400.0,64.0,0.003
Logistic Regressor,50460.53326416783,,310.0,64.0,0.003
LightGBM Regressor,15092.45874779839,956.0,,,
Logistic Regressor,50468.22182289381,,310.0,64.0,0.001
Logistic Regressor,50480.60784805057,,310.0,64.0,0.0003
Logistic Regressor,50489.23738639456,,310.0,256.0,0.0003
Logistic Regressor,50494.63926304718,,370.0,256.0,0.0003
Logistic Regressor,50486.01481525799,,390.0,256.0,0.0003
Logistic Regressor,50494.091132036345,,320.0,256.0,0.0003
Logistic Regressor,50483.14130115701,,480.0,256.0,0.0003
Logistic Regressor,50481.30352883877,,480.0,128.0,0.0003
Logistic Regressor,50492.228077213666,,350.0,128.0,0.0003
MLP Regressor,50133.53529241577,,430.0,128.0,0.001
MLP Regressor,50420.683950806306,,430.0,128.0,0.0001
MLP Regressor,50416.06656134669,,430.0,32.0,0.0001
MLP Regressor,50406.150095253324,,430.0,32.0,0.0001
MLP Regressor,50440.86486151909,,430.0,32.0,0.0001
MLP Regressor,50468.62534685777,,230.0,32.0,0.0001
MLP Regressor,50464.31904095972,,230.0,128.0,0.0001
MLP Regressor,50478.488646016616,,120.0,128.0,0.0001
MLP Regressor,50300.952437594126,,120.0,128.0,0.001
MLP Regressor,50289.78748821398,,130.0,128.0,0.001
MLP Regressor,50133.70017935003,,310.0,128.0,0.001
Logistic Regressor,50489.824981609716,,350.0,128.0,0.0003
Logistic Regressor,50487.85019089115,,180.0,128.0,0.0003
Logistic Regressor,50493.37639644781,,180.0,128.0,0.0003
Logistic Regressor,50491.07496214758,,180.0,128.0,0.001
Logistic Regressor,50470.76616634897,,180.0,128.0,0.003
LightGBM Regressor,10253.912888592416,1829.0,,,
LightGBM Regressor,12084.16412755088,1360.0,,,
LightGBM Regressor,11322.869254388037,1490.0,,,
LightGBM Regressor,20669.337168013146,583.0,,,
LightGBM Regressor,41968.23223695595,73.0,,,
LightGBM Regressor,15076.255415337706,964.0,,,
LightGBM Regressor,13086.846037312844,1181.0,,,
LightGBM Regressor,9923.305651828536,1996.0,,,
LightGBM Regressor,10720.132099565424,1635.0,,,
LightGBM Regressor,14555.09728077666,1031.0,,,
LightGBM Regressor,16859.11282608827,789.0,,,
LightGBM Regressor,41130.947368906935,83.0,,,
Logistic Regressor,50475.865803067754,,180.0,128.0,0.003
Logistic Regressor,50467.84969363548,,180.0,128.0,0.003
FNN Regressor,50477.76537174049,,320.0,128.0,0.001
XGBoost Regressor,3426.6033862984464,1957.0,,,
XGBoost Regressor,3426.6033862984464,1044.0,,,
XGBoost Regressor,3426.6033862984464,1243.0,,,
XGBoost Regressor,3426.6033862984464,924.0,,,
XGBoost Regressor,3426.6033862984464,1183.0,,,
XGBoost Regressor,3426.591731720002,507.0,,,
XGBoost Regressor,3426.6033834394175,766.0,,,
XGBoost Regressor,3426.6033862984464,1427.0,,,
XGBoost Regressor,3426.602657322405,674.0,,,
XGBoost Regressor,3426.6033862984464,1465.0,,,
XGBoost Regressor,3426.6033862984464,1082.0,,,
XGBoost Regressor,3426.6033862984464,1454.0,,,
XGBoost Regressor,3426.6006705023933,656.0,,,
XGBoost Regressor,3426.5409699569877,339.0,,,
XGBoost Regressor,3426.6033862984464,1302.0,,,
XGBoost Regressor,3426.6033862984464,1581.0,,,
XGBoost Regressor,3426.6033862984464,1340.0,,,
XGBoost Regressor,3426.6033862984464,1150.0,,,
XGBoost Regressor,3426.356481672005,256.0,,,
Logistic Regressor,50473.435475276805,,180.0,64.0,0.003
Logistic Regressor,50471.559379664905,,180.0,32.0,0.003
Logistic Regressor,50483.42124138336,,60.0,32.0,0.003
LightGBM Regressor,30271.119496216605,276.0,,,
LightGBM Regressor,12877.612333565867,1242.0,,,
MLP Regressor,50326.26583689251,,90.0,128.0,0.001
MLP Regressor,50485.483061417945,,90.0,128.0,0.0001
MLP Regressor,50471.06375921242,,90.0,128.0,0.0003
MLP Regressor,50341.40402549972,,240.0,128.0,0.0003
MLP Regressor,50343.963594404355,,240.0,128.0,0.0003
Logistic Regressor,50486.56770052003,,60.0,64.0,0.003
LightGBM Regressor,24182.722358571737,439.0,,,
LightGBM Regressor,12624.356725551592,1278.0,,,
LightGBM Regressor,18040.075331838718,719.0,,,
LightGBM Regressor,18178.947083354768,709.0,,,
LightGBM Regressor,29379.484673268467,295.0,,,
LightGBM Regressor,27785.72518782518,337.0,,,
LightGBM Regressor,12727.078032449172,1262.0,,,
LightGBM Regressor,10104.448306165052,1893.0,,,
LightGBM Regressor,10592.543467293883,1690.0,,,
LightGBM Regressor,10642.479217057175,1668.0,,,
LightGBM Regressor,14626.117361529832,1021.0,,,
LightGBM Regressor,14600.500908084403,1024.0,,,
MLP Regressor,50306.0827103984,,280.0,128.0,0.0003
MLP Regressor,50322.10620755652,,280.0,128.0,0.0003
MLP Regressor,50341.597022107366,,250.0,128.0,0.0003
XGBoost Regressor,3426.5495450151047,364.0,,,
XGBoost Regressor,3426.5951887704514,623.0,,,
XGBoost Regressor,3426.1911232810403,221.0,,,
XGBoost Regressor,3426.6033862984464,955.0,,,
FNN Regressor,50484.21769338678,,320.0,32.0,0.001
Logistic Regressor,50488.98133586909,,70.0,64.0,0.003
Logistic Regressor,50481.263504909904,,70.0,64.0,0.003
Logistic Regressor,50480.72589422132,,130.0,64.0,0.003
Logistic Regressor,50473.07311156048,,130.0,32.0,0.003
Logistic Regressor,50486.96941599807,,60.0,32.0,0.003
Logistic Regressor,50471.05294811611,,60.0,32.0,0.01
XGBoost Regressor,3426.6033862984464,1278.0,,,
XGBoost Regressor,3426.6033862984464,1338.0,,,
XGBoost Regressor,3426.6033862984464,1994.0,,,
XGBoost Regressor,3426.6033862984464,1625.0,,,
XGBoost Regressor,3426.6033862984464,1216.0,,,
FNN Regressor,50479.19114799805,,320.0,64.0,0.001
FNN Regressor,50489.056306209844,,220.0,64.0,0.001
FNN Regressor,50481.179625854726,,220.0,64.0,0.003
FNN Regressor,50489.751368517056,,220.0,64.0,0.001
FNN Regressor,50484.51488301834,,220.0,256.0,0.001
LightGBM Regressor,10150.604479000733,1881.0,,,
LightGBM Regressor,13091.630215728424,1186.0,,,
XGBoost Regressor,3426.6033862984464,833.0,,,
XGBoost Regressor,3426.6033862984464,907.0,,,
XGBoost Regressor,3426.6033862984464,1378.0,,,
XGBoost Regressor,3426.6033862984464,941.0,,,
XGBoost Regressor,3426.5920566643763,500.0,,,
LightGBM Regressor,13137.186654570365,1177.0,,,
LightGBM Regressor,10390.25431688983,1765.0,,,
FNN Regressor,50485.10559883268,,220.0,256.0,0.001
FNN Regressor,50488.00643505915,,160.0,256.0,0.001
FNN Regressor,50487.179006287515,,140.0,256.0,0.001
FNN Regressor,50455.511769242876,,140.0,256.0,0.01
FNN Regressor,50461.10050013403,,140.0,256.0,0.01
FNN Regressor,50479.75752652428,,140.0,256.0,0.003
FNN Regressor,50460.00716132036,,220.0,256.0,0.003
FNN Regressor,50469.69317427333,,220.0,256.0,0.003
XGBoost Regressor,3426.6033862984464,1428.0,,,
XGBoost Regressor,3426.5942824120652,618.0,,,
XGBoost Regressor,3426.6033862984464,863.0,,,
XGBoost Regressor,3426.5934561033437,605.0,,,
XGBoost Regressor,3426.603381842893,774.0,,,
XGBoost Regressor,3426.6033883531045,811.0,,,
XGBoost Regressor,3426.5913115633566,501.0,,,
XGBoost Regressor,3426.424310873856,289.0,,,
MLP Regressor,50328.38647379876,,250.0,256.0,0.0003
MLP Regressor,50438.44627406941,,140.0,256.0,0.0003
MLP Regressor,50437.4697417317,,140.0,256.0,0.0003
Logistic Regressor,50457.07221363482,,120.0,32.0,0.01
Logistic Regressor,50440.93253540922,,140.0,32.0,0.01
Logistic Regressor,50447.83623712839,,140.0,16.0,0.01
Logistic Regressor,50473.68123540924,,140.0,16.0,0.003
Logistic Regressor,50477.86151532384,,140.0,16.0,0.001
Logistic Regressor,50484.19102864938,,140.0,16.0,0.001
Logistic Regressor,50478.34551046023,,330.0,16.0,0.001
Logistic Regressor,50487.01172260029,,330.0,16.0,0.0001
Logistic Regressor,50487.83152572644,,330.0,16.0,0.0001
Logistic Regressor,50478.14206931446,,330.0,16.0,0.001
Logistic Regressor,50482.82732809691,,330.0,16.0,0.001
Logistic Regressor,50470.41182556778,,330.0,16.0,0.001
Logistic Regressor,50481.10182689097,,420.0,16.0,0.001
Logistic Regressor,50447.09517364197,,420.0,16.0,0.003
Logistic Regressor,50441.10531369876,,420.0,32.0,0.003
Logistic Regressor,50453.006780043535,,400.0,32.0,0.003
Logistic Regressor,50451.48477645702,,400.0,32.0,0.003
Logistic Regressor,50445.33012057007,,460.0,32.0,0.003
Logistic Regressor,50467.27453300401,,460.0,32.0,0.001
Logistic Regressor,50469.3057131713,,460.0,64.0,0.001
Logistic Regressor,50479.7637581134,,460.0,16.0,0.001
Logistic Regressor,50486.54200336135,,460.0,16.0,0.0001
Logistic Regressor,50498.12235025792,,460.0,16.0,0.0001
XGBoost Regressor,3426.6033862984464,952.0,,,
XGBoost Regressor,3426.6033862984464,1835.0,,,
LightGBM Regressor,10678.36499707847,1655.0,,,
LightGBM Regressor,12981.137085139937,1220.0,,,
LightGBM Regressor,19351.678004619516,647.0,,,
LightGBM Regressor,10958.751622446165,1568.0,,,
FNN Regressor,49057.1998099321,,220.0,256.0,0.03
FNN Regressor,50468.21224704337,,220.0,256.0,0.003
FNN Regressor,50481.160086520016,,220.0,256.0,0.003
FNN Regressor,50379.11554517812,,220.0,256.0,0.01
FNN Regressor,49458.21840594789,,430.0,256.0,0.01
FNN Regressor,48781.7393733397,,430.0,256.0,0.01
FNN Regressor,50323.2986390686,,230.0,256.0,0.01
FNN Regressor,50420.76501156906,,180.0,256.0,0.01
FNN Regressor,50437.86454131978,,100.0,256.0,0.01
Logistic Regressor,50486.40739542633,,460.0,16.0,0.0003
Logistic Regressor,50483.924396453906,,460.0,64.0,0.0003
Logistic Regressor,50490.847936088714,,460.0,64.0,0.0003
Logistic Regressor,50485.70779035363,,460.0,16.0,0.0003
Logistic Regressor,50488.21189110394,,460.0,32.0,0.0003
FNN Regressor,50342.066891365575,,100.0,256.0,0.03
MLP Regressor,50259.452956058536,,140.0,256.0,0.001
MLP Regressor,50135.01713072657,,140.0,256.0,0.003
MLP Regressor,50137.64524372182,,140.0,64.0,0.003
MLP Regressor,50267.22672384547,,140.0,64.0,0.001
MLP Regressor,50130.37606035189,,360.0,64.0,0.001
MLP Regressor,50137.729818404965,,360.0,32.0,0.001
MLP Regressor,50119.17246646591,,400.0,32.0,0.001
Logistic Regressor,50477.46174808585,,460.0,32.0,0.001
Logistic Regressor,50472.31003463993,,440.0,32.0,0.001
Logistic Regressor,50479.960492536324,,290.0,32.0,0.001
Logistic Regressor,50493.60678502096,,220.0,32.0,0.001
Logistic Regressor,50478.06511712331,,220.0,16.0,0.001
Logistic Regressor,50485.80476045716,,220.0,16.0,0.001
Logistic Regressor,50477.67766950032,,220.0,32.0,0.001
Logistic Regressor,50486.977073312635,,220.0,128.0,0.001
Logistic Regressor,50422.552889630664,,220.0,128.0,0.01
Logistic Regressor,50374.67893127778,,420.0,128.0,0.01
XGBoost Regressor,3426.6033862984464,1419.0,,,
XGBoost Regressor,3426.6033862984464,1493.0,,,
XGBoost Regressor,3426.5925973763824,564.0,,,
XGBoost Regressor,3426.6033862984464,988.0,,,
XGBoost Regressor,3426.6033862984464,1145.0,,,
XGBoost Regressor,3426.592675088045,486.0,,,
Logistic Regressor,50376.016541951576,,420.0,128.0,0.01
Logistic Regressor,50381.84679473532,,430.0,128.0,0.01
FNN Regressor,49958.66153944982,,100.0,128.0,0.03
FNN Regressor,47548.46351179707,,250.0,128.0,0.03
FNN Regressor,50382.32402358918,,440.0,128.0,0.03
FNN Regressor,50474.90048959493,,440.0,128.0,0.001
FNN Regressor,50428.63582899412,,440.0,128.0,0.003
FNN Regressor,49277.0094216962,,440.0,128.0,0.01
FNN Regressor,50225.18742017433,,440.0,256.0,0.01
FNN Regressor,48413.794575407,,440.0,64.0,0.01
FNN Regressor,49593.483926638946,,330.0,64.0,0.01
Logistic Regressor,50454.65724254659,,430.0,128.0,0.003
Logistic Regressor,50473.36508307356,,430.0,128.0,0.001
Logistic Regressor,50485.934241759045,,430.0,64.0,0.001
Logistic Regressor,50470.30120922867,,410.0,64.0,0.001
Logistic Regressor,50471.455005464835,,410.0,16.0,0.001
Logistic Regressor,50475.22358252665,,410.0,64.0,0.001
Logistic Regressor,50486.92489040922,,300.0,64.0,0.001
LightGBM Regressor,17063.085613563388,774.0,,,
LightGBM Regressor,30610.29747704987,270.0,,,
FNN Regressor,50281.91531323057,,300.0,64.0,0.01
LightGBM Regressor,20249.09184819601,604.0,,,
LightGBM Regressor,28870.547714382265,308.0,,,
LightGBM Regressor,21960.823895047728,522.0,,,
XGBoost Regressor,3426.6033862984464,1264.0,,,
XGBoost Regressor,3426.6033862984464,913.0,,,
FNN Regressor,50404.62999105908,,260.0,64.0,0.01
FNN Regressor,50323.71353521358,,260.0,256.0,0.01
FNN Regressor,50435.134682027325,,260.0,256.0,0.01
FNN Regressor,50329.00856484831,,260.0,256.0,0.01
FNN Regressor,50484.13242907839,,50.0,256.0,0.01
FNN Regressor,50482.39567217185,,50.0,128.0,0.01
FNN Regressor,50478.14988284115,,50.0,128.0,0.01
FNN Regressor,50452.755270166876,,190.0,128.0,0.01
FNN Regressor,50432.68025382938,,190.0,128.0,0.01
FNN Regressor,50459.03407704515,,130.0,128.0,0.01
MLP Regressor,50133.90440508448,,400.0,128.0,0.001
MLP Regressor,50124.99577953076,,400.0,128.0,0.001
MLP Regressor,50128.28695428027,,400.0,128.0,0.001
MLP Regressor,50134.61393202531,,360.0,128.0,0.001
MLP Regressor,50106.03636763482,,360.0,128.0,0.003
MLP Regressor,50111.868959501575,,310.0,128.0,0.003
XGBoost Regressor,3426.6033862984464,906.0,,,
MLP Regressor,50135.27718445022,,310.0,128.0,0.001
MLP Regressor,50303.22092451468,,130.0,128.0,0.001
XGBoost Regressor,3426.6033862984464,1075.0,,,
XGBoost Regressor,3426.5949932552708,632.0,,,
XGBoost Regressor,3426.6033862984464,1247.0,,,
XGBoost Regressor,3426.6033862984464,1884.0,,,
XGBoost Regressor,3426.6033862984464,1367.0,,,
XGBoost Regressor,3426.6033862984464,1004.0,,,
XGBoost Regressor,3426.6033862984464,1294.0,,,
XGBoost Regressor,3426.6033862984464,1611.0,,,
XGBoost Regressor,3426.6033862984464,1946.0,,,
XGBoost Regressor,3426.6033862984464,1331.0,,,
XGBoost Regressor,3426.6033862984464,1208.0,,,
XGBoost Regressor,3426.6033862984464,1665.0,,,
XGBoost Regressor,3426.6033862984464,1772.0,,,
XGBoost Regressor,3426.6033862984464,1061.0,,,
XGBoost Regressor,3426.5365002297776,347.0,,,
Logistic Regressor,50478.32940740647,,330.0,64.0,0.001
Logistic Regressor,50480.52620148906,,330.0,32.0,0.001
LightGBM Regressor,16937.085367859196,782.0,,,
XGBoost Regressor,3425.8935963373197,156.0,,,
XGBoost Regressor,3426.599021397547,649.0,,,
LightGBM Regressor,10503.294294116453,1719.0,,,
LightGBM Regressor,10024.385155071508,1929.0,,,
LightGBM Regressor,13412.604002086096,1147.0,,,
LightGBM Regressor,23482.134486620398,470.0,,,
MLP Regressor,50306.25878279625,,130.0,64.0,0.001
XGBoost Regressor,3426.593219393853,542.0,,,
LightGBM Regressor,12004.258098916525,1374.0,,,
MLP Regressor,50485.43405750121,,130.0,64.0,0.0001
Logistic Regressor,50477.51118593051,,330.0,32.0,0.0003
FNN Regressor,50181.12665281895,,130.0,128.0,0.03
MLP Regressor,50455.81417320179,,130.0,64.0,0.0003
Logistic Regressor,50479.13463864912,,180.0,32.0,0.0003
Logistic Regressor,50491.48245948205,,180.0,16.0,0.0003
FNN Regressor,50479.26472432632,,130.0,128.0,0.003
FNN Regressor,50489.846131556726,,60.0,128.0,0.003
FNN Regressor,50489.5620394574,,60.0,128.0,0.003
FNN Regressor,50482.38829506925,,170.0,128.0,0.003
Logistic Regressor,50481.414211606156,,170.0,16.0,0.0003
Logistic Regressor,50475.828396750076,,170.0,16.0,0.003
Logistic Regressor,50472.40054943249,,170.0,16.0,0.003
Logistic Regressor,50478.22460954812,,170.0,32.0,0.003
Logistic Regressor,50469.01182934646,,170.0,128.0,0.003
LightGBM Regressor,15184.905096920513,938.0,,,
LightGBM Regressor,15638.736654241344,881.0,,,
LightGBM Regressor,19004.165311888784,664.0,,,
XGBoost Regressor,3426.6033862984464,870.0,,,
XGBoost Regressor,3426.6033862984464,1796.0,,,
XGBoost Regressor,3426.6033862984464,1679.0,,,
XGBoost Regressor,3426.6033862984464,1154.0,,,
XGBoost Regressor,3426.6033862984464,1794.0,,,
XGBoost Regressor,3426.6033862984464,1384.0,,,
XGBoost Regressor,3426.6033862984464,1199.0,,,
XGBoost Regressor,3426.6026525884718,672.0,,,
XGBoost Regressor,3426.5911087611403,411.0,,,
XGBoost Regressor,3426.0801882120813,174.0,,,
XGBoost Regressor,3426.4031552705005,272.0,,,
LightGBM Regressor,23171.75465756715,484.0,,,
LightGBM Regressor,15166.455213587698,939.0,,,
XGBoost Regressor,3426.3914537422415,269.0,,,
XGBoost Regressor,3426.6026545995787,687.0,,,
XGBoost Regressor,3426.6033862984464,999.0,,,
XGBoost Regressor,3426.6033862984464,1299.0,,,
XGBoost Regressor,3426.6033862984464,1673.0,,,
XGBoost Regressor,3426.6033862984464,1430.0,,,
XGBoost Regressor,3426.6033862984464,1479.0,,,
XGBoost Regressor,3426.6033855011447,831.0,,,
Logistic Regressor,50488.300737928635,,170.0,128.0,0.0003
Logistic Regressor,50481.22513874377,,170.0,128.0,0.0003
LightGBM Regressor,29828.74788772605,283.0,,,
LightGBM Regressor,14600.500908084403,1024.0,,,
MLP Regressor,50136.67331470899,,130.0,64.0,0.003
MLP Regressor,50430.979440899435,,130.0,64.0,0.0003
MLP Regressor,50446.101645104456,,130.0,256.0,0.0003
MLP Regressor,50479.65042488727,,130.0,256.0,0.0001
MLP Regressor,50488.13044939104,,70.0,256.0,0.0001
Logistic Regressor,50480.20446871957,,380.0,128.0,0.0003
Logistic Regressor,50479.89693713942,,250.0,128.0,0.0003
Logistic Regressor,50478.498822662455,,250.0,128.0,0.001
Logistic Regressor,50477.52422171691,,340.0,128.0,0.001
Logistic Regressor,50483.61159553974,,340.0,128.0,0.0003
Logistic Regressor,50498.360476354595,,170.0,128.0,0.0003
Logistic Regressor,50500.050116094535,,220.0,128.0,0.0003
Logistic Regressor,50493.055419545126,,220.0,128.0,0.0001
Logistic Regressor,50496.45421303301,,350.0,128.0,0.0001
Logistic Regressor,50491.263413528795,,350.0,128.0,0.0003
XGBoost Regressor,3426.6033862984464,1371.0,,,
MLP Regressor,50469.30353674495,,70.0,256.0,0.0003
MLP Regressor,50473.21678694572,,70.0,256.0,0.0003
MLP Regressor,50474.58141054869,,70.0,64.0,0.0003
MLP Regressor,50477.192358431355,,70.0,64.0,0.0003
MLP Regressor,50424.176229320554,,170.0,64.0,0.0003
MLP Regressor,50409.460614201846,,170.0,64.0,0.0003
MLP Regressor,50403.42064793483,,170.0,128.0,0.0003
MLP Regressor,50232.79644899241,,170.0,128.0,0.001
LightGBM Regressor,10273.464257608974,1821.0,,,
LightGBM Regressor,12856.751554035385,1245.0,,,
LightGBM Regressor,13104.72639809988,1180.0,,,
LightGBM Regressor,10254.266295566953,1827.0,,,
LightGBM Regressor,15603.693250040205,888.0,,,
LightGBM Regressor,15184.668661411813,936.0,,,
XGBoost Regressor,3426.6033862984464,1128.0,,,
XGBoost Regressor,3426.6033862984464,1406.0,,,
XGBoost Regressor,3426.593340450069,596.0,,,
XGBoost Regressor,3426.6033862984464,1080.0,,,
XGBoost Regressor,3426.593003279694,576.0,,,
XGBoost Regressor,3426.5953143397933,462.0,,,
XGBoost Regressor,3426.6033862984464,1388.0,,,
XGBoost Regressor,3426.603380918241,778.0,,,
XGBoost Regressor,3426.6033862984464,1695.0,,,
XGBoost Regressor,3426.6033862984464,1607.0,,,
XGBoost Regressor,3426.6033862984464,1389.0,,,
XGBoost Regressor,3426.6033862984464,1566.0,,,
XGBoost Regressor,3426.6033862984464,859.0,,,
XGBoost Regressor,3426.5928459528886,567.0,,,
XGBoost Regressor,3425.7278973978187,101.0,,,
XGBoost Regressor,3426.6021269069593,661.0,,,
Logistic Regressor,50481.15956004409,,350.0,128.0,0.0003
Logistic Regressor,50488.33809854866,,430.0,128.0,0.0003
FNN Regressor,50473.235128108456,,170.0,64.0,0.003
FNN Regressor,50491.42334809469,,170.0,64.0,0.0001
FNN Regressor,50487.75413108922,,170.0,64.0,0.001
FNN Regressor,50487.68741526898,,120.0,64.0,0.001
FNN Regressor,50485.553801650676,,220.0,64.0,0.001
MLP Regressor,50215.46627742367,,170.0,64.0,0.001
Logistic Regressor,50488.128300932825,,350.0,128.0,0.0003
Logistic Regressor,50476.161562159214,,350.0,128.0,0.001
XGBoost Regressor,3426.6033862984464,1109.0,,,
XGBoost Regressor,3426.6033862984464,1755.0,,,
XGBoost Regressor,3426.6033862984464,1292.0,,,
XGBoost Regressor,3426.6033830879087,789.0,,,
XGBoost Regressor,3425.938598366934,139.0,,,
MLP Regressor,50133.33388717488,,170.0,64.0,0.003
MLP Regressor,50138.26704270684,,170.0,64.0,0.003
MLP Regressor,50244.867290410104,,170.0,64.0,0.001
MLP Regressor,50331.759321725156,,80.0,64.0,0.001
MLP Regressor,50319.52043617631,,100.0,64.0,0.001
MLP Regressor,50299.4406571923,,100.0,64.0,0.001
MLP Regressor,50486.23544862839,,100.0,64.0,0.0001
MLP Regressor,50481.79699450503,,100.0,32.0,0.0001
MLP Regressor,50479.65727952597,,110.0,32.0,0.0001
MLP Regressor,50478.23101767974,,110.0,32.0,0.0001
MLP Regressor,50485.56574011689,,110.0,128.0,0.0001
MLP Regressor,50484.264907389996,,110.0,64.0,0.0001
MLP Regressor,50464.482471939846,,110.0,64.0,0.0003
XGBoost Regressor,3426.5933994678676,614.0,,,
MLP Regressor,50308.28575006617,,110.0,64.0,0.001
FNN Regressor,50465.952079425784,,220.0,64.0,0.003
FNN Regressor,50470.72096651706,,360.0,64.0,0.003
