model,score,epochs,batch_size,lr,num_boost_round
MLP Regressor,4.511523763383642,360.0,32.0,0.0003,
LightGBM Regressor,0.5781560960928601,,,,339.0
LightGBM Regressor,0.5546312362113768,,,,404.0
LightGBM Regressor,0.5067907576845682,,,,597.0
LightGBM Regressor,0.5669156341996198,,,,367.0
LightGBM Regressor,0.49491855626707204,,,,669.0
LightGBM Regressor,0.4649661966816305,,,,1068.0
LightGBM Regressor,0.47962117919459435,,,,810.0
LightGBM Regressor,0.464744920379778,,,,1078.0
LightGBM Regressor,0.463932794866723,,,,1136.0
LightGBM Regressor,0.46246669792317774,,,,1337.0
LightGBM Regressor,0.462123158536051,,,,1567.0
MLP Regressor,4.0671055379768095,480.0,32.0,0.0003,
LightGBM Regressor,0.4913265850518605,,,,697.0
LightGBM Regressor,0.462090055988885,,,,1578.0
LightGBM Regressor,0.46153479084801324,,,,1793.0
LightGBM Regressor,0.4626540853365976,,,,1311.0
LightGBM Regressor,0.46157006742118806,,,,1787.0
LightGBM Regressor,0.4618865691945281,,,,1462.0
LightGBM Regressor,0.47610225923217014,,,,847.0
LightGBM Regressor,0.49755062980625436,,,,654.0
MLP Regressor,4.210675308364428,290.0,32.0,0.0003,
MLP Regressor,4.126286058852922,290.0,32.0,0.003,
MLP Regressor,4.199994463382019,290.0,32.0,0.0003,
MLP Regressor,3.916150927409395,290.0,64.0,0.0003,
MLP Regressor,4.331783151551248,290.0,256.0,0.0003,
MLP Regressor,4.27618491481873,290.0,64.0,0.0003,
LightGBM Regressor,0.7723108169800135,,,,80.0
LightGBM Regressor,0.4768506245945513,,,,837.0
LightGBM Regressor,0.4628720809544905,,,,1256.0
LightGBM Regressor,0.4922119445971652,,,,688.0
LightGBM Regressor,0.6956048171465968,,,,154.0
LightGBM Regressor,0.48064239331988706,,,,797.0
LightGBM Regressor,0.46985836604351117,,,,946.0
LightGBM Regressor,0.48310534338808153,,,,768.0
FNN Regressor,4.51427825390617,480.0,64.0,0.001,
FNN Regressor,5.056408831772748,480.0,64.0,0.001,
FNN Regressor,15.798625214246933,480.0,64.0,0.0003,
FNN Regressor,16.47728149126891,480.0,64.0,0.0003,
FNN Regressor,17.386227423431293,480.0,128.0,0.0003,
LightGBM Regressor,0.4618966442329545,,,,1419.0
LightGBM Regressor,0.4647070716038198,,,,1091.0
LightGBM Regressor,0.4818511454803237,,,,783.0
LightGBM Regressor,0.4771056655978917,,,,835.0
Logistic Regressor,59.71199513738368,280.0,64.0,0.0003,
Logistic Regressor,33.16814015861774,280.0,64.0,0.0003,
Logistic Regressor,39.830960457102336,220.0,64.0,0.0003,
Logistic Regressor,53.74331103567245,220.0,32.0,0.0003,
LightGBM Regressor,0.6086913372584185,,,,275.0
LightGBM Regressor,0.5287941753664419,,,,500.0
LightGBM Regressor,0.46410482825495036,,,,1115.0
LightGBM Regressor,0.6357074982876824,,,,231.0
MLP Regressor,6.0123674191861065,140.0,64.0,0.0003,
MLP Regressor,4.455879576771315,140.0,128.0,0.0003,
MLP Regressor,4.551661153094906,220.0,128.0,0.0003,
MLP Regressor,4.128467365607261,350.0,128.0,0.0003,
XGBoost Regressor,0.43134661293825377,,,,1342.0
FNN Regressor,0.5520922629008422,480.0,128.0,0.003,
FNN Regressor,0.6420923829917763,480.0,128.0,0.01,
FNN Regressor,0.574305589884231,480.0,128.0,0.01,
LightGBM Regressor,0.46442089211481485,,,,1099.0
LightGBM Regressor,0.488022809535399,,,,726.0
FNN Regressor,0.5799239418066476,480.0,64.0,0.01,
FNN Regressor,2.7778879490472197,480.0,64.0,0.001,
FNN Regressor,10.388160275033076,260.0,64.0,0.001,
FNN Regressor,5.597734893780195,390.0,64.0,0.001,
FNN Regressor,21.915630285820146,390.0,64.0,0.0001,
FNN Regressor,21.72999446595095,390.0,64.0,0.0001,
FNN Regressor,17.887106008405503,390.0,64.0,0.0003,
FNN Regressor,18.02891748034647,390.0,16.0,0.0003,
FNN Regressor,4.817926531360976,390.0,16.0,0.001,
FNN Regressor,11.474397220567747,230.0,16.0,0.001,
FNN Regressor,11.80517812890356,230.0,32.0,0.001,
FNN Regressor,16.47333703137067,150.0,32.0,0.001,
FNN Regressor,15.958455620922328,150.0,32.0,0.001,
FNN Regressor,1.4375478484441138,150.0,32.0,0.01,
FNN Regressor,22.08605307041426,150.0,32.0,0.0003,
Logistic Regressor,66.06649675922051,220.0,32.0,0.0001,
Logistic Regressor,57.05452650294608,340.0,32.0,0.0001,
Logistic Regressor,130.33475363169842,290.0,32.0,0.0001,
Logistic Regressor,23.2337139527819,290.0,32.0,0.001,
Logistic Regressor,4.620870704813185,290.0,32.0,0.01,
Logistic Regressor,16.81441138480232,290.0,64.0,0.01,
Logistic Regressor,4.102493437302729,330.0,64.0,0.01,
Logistic Regressor,10.66300747474744,330.0,16.0,0.01,
Logistic Regressor,4.508419916357892,320.0,16.0,0.01,
Logistic Regressor,4.473570173940433,320.0,16.0,0.01,
Logistic Regressor,16.385443564424328,270.0,16.0,0.01,
Logistic Regressor,4.423688569462597,420.0,16.0,0.01,
Logistic Regressor,7.945528736589821,350.0,16.0,0.01,
Logistic Regressor,4.751551332699527,200.0,16.0,0.01,
LightGBM Regressor,0.4625248739277762,,,,1319.0
LightGBM Regressor,0.46216112400352016,,,,1571.0
LightGBM Regressor,0.46773105776894014,,,,992.0
LightGBM Regressor,0.784996997548656,,,,73.0
LightGBM Regressor,0.4686024746461379,,,,968.0
LightGBM Regressor,0.46225294903437464,,,,1562.0
LightGBM Regressor,0.4613429227935826,,,,1660.0
LightGBM Regressor,0.4614777873521798,,,,1661.0
LightGBM Regressor,0.4659018166137916,,,,1038.0
LightGBM Regressor,0.5042138957928802,,,,615.0
LightGBM Regressor,0.7824993986449184,,,,74.0
LightGBM Regressor,0.5780930208276712,,,,340.0
FNN Regressor,3.947216041125054,150.0,32.0,0.003,
FNN Regressor,3.875843740762384,150.0,32.0,0.003,
XGBoost Regressor,0.43134661293825377,,,,896.0
XGBoost Regressor,0.43134661293825377,,,,1659.0
XGBoost Regressor,0.43134661293825377,,,,1065.0
XGBoost Regressor,0.43134661293825377,,,,682.0
XGBoost Regressor,0.4293430434067492,,,,151.0
XGBoost Regressor,0.43134661293825377,,,,600.0
XGBoost Regressor,0.43134661293825377,,,,1519.0
XGBoost Regressor,0.43134661293825377,,,,1740.0
XGBoost Regressor,0.43134661293825377,,,,993.0
XGBoost Regressor,0.43134661293825377,,,,1377.0
FNN Regressor,3.933006155130493,150.0,128.0,0.003,
FNN Regressor,3.549196430106125,150.0,32.0,0.003,
LightGBM Regressor,0.7824993986449184,,,,74.0
LightGBM Regressor,0.5720586675259609,,,,354.0
LightGBM Regressor,0.4681969683192873,,,,987.0
LightGBM Regressor,0.5918555856819577,,,,306.0
XGBoost Regressor,0.43134661293825377,,,,1847.0
XGBoost Regressor,0.43134661293825377,,,,991.0
XGBoost Regressor,0.43134661293825377,,,,1723.0
XGBoost Regressor,0.43134661293825377,,,,1103.0
XGBoost Regressor,0.43134661293825377,,,,1890.0
XGBoost Regressor,0.43134661293825377,,,,1086.0
LightGBM Regressor,0.466223310093682,,,,1028.0
LightGBM Regressor,0.5618937143664813,,,,383.0
LightGBM Regressor,0.5016969425028796,,,,628.0
LightGBM Regressor,0.5135458013692593,,,,565.0
LightGBM Regressor,0.464056762573202,,,,1154.0
FNN Regressor,21.985187732757,150.0,32.0,0.0003,
LightGBM Regressor,0.5566258785595465,,,,399.0
LightGBM Regressor,0.46267115799159503,,,,1315.0
LightGBM Regressor,0.5504750967775129,,,,418.0
LightGBM Regressor,0.46247954522217505,,,,1374.0
MLP Regressor,4.517159532112415,350.0,32.0,0.0003,
Logistic Regressor,4.612332941063912,420.0,16.0,0.01,
MLP Regressor,4.274451273277239,350.0,64.0,0.0003,
MLP Regressor,4.281135777748605,350.0,64.0,0.0001,
MLP Regressor,4.529664573117054,350.0,32.0,0.0001,
MLP Regressor,4.237983967366606,350.0,32.0,0.0001,
MLP Regressor,4.3141422649359695,350.0,32.0,0.0001,
LightGBM Regressor,0.5261897959909898,,,,510.0
LightGBM Regressor,0.7038761794911546,,,,143.0
LightGBM Regressor,0.47083582922159284,,,,932.0
LightGBM Regressor,0.5936245406115888,,,,302.0
LightGBM Regressor,0.5189845647987529,,,,541.0
XGBoost Regressor,0.43134661293825377,,,,1770.0
XGBoost Regressor,0.43134661293825377,,,,1194.0
XGBoost Regressor,0.431346612475793,,,,274.0
XGBoost Regressor,0.43134661293825377,,,,1243.0
XGBoost Regressor,0.43134661293825377,,,,785.0
XGBoost Regressor,0.43134661293825377,,,,1414.0
XGBoost Regressor,0.43134661293825377,,,,918.0
XGBoost Regressor,0.42992037665280713,,,,131.0
XGBoost Regressor,0.43134661271642083,,,,304.0
XGBoost Regressor,0.43134661293825377,,,,924.0
XGBoost Regressor,0.43134661293825377,,,,898.0
XGBoost Regressor,0.43134661293825377,,,,488.0
Logistic Regressor,4.448255292635378,420.0,64.0,0.01,
Logistic Regressor,4.2817899893183045,480.0,64.0,0.01,
Logistic Regressor,5.2052576049211305,310.0,64.0,0.01,
Logistic Regressor,4.088724384839691,190.0,64.0,0.01,
FNN Regressor,21.745454388089442,150.0,128.0,0.0003,
FNN Regressor,22.440053196757713,110.0,128.0,0.0003,
FNN Regressor,22.45185573425934,110.0,256.0,0.0003,
FNN Regressor,20.746581604145003,230.0,256.0,0.0003,
FNN Regressor,21.36488975085799,230.0,256.0,0.0003,
FNN Regressor,11.587529470182742,230.0,256.0,0.001,
FNN Regressor,11.518383789707295,230.0,128.0,0.001,
MLP Regressor,4.639080831196012,350.0,32.0,0.0001,
LightGBM Regressor,0.4758922403509137,,,,849.0
LightGBM Regressor,0.7051546321349826,,,,139.0
Logistic Regressor,25.626368855119697,190.0,64.0,0.001,
LightGBM Regressor,0.6962838853959403,,,,153.0
LightGBM Regressor,0.5816252003912,,,,330.0
LightGBM Regressor,0.49774987313753444,,,,650.0
LightGBM Regressor,0.6207898192608605,,,,254.0
LightGBM Regressor,0.6256981948658565,,,,245.0
LightGBM Regressor,0.6125827589097225,,,,267.0
LightGBM Regressor,0.5937956289555165,,,,300.0
LightGBM Regressor,0.47750317851232726,,,,829.0
LightGBM Regressor,0.4760393920635616,,,,851.0
LightGBM Regressor,0.6337766408433101,,,,233.0
LightGBM Regressor,0.46426382558296825,,,,1157.0
LightGBM Regressor,0.47509024673878136,,,,863.0
LightGBM Regressor,0.4937175261903433,,,,679.0
XGBoost Regressor,0.43134661293825377,,,,643.0
XGBoost Regressor,0.43134661293825377,,,,1408.0
XGBoost Regressor,0.43134661293825377,,,,700.0
XGBoost Regressor,0.43134661293825377,,,,1036.0
LightGBM Regressor,0.47026283788367784,,,,937.0
LightGBM Regressor,0.46279475406740817,,,,1291.0
LightGBM Regressor,0.4768506245945513,,,,837.0
LightGBM Regressor,0.47273429524274585,,,,890.0
LightGBM Regressor,0.4982657859623436,,,,647.0
LightGBM Regressor,0.6917708040851053,,,,158.0
LightGBM Regressor,0.5937956289555165,,,,300.0
LightGBM Regressor,0.4639217948645516,,,,1187.0
LightGBM Regressor,0.4619857178458895,,,,1977.0
FNN Regressor,11.764054817035833,230.0,32.0,0.001,
FNN Regressor,0.7321275727463633,230.0,32.0,0.003,
FNN Regressor,1.3374662184928454,230.0,64.0,0.003,
FNN Regressor,0.8652003116266798,230.0,64.0,0.003,
FNN Regressor,0.9955463748425667,230.0,256.0,0.003,
FNN Regressor,0.6966955773684682,230.0,256.0,0.01,
LightGBM Regressor,0.4618849725905427,,,,1509.0
LightGBM Regressor,0.4612319621600303,,,,1711.0
LightGBM Regressor,0.4614447308105597,,,,1633.0
LightGBM Regressor,0.46410482825495036,,,,1115.0
LightGBM Regressor,0.4618255321995224,,,,1420.0
LightGBM Regressor,0.47107598667048234,,,,930.0
FNN Regressor,0.6348785948625895,230.0,64.0,0.01,
Logistic Regressor,9.094596137917703,190.0,64.0,0.001,
XGBoost Regressor,0.43134661293825377,,,,1360.0
XGBoost Regressor,0.43134661293825377,,,,574.0
XGBoost Regressor,0.43134661293825377,,,,824.0
FNN Regressor,0.6361770125889898,230.0,64.0,0.01,
FNN Regressor,0.571685938213507,230.0,64.0,0.01,
FNN Regressor,0.6289600228215861,230.0,16.0,0.01,
FNN Regressor,0.5712270469139936,230.0,32.0,0.01,
FNN Regressor,11.695681246723753,230.0,32.0,0.001,
FNN Regressor,0.5596334208125879,230.0,32.0,0.01,
Logistic Regressor,10.394451338540636,250.0,64.0,0.001,
Logistic Regressor,26.33239698360559,250.0,64.0,0.0003,
Logistic Regressor,51.01421974956693,250.0,64.0,0.001,
Logistic Regressor,30.203455066006992,250.0,32.0,0.001,
FNN Regressor,0.5972449338329506,230.0,32.0,0.01,
FNN Regressor,0.6069467339555433,440.0,32.0,0.01,
FNN Regressor,0.6144465930723938,440.0,16.0,0.01,
FNN Regressor,0.6018921995596483,440.0,16.0,0.003,
FNN Regressor,0.6861600546835019,440.0,16.0,0.03,
FNN Regressor,0.6069609349728524,440.0,64.0,0.03,
FNN Regressor,0.6420534981207464,230.0,64.0,0.03,
FNN Regressor,0.5754701403153426,230.0,64.0,0.01,
FNN Regressor,0.711656528229826,380.0,64.0,0.01,
FNN Regressor,0.5825282392162233,440.0,64.0,0.01,
FNN Regressor,0.5962680531371565,440.0,256.0,0.01,
FNN Regressor,0.6208991808133872,390.0,256.0,0.01,
FNN Regressor,0.753906584073321,390.0,256.0,0.03,
FNN Regressor,0.7735493970372815,390.0,128.0,0.03,
FNN Regressor,0.5809594284610688,390.0,32.0,0.03,
FNN Regressor,5.352357408143935,390.0,32.0,0.001,
FNN Regressor,5.4711417548747034,390.0,64.0,0.001,
FNN Regressor,21.951914637791344,390.0,64.0,0.0001,
FNN Regressor,22.888781662883414,200.0,64.0,0.0001,
FNN Regressor,22.731285099473066,200.0,64.0,0.0001,
FNN Regressor,13.224358834806381,200.0,64.0,0.001,
FNN Regressor,13.90927381383403,200.0,256.0,0.001,
XGBoost Regressor,0.43134661293825377,,,,1446.0
XGBoost Regressor,0.43134661293825377,,,,1384.0
XGBoost Regressor,0.43134661293825377,,,,1814.0
XGBoost Regressor,0.43134661293825377,,,,1098.0
XGBoost Regressor,0.43134661293825377,,,,1025.0
Logistic Regressor,20.02966562396631,250.0,32.0,0.001,
Logistic Regressor,36.6719607341311,370.0,32.0,0.001,
Logistic Regressor,23.85822903076748,270.0,32.0,0.001,
Logistic Regressor,81.51605177082286,270.0,32.0,0.0001,
Logistic Regressor,69.86482380131223,270.0,32.0,0.001,
Logistic Regressor,33.46563232270882,270.0,32.0,0.003,
Logistic Regressor,57.08692692330542,270.0,32.0,0.0003,
MLP Regressor,4.349569161315974,390.0,32.0,0.0001,
MLP Regressor,4.5225156411394805,420.0,32.0,0.0001,
MLP Regressor,4.575172541807359,420.0,32.0,0.0001,
MLP Regressor,4.3177386866123575,420.0,64.0,0.0001,
MLP Regressor,4.081535335116657,420.0,128.0,0.0001,
LightGBM Regressor,0.5458804208671922,,,,435.0
LightGBM Regressor,0.72022980571742,,,,126.0
LightGBM Regressor,0.506570286810089,,,,599.0
FNN Regressor,0.7388973790032645,200.0,256.0,0.01,
FNN Regressor,0.5529658763431239,290.0,256.0,0.01,
FNN Regressor,0.622521216480844,290.0,256.0,0.01,
FNN Regressor,0.5631029878073127,290.0,64.0,0.01,
FNN Regressor,9.3798593601461,290.0,64.0,0.001,
FNN Regressor,19.36630378281915,290.0,64.0,0.0003,
FNN Regressor,22.283865347180065,290.0,64.0,0.0001,
FNN Regressor,21.738344021103725,290.0,64.0,0.0001,
FNN Regressor,22.2452949320377,390.0,64.0,0.0001,
LightGBM Regressor,0.4616328228192739,,,,1479.0
LightGBM Regressor,0.4621215953318471,,,,1982.0
LightGBM Regressor,0.46416704982817353,,,,1148.0
LightGBM Regressor,0.5251651615657424,,,,516.0
LightGBM Regressor,0.47932458493370156,,,,814.0
LightGBM Regressor,0.4620454269989116,,,,1576.0
LightGBM Regressor,0.4674475499742856,,,,994.0
LightGBM Regressor,0.461761705112083,,,,1843.0
LightGBM Regressor,0.46175164351249254,,,,1401.0
LightGBM Regressor,0.4619098022754297,,,,1517.0
LightGBM Regressor,0.4620296615317102,,,,1596.0
LightGBM Regressor,0.4859840098431881,,,,742.0
MLP Regressor,6.509650569206556,420.0,128.0,0.0001,
XGBoost Regressor,0.43134661293825377,,,,502.0
XGBoost Regressor,0.43134661293825377,,,,1046.0
XGBoost Regressor,0.43134661293825377,,,,579.0
XGBoost Regressor,0.43134661293825377,,,,1160.0
XGBoost Regressor,0.43134661293825377,,,,818.0
XGBoost Regressor,0.43134661293825377,,,,604.0
XGBoost Regressor,0.4301479112569184,,,,181.0
XGBoost Regressor,0.43003392428444925,,,,174.0
XGBoost Regressor,0.43134661293825377,,,,756.0
XGBoost Regressor,0.43134661293825377,,,,992.0
Logistic Regressor,24.576313636700455,270.0,64.0,0.0003,
Logistic Regressor,23.53027693957024,270.0,256.0,0.0003,
Logistic Regressor,30.147291848586498,270.0,256.0,0.0003,
FNN Regressor,21.926341806287716,430.0,64.0,0.0001,
FNN Regressor,22.14228953954533,430.0,64.0,0.0001,
FNN Regressor,22.01656847115091,440.0,64.0,0.0001,
FNN Regressor,21.685395741827644,440.0,32.0,0.0001,
FNN Regressor,21.41125594534431,440.0,16.0,0.0001,
FNN Regressor,22.04032808601672,310.0,16.0,0.0001,
FNN Regressor,22.606739853508618,310.0,32.0,0.0001,
FNN Regressor,22.7878641806076,310.0,32.0,0.0001,
MLP Regressor,4.21258890126096,450.0,128.0,0.0001,
MLP Regressor,4.848981989967571,450.0,64.0,0.0001,
MLP Regressor,4.042865919056987,450.0,64.0,0.001,
MLP Regressor,2.972137685571016,450.0,64.0,0.003,
XGBoost Regressor,0.43134661293825377,,,,1260.0
XGBoost Regressor,0.4313466126678024,,,,298.0
XGBoost Regressor,0.43134661293825377,,,,957.0
XGBoost Regressor,0.43134661293825377,,,,1127.0
XGBoost Regressor,0.43134661293825377,,,,427.0
XGBoost Regressor,0.43134661293825377,,,,479.0
XGBoost Regressor,0.43134661293825377,,,,794.0
XGBoost Regressor,0.43134661293825377,,,,332.0
XGBoost Regressor,0.43134661293825377,,,,621.0
XGBoost Regressor,0.43134661293825377,,,,1326.0
XGBoost Regressor,0.43134661293825377,,,,975.0
XGBoost Regressor,0.43134661293825377,,,,859.0
XGBoost Regressor,0.43134661293825377,,,,988.0
XGBoost Regressor,0.43134661293825377,,,,559.0
MLP Regressor,2.216221050404064,450.0,128.0,0.003,
MLP Regressor,3.8071672634034552,450.0,64.0,0.003,
MLP Regressor,2.5175954159218863,450.0,64.0,0.003,
FNN Regressor,8.064613906226674,310.0,32.0,0.001,
FNN Regressor,22.292324173578255,310.0,32.0,0.0001,
FNN Regressor,22.264562467504746,290.0,32.0,0.0001,
FNN Regressor,22.29771782929772,230.0,32.0,0.0001,
FNN Regressor,11.414164140374725,230.0,32.0,0.001,
FNN Regressor,11.568582295264003,230.0,64.0,0.001,
Logistic Regressor,126.6077039894329,270.0,256.0,0.0001,
Logistic Regressor,91.19053528980574,110.0,256.0,0.0001,
Logistic Regressor,126.96449036092989,110.0,256.0,0.0001,
Logistic Regressor,55.96637214659773,110.0,256.0,0.001,
Logistic Regressor,47.967351119903945,110.0,256.0,0.001,
Logistic Regressor,18.86669436720161,110.0,256.0,0.001,
Logistic Regressor,28.149211238411628,70.0,256.0,0.001,
LightGBM Regressor,0.519920529395776,,,,536.0
XGBoost Regressor,0.43134661293825377,,,,666.0
XGBoost Regressor,0.43134661293825377,,,,936.0
FNN Regressor,0.5724401196132787,230.0,64.0,0.03,
Logistic Regressor,16.039628999205092,70.0,256.0,0.001,
FNN Regressor,0.6450481475873023,180.0,64.0,0.03,
FNN Regressor,0.5911947810483409,340.0,64.0,0.03,
FNN Regressor,0.6833312448997572,340.0,16.0,0.03,
FNN Regressor,0.6113080444260379,430.0,16.0,0.03,
FNN Regressor,0.5547693288666213,290.0,16.0,0.03,
FNN Regressor,0.553278113181192,290.0,16.0,0.03,
FNN Regressor,0.8004079964375198,290.0,32.0,0.03,
FNN Regressor,0.5673082027163485,290.0,64.0,0.03,
FNN Regressor,0.5756615919294522,430.0,64.0,0.03,
FNN Regressor,0.5862841871121015,280.0,64.0,0.03,
FNN Regressor,0.5660658960830005,220.0,64.0,0.03,
FNN Regressor,0.745057808398526,220.0,64.0,0.003,
MLP Regressor,3.199835175349578,450.0,64.0,0.001,
MLP Regressor,4.2372882939457455,450.0,64.0,0.0001,
MLP Regressor,4.4431719914316545,460.0,64.0,0.0001,
MLP Regressor,3.682265343764516,460.0,64.0,0.0003,
XGBoost Regressor,0.43134661293825377,,,,332.0
LightGBM Regressor,0.46279475406740817,,,,1291.0
LightGBM Regressor,0.46389965704253,,,,1138.0
LightGBM Regressor,0.4950731712681477,,,,667.0
LightGBM Regressor,0.5513693751864164,,,,413.0
LightGBM Regressor,0.6038148358272118,,,,283.0
LightGBM Regressor,0.526292929418683,,,,509.0
LightGBM Regressor,0.573095116854563,,,,351.0
LightGBM Regressor,0.47277704304101825,,,,887.0
LightGBM Regressor,0.46200169759208914,,,,1594.0
XGBoost Regressor,0.43134661293825377,,,,679.0
XGBoost Regressor,0.43134661293825377,,,,615.0
XGBoost Regressor,0.431346612863755,,,,322.0
XGBoost Regressor,0.43134661293825377,,,,570.0
XGBoost Regressor,0.4301791100919949,,,,186.0
XGBoost Regressor,0.43134661293825377,,,,461.0
XGBoost Regressor,0.43134661293825377,,,,527.0
XGBoost Regressor,0.43134661293825377,,,,1360.0
XGBoost Regressor,0.43134661293825377,,,,1350.0
XGBoost Regressor,0.43134661293825377,,,,1825.0
XGBoost Regressor,0.43134661293825377,,,,972.0
LightGBM Regressor,0.4614365986167729,,,,1643.0
LightGBM Regressor,0.46780845900621626,,,,991.0
FNN Regressor,0.6478474539571256,220.0,64.0,0.01,
FNN Regressor,11.966179840073613,220.0,64.0,0.001,
FNN Regressor,0.6186972754076748,220.0,64.0,0.03,
FNN Regressor,0.6167178958336836,220.0,64.0,0.03,
FNN Regressor,0.6913617230077659,220.0,64.0,0.01,
MLP Regressor,2.4257566653470293,460.0,64.0,0.003,
MLP Regressor,3.1820238984417175,440.0,64.0,0.003,
MLP Regressor,2.748800295689966,470.0,64.0,0.003,
MLP Regressor,2.348112923410548,470.0,128.0,0.003,
MLP Regressor,2.58800900806698,470.0,128.0,0.003,
FNN Regressor,0.7663110952603944,210.0,64.0,0.01,
FNN Regressor,0.8256207669979321,350.0,64.0,0.01,
LightGBM Regressor,0.4618696818702849,,,,1506.0
LightGBM Regressor,0.46152922552900916,,,,1866.0
LightGBM Regressor,0.46197507102163127,,,,1601.0
LightGBM Regressor,0.49934130099264695,,,,641.0
LightGBM Regressor,0.46190497346507625,,,,1468.0
LightGBM Regressor,0.48507296540464145,,,,750.0
LightGBM Regressor,0.4768506245945513,,,,837.0
LightGBM Regressor,0.46237054804013095,,,,1546.0
LightGBM Regressor,0.4629514024558356,,,,1263.0
LightGBM Regressor,0.4616401500060107,,,,1425.0
LightGBM Regressor,0.4813082101624125,,,,787.0
LightGBM Regressor,0.4797742881407308,,,,808.0
LightGBM Regressor,0.46985836604351117,,,,946.0
LightGBM Regressor,0.4618865691945281,,,,1462.0
LightGBM Regressor,0.46692930567170876,,,,1005.0
LightGBM Regressor,0.5586300840274976,,,,393.0
LightGBM Regressor,0.7440025265406963,,,,102.0
LightGBM Regressor,0.5513293310361436,,,,412.0
LightGBM Regressor,0.4639973232574733,,,,1193.0
LightGBM Regressor,0.5969489509619137,,,,295.0
LightGBM Regressor,0.7666574481807502,,,,83.0
LightGBM Regressor,0.5046903173344528,,,,609.0
LightGBM Regressor,0.5615174164538997,,,,384.0
LightGBM Regressor,0.4639883315981432,,,,1147.0
LightGBM Regressor,0.46145299072312235,,,,1732.0
LightGBM Regressor,0.46362533291818675,,,,1179.0
LightGBM Regressor,0.46159630131877993,,,,1674.0
LightGBM Regressor,0.4609608416749082,,,,1707.0
XGBoost Regressor,0.43134661282260633,,,,317.0
FNN Regressor,0.5726780973958817,350.0,64.0,0.03,
FNN Regressor,0.580350887892321,190.0,64.0,0.03,
Logistic Regressor,10.04307133120422,70.0,64.0,0.001,
Logistic Regressor,4.9929943598747455,70.0,64.0,0.001,
Logistic Regressor,11.15106036345865,70.0,16.0,0.001,
Logistic Regressor,5.104821491550127,70.0,16.0,0.01,
Logistic Regressor,39.34862733263722,70.0,16.0,0.003,
Logistic Regressor,40.76985164637574,70.0,16.0,0.0003,
XGBoost Regressor,0.43134661293825377,,,,830.0
XGBoost Regressor,0.42935988682357906,,,,160.0
XGBoost Regressor,0.43134661293825377,,,,815.0
XGBoost Regressor,0.43134661293825377,,,,393.0
XGBoost Regressor,0.43134661293825377,,,,1105.0
Logistic Regressor,45.62527805184606,70.0,64.0,0.0003,
Logistic Regressor,56.27458591546882,280.0,64.0,0.0003,
Logistic Regressor,16.36800210698486,280.0,64.0,0.001,
FNN Regressor,2.3411897149359473,100.0,64.0,0.03,
FNN Regressor,2.072413012337554,90.0,64.0,0.03,
FNN Regressor,3.4266319336742925,90.0,64.0,0.03,
XGBoost Regressor,0.43134661293825377,,,,644.0
XGBoost Regressor,0.43134661293825377,,,,1458.0
XGBoost Regressor,0.43134661293825377,,,,943.0
XGBoost Regressor,0.43134661293825377,,,,1076.0
XGBoost Regressor,0.43134661293825377,,,,1278.0
XGBoost Regressor,0.43134661293825377,,,,1249.0
XGBoost Regressor,0.43134661293825377,,,,1432.0
XGBoost Regressor,0.43134661293825377,,,,1648.0
XGBoost Regressor,0.43134661293825377,,,,726.0
LightGBM Regressor,0.47211645413418746,,,,903.0
FNN Regressor,3.1153062490596204,90.0,64.0,0.03,
FNN Regressor,3.1923582295236805,90.0,64.0,0.03,
FNN Regressor,2.364531193644154,90.0,16.0,0.03,
XGBoost Regressor,0.43134661293825377,,,,871.0
XGBoost Regressor,0.42924658215186173,,,,152.0
FNN Regressor,1.5368468802081592,160.0,16.0,0.03,
FNN Regressor,0.9296878967668468,160.0,64.0,0.03,
FNN Regressor,1.930801271942237,160.0,64.0,0.003,
FNN Regressor,2.4176982978890194,160.0,32.0,0.003,
Logistic Regressor,22.10660034247227,280.0,128.0,0.001,
Logistic Regressor,4.129195953428029,280.0,128.0,0.003,
FNN Regressor,1.2911207274417837,220.0,32.0,0.003,
FNN Regressor,0.679147937760259,220.0,32.0,0.03,
FNN Regressor,0.711917181910993,220.0,32.0,0.03,
FNN Regressor,0.9628560911210969,220.0,32.0,0.003,
MLP Regressor,2.1892440863214304,470.0,128.0,0.003,
MLP Regressor,2.336040043789587,470.0,32.0,0.003,
MLP Regressor,4.41719234319077,470.0,32.0,0.0003,
XGBoost Regressor,0.43134661293825377,,,,513.0
XGBoost Regressor,0.43134661293825377,,,,1370.0
XGBoost Regressor,0.43134661293825377,,,,720.0
XGBoost Regressor,0.43134661293825377,,,,984.0
XGBoost Regressor,0.43134661293825377,,,,448.0
FNN Regressor,1.7176990778467212,210.0,32.0,0.003,
FNN Regressor,1.9224520583249478,210.0,16.0,0.003,
FNN Regressor,1.098432192702598,200.0,16.0,0.003,
FNN Regressor,0.6656274099283669,420.0,16.0,0.003,
MLP Regressor,3.650530531385627,470.0,32.0,0.0003,
MLP Regressor,3.8015413115666528,470.0,64.0,0.0003,
MLP Regressor,4.581557280776057,420.0,64.0,0.0003,
MLP Regressor,2.6326057463206864,420.0,64.0,0.003,
MLP Regressor,2.337838606754576,420.0,64.0,0.001,
MLP Regressor,2.899177934471486,420.0,128.0,0.001,
MLP Regressor,4.923748912142312,420.0,128.0,0.0001,
MLP Regressor,2.839967420448429,420.0,128.0,0.001,
