model,score,epochs,batch_size,lr,num_boost_round
Logistic Regressor,4.4902897394776815,210.0,16.0,0.01,
XGBoost Regressor,0.43134661293825377,,,,1387.0
LightGBM Regressor,0.556963767473476,,,,397.0
LightGBM Regressor,0.49805782650359787,,,,649.0
LightGBM Regressor,0.4631385996670108,,,,1277.0
XGBoost Regressor,0.43134661293825377,,,,1172.0
XGBoost Regressor,0.43134661293825377,,,,918.0
XGBoost Regressor,0.43134661293825377,,,,1332.0
XGBoost Regressor,0.43134661293825377,,,,1628.0
XGBoost Regressor,0.43134661293825377,,,,1964.0
XGBoost Regressor,0.43134661293825377,,,,1425.0
XGBoost Regressor,0.43134661293825377,,,,817.0
XGBoost Regressor,0.4292177989363131,,,,159.0
XGBoost Regressor,0.43134661264358554,,,,295.0
XGBoost Regressor,0.43134661293825377,,,,797.0
XGBoost Regressor,0.4297185139332401,,,,133.0
XGBoost Regressor,0.43134661293825377,,,,470.0
XGBoost Regressor,0.43134661293825377,,,,414.0
XGBoost Regressor,0.43134661293825377,,,,1266.0
XGBoost Regressor,0.43134661293825377,,,,1339.0
XGBoost Regressor,0.43134661293825377,,,,1112.0
XGBoost Regressor,0.43134661293825377,,,,1184.0
XGBoost Regressor,0.43134661293825377,,,,1405.0
XGBoost Regressor,0.43134661293825377,,,,994.0
XGBoost Regressor,0.43134661293825377,,,,738.0
XGBoost Regressor,0.43134661293825377,,,,1461.0
XGBoost Regressor,0.43134661293825377,,,,1592.0
XGBoost Regressor,0.43134661293825377,,,,1888.0
XGBoost Regressor,0.43134661293825377,,,,1904.0
XGBoost Regressor,0.43134661293825377,,,,1479.0
XGBoost Regressor,0.43134661293825377,,,,803.0
XGBoost Regressor,0.43134661293825377,,,,929.0
XGBoost Regressor,0.43134661293825377,,,,1137.0
LightGBM Regressor,0.46199090751766436,,,,1913.0
Logistic Regressor,4.791205988595246,210.0,16.0,0.003,
Logistic Regressor,18.233007152345863,210.0,16.0,0.001,
MLP Regressor,5.887643773334141,190.0,64.0,0.0001,
MLP Regressor,8.62832773925934,80.0,64.0,0.0001,
MLP Regressor,7.3573716320492455,80.0,64.0,0.0001,
LightGBM Regressor,0.46158119940530995,,,,1422.0
LightGBM Regressor,0.5054532080780413,,,,605.0
LightGBM Regressor,0.4647970260349656,,,,1088.0
LightGBM Regressor,0.5497282706079407,,,,421.0
LightGBM Regressor,0.46418478707969224,,,,1158.0
LightGBM Regressor,0.4669013433777729,,,,1004.0
XGBoost Regressor,0.43134661293825377,,,,670.0
MLP Regressor,4.867704759808421,80.0,64.0,0.0001,
MLP Regressor,6.820195050969786,80.0,64.0,0.0001,
MLP Regressor,5.072552086244927,80.0,64.0,0.0003,
LightGBM Regressor,0.5261897959909898,,,,510.0
LightGBM Regressor,0.7513553941580952,,,,94.0
LightGBM Regressor,0.5745761342232734,,,,346.0
LightGBM Regressor,0.4630109554101575,,,,1238.0
LightGBM Regressor,0.4615614165746495,,,,1877.0
LightGBM Regressor,0.46305743756748885,,,,1271.0
LightGBM Regressor,0.5061433259773075,,,,601.0
LightGBM Regressor,0.735159300038576,,,,115.0
LightGBM Regressor,0.7414449170266686,,,,105.0
LightGBM Regressor,0.4873686203349206,,,,733.0
LightGBM Regressor,0.46690002587893453,,,,1008.0
LightGBM Regressor,0.7075824550847603,,,,137.0
XGBoost Regressor,0.43134661293825377,,,,452.0
XGBoost Regressor,0.43134661293825377,,,,876.0
XGBoost Regressor,0.43222798741000396,,,,72.0
XGBoost Regressor,0.428757589634261,,,,153.0
XGBoost Regressor,0.4302121007808521,,,,192.0
XGBoost Regressor,0.43134661293825377,,,,711.0
FNN Regressor,21.42990122154586,140.0,16.0,0.0003,
FNN Regressor,18.549965025340512,140.0,16.0,0.001,
FNN Regressor,20.18512881020268,70.0,16.0,0.001,
LightGBM Regressor,0.6735635417861694,,,,180.0
LightGBM Regressor,0.49805782650359787,,,,649.0
XGBoost Regressor,0.43134661293825377,,,,876.0
XGBoost Regressor,0.43134661293825377,,,,393.0
XGBoost Regressor,0.43134661293825377,,,,753.0
XGBoost Regressor,0.43134661293825377,,,,580.0
XGBoost Regressor,0.43134661293825377,,,,604.0
XGBoost Regressor,0.43134661293825377,,,,1153.0
XGBoost Regressor,0.43134661293825377,,,,386.0
XGBoost Regressor,0.43134661293825377,,,,876.0
XGBoost Regressor,0.43134661293825377,,,,432.0
FNN Regressor,10.966964990717196,250.0,16.0,0.001,
FNN Regressor,10.75034136392348,250.0,16.0,0.001,
FNN Regressor,0.8350843109004848,250.0,16.0,0.003,
FNN Regressor,0.7225873082515397,250.0,64.0,0.003,
FNN Regressor,0.7552898922834584,250.0,16.0,0.003,
FNN Regressor,0.8642551901254236,250.0,64.0,0.003,
Logistic Regressor,76.95578823978607,210.0,16.0,0.0003,
XGBoost Regressor,0.43134661293825377,,,,1382.0
XGBoost Regressor,0.43134661293825377,,,,1420.0
XGBoost Regressor,0.43134661293825377,,,,670.0
XGBoost Regressor,0.43134661293825377,,,,1381.0
XGBoost Regressor,0.43134661293825377,,,,1751.0
XGBoost Regressor,0.43134661293825377,,,,1329.0
XGBoost Regressor,0.43134661293825377,,,,582.0
XGBoost Regressor,0.42942826245568083,,,,142.0
XGBoost Regressor,0.43134661293825377,,,,1051.0
XGBoost Regressor,0.43134661293825377,,,,1179.0
XGBoost Regressor,0.43134661293825377,,,,1108.0
XGBoost Regressor,0.43134661293825377,,,,1708.0
Logistic Regressor,112.8428924983266,260.0,16.0,0.0003,
Logistic Regressor,62.56791758344334,180.0,16.0,0.0003,
Logistic Regressor,41.5436627594286,300.0,16.0,0.0003,
Logistic Regressor,54.45126044995445,300.0,16.0,0.0003,
Logistic Regressor,11.46697380880245,90.0,16.0,0.0003,
Logistic Regressor,21.688978758050137,140.0,16.0,0.0003,
Logistic Regressor,86.74917095603605,110.0,16.0,0.0003,
LightGBM Regressor,0.49536695529315333,,,,666.0
LightGBM Regressor,0.5139081957631666,,,,564.0
LightGBM Regressor,0.46930646307122165,,,,953.0
LightGBM Regressor,0.4796296265668055,,,,812.0
LightGBM Regressor,0.6746653292983844,,,,179.0
LightGBM Regressor,0.466223310093682,,,,1028.0
XGBoost Regressor,0.43134661293825377,,,,1071.0
LightGBM Regressor,0.46147662829968356,,,,1685.0
FNN Regressor,0.8561446041148569,250.0,32.0,0.003,
FNN Regressor,0.6605414168808057,250.0,32.0,0.01,
FNN Regressor,0.5661066898359401,420.0,32.0,0.01,
FNN Regressor,0.5901607127216002,280.0,32.0,0.01,
FNN Regressor,0.6754141573065914,280.0,32.0,0.01,
FNN Regressor,0.5545162481286603,280.0,16.0,0.01,
FNN Regressor,0.5987329755494101,280.0,32.0,0.01,
FNN Regressor,2.6347233800680696,90.0,32.0,0.01,
FNN Regressor,2.144128095734924,90.0,32.0,0.01,
FNN Regressor,0.6059593752412183,280.0,32.0,0.01,
Logistic Regressor,143.29892591229805,120.0,16.0,0.0003,
XGBoost Regressor,0.43134661293825377,,,,1009.0
XGBoost Regressor,0.43134661293825377,,,,1724.0
XGBoost Regressor,0.43134661293825377,,,,795.0
XGBoost Regressor,0.43134661293825377,,,,693.0
XGBoost Regressor,0.43134661293825377,,,,745.0
XGBoost Regressor,0.43134661293825377,,,,381.0
XGBoost Regressor,0.43134661293825377,,,,596.0
XGBoost Regressor,0.43134661293825377,,,,976.0
XGBoost Regressor,0.43134661293825377,,,,406.0
XGBoost Regressor,0.43134661293825377,,,,432.0
XGBoost Regressor,0.43134661293825377,,,,389.0
XGBoost Regressor,0.43088055762083666,,,,223.0
XGBoost Regressor,0.42951305167624737,,,,164.0
XGBoost Regressor,0.4313466126678024,,,,298.0
XGBoost Regressor,0.4313466125075207,,,,278.0
XGBoost Regressor,0.43134661249164313,,,,276.0
FNN Regressor,0.6310542787772748,280.0,32.0,0.03,
FNN Regressor,0.5845368656864941,280.0,32.0,0.03,
FNN Regressor,0.6677028953365272,420.0,32.0,0.03,
FNN Regressor,0.6363198699051319,420.0,32.0,0.03,
FNN Regressor,0.5695937578419301,450.0,32.0,0.03,
FNN Regressor,0.5724566775985986,450.0,128.0,0.03,
FNN Regressor,0.589905882064069,450.0,64.0,0.03,
FNN Regressor,0.684600030812009,450.0,64.0,0.01,
FNN Regressor,0.6838938177672395,350.0,64.0,0.01,
FNN Regressor,0.5719180192853681,380.0,64.0,0.01,
FNN Regressor,0.5937881259105036,380.0,32.0,0.01,
FNN Regressor,0.5510925136291496,380.0,32.0,0.01,
MLP Regressor,4.372780280629749,220.0,64.0,0.0003,
MLP Regressor,4.562831299088104,170.0,64.0,0.0003,
XGBoost Regressor,0.43134661293825377,,,,725.0
XGBoost Regressor,0.43134661293825377,,,,358.0
XGBoost Regressor,0.4305571995313145,,,,110.0
XGBoost Regressor,0.4317425762718829,,,,87.0
XGBoost Regressor,0.43134661293825377,,,,520.0
Logistic Regressor,23.24235073006814,260.0,16.0,0.0003,
Logistic Regressor,21.026312817900955,260.0,32.0,0.0003,
Logistic Regressor,21.535270997855555,260.0,32.0,0.0003,
XGBoost Regressor,0.43134661293825377,,,,774.0
XGBoost Regressor,0.43134661293825377,,,,1459.0
XGBoost Regressor,0.43134661293825377,,,,915.0
LightGBM Regressor,0.46195937442994095,,,,1987.0
FNN Regressor,0.8508329071904537,380.0,32.0,0.01,
FNN Regressor,0.7396051742746468,380.0,16.0,0.01,
XGBoost Regressor,0.43134661293825377,,,,806.0
LightGBM Regressor,0.46152079856485584,,,,1870.0
LightGBM Regressor,0.4620885077828386,,,,1572.0
LightGBM Regressor,0.4642334800218693,,,,1107.0
FNN Regressor,0.5509763172511297,380.0,32.0,0.01,
FNN Regressor,0.5882545801584447,380.0,16.0,0.01,
FNN Regressor,0.5701713072082638,380.0,64.0,0.01,
MLP Regressor,4.248510328553426,170.0,128.0,0.0003,
MLP Regressor,4.531516344222469,170.0,128.0,0.0003,
MLP Regressor,4.218102366540066,270.0,128.0,0.0003,
MLP Regressor,3.6884182780155075,270.0,128.0,0.001,
MLP Regressor,4.485218110718718,270.0,128.0,0.0001,
MLP Regressor,3.549994792246301,270.0,128.0,0.001,
MLP Regressor,7.140977024042117,270.0,128.0,0.0001,
MLP Regressor,4.739982394476161,270.0,32.0,0.0001,
MLP Regressor,4.312277568459888,270.0,32.0,0.001,
MLP Regressor,3.8709057970248506,270.0,32.0,0.001,
MLP Regressor,3.6468129529681326,270.0,32.0,0.001,
FNN Regressor,0.5534355279857164,380.0,256.0,0.01,
FNN Regressor,0.5479146462161751,310.0,256.0,0.01,
MLP Regressor,2.3195539512224683,360.0,32.0,0.001,
MLP Regressor,3.7034744753939233,360.0,32.0,0.001,
MLP Regressor,2.3826106104046914,330.0,32.0,0.001,
MLP Regressor,2.648212047226771,420.0,32.0,0.001,
MLP Regressor,4.259426369326331,420.0,32.0,0.0001,
MLP Regressor,4.262122760052839,490.0,32.0,0.0001,
MLP Regressor,3.978204076735572,490.0,32.0,0.0003,
LightGBM Regressor,0.4633193110974,,,,1225.0
LightGBM Regressor,0.48508715026761484,,,,753.0
LightGBM Regressor,0.46197507102163127,,,,1601.0
FNN Regressor,0.585345064860373,310.0,256.0,0.003,
FNN Regressor,0.6202909518753775,310.0,128.0,0.003,
FNN Regressor,0.6062917856795098,310.0,128.0,0.01,
FNN Regressor,0.5756086810787585,310.0,32.0,0.01,
FNN Regressor,0.5963713254483916,310.0,64.0,0.01,
FNN Regressor,0.5630333215326502,480.0,64.0,0.01,
FNN Regressor,0.5669865856759179,480.0,256.0,0.01,
FNN Regressor,17.199291579484946,480.0,256.0,0.0003,
MLP Regressor,3.9879018254635765,490.0,32.0,0.0003,
MLP Regressor,3.8640834906550925,490.0,32.0,0.0003,
MLP Regressor,3.2525983012103956,490.0,32.0,0.001,
MLP Regressor,2.6175837561188224,420.0,32.0,0.001,
MLP Regressor,2.973472543416778,350.0,32.0,0.001,
MLP Regressor,4.073296388325614,350.0,64.0,0.001,
MLP Regressor,4.210680446891258,350.0,64.0,0.0003,
MLP Regressor,4.4706950518610915,350.0,64.0,0.0001,
LightGBM Regressor,0.46145238006210304,,,,1485.0
MLP Regressor,3.12029789710744,350.0,64.0,0.001,
MLP Regressor,2.977997282759079,350.0,64.0,0.001,
MLP Regressor,4.2358675849323335,350.0,64.0,0.003,
MLP Regressor,2.9939788069645905,350.0,32.0,0.003,
MLP Regressor,3.3958791658739855,350.0,64.0,0.003,
MLP Regressor,3.007449968832935,340.0,64.0,0.003,
MLP Regressor,4.26784558659538,340.0,64.0,0.0003,
XGBoost Regressor,0.43134661293825377,,,,700.0
XGBoost Regressor,0.43134661293825377,,,,1136.0
XGBoost Regressor,0.43134661293825377,,,,599.0
Logistic Regressor,34.10249652956044,260.0,32.0,0.001,
MLP Regressor,4.307548459134533,340.0,128.0,0.0003,
MLP Regressor,4.301482263533824,340.0,64.0,0.0003,
LightGBM Regressor,0.4614437005487671,,,,1649.0
LightGBM Regressor,0.46974414318422314,,,,950.0
LightGBM Regressor,0.46186786468781954,,,,1919.0
LightGBM Regressor,0.46188365888906613,,,,1583.0
LightGBM Regressor,0.464555579906659,,,,1096.0
LightGBM Regressor,0.4638079657033463,,,,1170.0
LightGBM Regressor,0.46134187036611574,,,,1690.0
LightGBM Regressor,0.4616862919123059,,,,1886.0
LightGBM Regressor,0.461774918609673,,,,1894.0
LightGBM Regressor,0.46299178145266756,,,,1255.0
LightGBM Regressor,0.46151023361311766,,,,1761.0
LightGBM Regressor,0.461643160489994,,,,1930.0
MLP Regressor,3.719991588250635,340.0,32.0,0.0003,
MLP Regressor,4.265463144135813,340.0,64.0,0.0003,
LightGBM Regressor,0.4611938764597556,,,,1738.0
LightGBM Regressor,0.4619781770527331,,,,1514.0
LightGBM Regressor,0.46159804467403287,,,,1861.0
LightGBM Regressor,0.4624499663815777,,,,1348.0
LightGBM Regressor,0.4615167039771833,,,,1865.0
FNN Regressor,16.90158182911137,480.0,256.0,0.0003,
FNN Regressor,19.062326243444346,360.0,256.0,0.0003,
FNN Regressor,18.988984383907717,360.0,128.0,0.0003,
FNN Regressor,18.168373773841758,360.0,256.0,0.0003,
FNN Regressor,20.245081427562273,290.0,256.0,0.0003,
FNN Regressor,20.010885018549832,290.0,64.0,0.0003,
FNN Regressor,20.194109140147106,290.0,64.0,0.0003,
FNN Regressor,17.681688743207573,430.0,64.0,0.0003,
FNN Regressor,18.58342393877053,380.0,64.0,0.0003,
FNN Regressor,17.788075048563666,380.0,16.0,0.0003,
FNN Regressor,0.655361254978935,380.0,16.0,0.003,
FNN Regressor,0.5920565850577149,410.0,16.0,0.003,
FNN Regressor,0.6199416669133602,410.0,32.0,0.003,
FNN Regressor,0.5907595609349472,410.0,16.0,0.003,
FNN Regressor,21.40754609816972,410.0,16.0,0.0001,
FNN Regressor,17.36916350525477,410.0,16.0,0.0003,
FNN Regressor,19.260657532974783,310.0,16.0,0.0003,
FNN Regressor,20.183407247737243,310.0,16.0,0.0003,
FNN Regressor,22.356120847686952,100.0,16.0,0.0003,
FNN Regressor,22.14849781566343,100.0,16.0,0.0003,
XGBoost Regressor,0.43134661293825377,,,,1113.0
XGBoost Regressor,0.43134661293825377,,,,1981.0
XGBoost Regressor,0.43134661293825377,,,,1185.0
XGBoost Regressor,0.43134661293825377,,,,889.0
LightGBM Regressor,0.46165074296108305,,,,1672.0
XGBoost Regressor,0.43134661293825377,,,,399.0
LightGBM Regressor,0.46193571294151836,,,,1598.0
LightGBM Regressor,0.4635900708962469,,,,1183.0
LightGBM Regressor,0.47230872086884246,,,,899.0
LightGBM Regressor,0.4614437005487671,,,,1649.0
LightGBM Regressor,0.46157006742118806,,,,1787.0
LightGBM Regressor,0.46223532021446145,,,,1362.0
LightGBM Regressor,0.46147943088673393,,,,1798.0
MLP Regressor,3.53022865749768,340.0,64.0,0.001,
MLP Regressor,4.714157477061216,340.0,64.0,0.0001,
MLP Regressor,5.599201661351833,340.0,64.0,0.0001,
MLP Regressor,4.4575968337609915,340.0,32.0,0.0001,
MLP Regressor,4.39357884240568,220.0,32.0,0.0001,
XGBoost Regressor,0.43134661293825377,,,,518.0
FNN Regressor,23.197049147177044,100.0,16.0,0.0001,
FNN Regressor,23.33649732081631,100.0,16.0,0.0001,
MLP Regressor,5.1293618236275895,220.0,32.0,0.0001,
MLP Regressor,6.943410820634419,220.0,128.0,0.0001,
MLP Regressor,4.593024922646241,220.0,128.0,0.0003,
MLP Regressor,10.69358846941206,220.0,128.0,0.0001,
MLP Regressor,4.225786724135147,220.0,128.0,0.001,
MLP Regressor,4.455400727101293,220.0,128.0,0.0003,
MLP Regressor,4.0309468340884305,400.0,128.0,0.0003,
MLP Regressor,3.8301194400643883,400.0,128.0,0.001,
MLP Regressor,7.477838518516022,400.0,128.0,0.0001,
MLP Regressor,4.337494118157948,470.0,128.0,0.0001,
MLP Regressor,4.5554841412550475,470.0,128.0,0.0001,
LightGBM Regressor,0.4690487051189411,,,,956.0
LightGBM Regressor,0.46199090751766436,,,,1913.0
LightGBM Regressor,0.4615614165746495,,,,1877.0
LightGBM Regressor,0.46452079660446616,,,,1085.0
LightGBM Regressor,0.5406926894322142,,,,457.0
LightGBM Regressor,0.46446909908411804,,,,1101.0
Logistic Regressor,14.961176639000954,260.0,32.0,0.001,
MLP Regressor,4.975043207797264,470.0,64.0,0.0001,
MLP Regressor,4.095057243120189,470.0,64.0,0.0001,
MLP Regressor,5.507902264693373,470.0,128.0,0.0001,
MLP Regressor,4.37331897305109,370.0,128.0,0.0001,
MLP Regressor,4.252313950607733,370.0,64.0,0.0001,
MLP Regressor,3.8064933705627633,370.0,64.0,0.0003,
MLP Regressor,4.450061724023888,250.0,64.0,0.0003,
MLP Regressor,4.610841081759122,250.0,64.0,0.0001,
MLP Regressor,4.290222400948476,250.0,64.0,0.0001,
MLP Regressor,4.660472678331353,250.0,128.0,0.0001,
MLP Regressor,9.110094967959995,180.0,128.0,0.0001,
Logistic Regressor,29.67537166703893,260.0,64.0,0.001,
XGBoost Regressor,0.43134661293825377,,,,730.0
XGBoost Regressor,0.43134661293825377,,,,340.0
XGBoost Regressor,0.43134661293825377,,,,587.0
XGBoost Regressor,0.43134661293825377,,,,1295.0
XGBoost Regressor,0.43134661293825377,,,,590.0
XGBoost Regressor,0.43134661293825377,,,,983.0
MLP Regressor,4.585773627531406,270.0,128.0,0.0001,
MLP Regressor,2.6973011848312423,270.0,128.0,0.001,
MLP Regressor,3.965569491043515,270.0,64.0,0.001,
XGBoost Regressor,0.43134661293825377,,,,1557.0
XGBoost Regressor,0.43134661293825377,,,,1011.0
XGBoost Regressor,0.42959291765705915,,,,167.0
XGBoost Regressor,0.43134661293825377,,,,588.0
MLP Regressor,2.6110170968508077,410.0,64.0,0.001,
LightGBM Regressor,0.465849114233428,,,,1047.0
LightGBM Regressor,0.6848311250374791,,,,167.0
LightGBM Regressor,0.7683305379355759,,,,81.0
MLP Regressor,4.13864013489204,410.0,64.0,0.0003,
MLP Regressor,3.8078173220569944,410.0,64.0,0.0003,
MLP Regressor,3.8748715598379744,410.0,64.0,0.001,
MLP Regressor,3.759113921246653,410.0,64.0,0.0003,
MLP Regressor,3.6355653745895236,410.0,128.0,0.0003,
MLP Regressor,3.9303306296073757,410.0,128.0,0.0003,
MLP Regressor,2.861752077666523,410.0,128.0,0.003,
MLP Regressor,2.7478028972080013,410.0,128.0,0.001,
MLP Regressor,2.785105787071076,410.0,64.0,0.001,
MLP Regressor,2.4352603094692213,430.0,64.0,0.001,
MLP Regressor,3.5519981143584367,430.0,64.0,0.001,
MLP Regressor,2.7317620311082926,430.0,64.0,0.001,
MLP Regressor,3.576930275920909,430.0,128.0,0.001,
MLP Regressor,3.8944726915950616,430.0,64.0,0.001,
MLP Regressor,4.295170526461798,240.0,64.0,0.001,
MLP Regressor,4.1538222622898155,210.0,64.0,0.001,
MLP Regressor,3.310527419146624,250.0,64.0,0.001,
MLP Regressor,3.28827174876975,250.0,32.0,0.001,
MLP Regressor,3.220688038788808,250.0,64.0,0.001,
MLP Regressor,4.058505787310205,250.0,64.0,0.001,
MLP Regressor,2.305697778033746,450.0,64.0,0.001,
MLP Regressor,2.664992957277775,450.0,64.0,0.001,
MLP Regressor,4.3542066059376925,450.0,64.0,0.0001,
MLP Regressor,4.3175346630074545,390.0,64.0,0.0001,
MLP Regressor,4.465035249528552,390.0,32.0,0.0001,
MLP Regressor,2.6279686904368154,390.0,32.0,0.001,
MLP Regressor,2.462238780115157,390.0,32.0,0.003,
MLP Regressor,3.373218756177327,390.0,32.0,0.003,
MLP Regressor,2.9572192033359457,390.0,32.0,0.003,
MLP Regressor,3.1290278678112284,390.0,128.0,0.003,
MLP Regressor,2.2667285638913306,390.0,32.0,0.003,
MLP Regressor,2.482931133331707,310.0,32.0,0.003,
MLP Regressor,4.443329102398787,120.0,32.0,0.003,
MLP Regressor,3.7148845861392665,270.0,32.0,0.003,
MLP Regressor,2.7146453270137214,460.0,32.0,0.003,
MLP Regressor,2.3994840168766642,460.0,32.0,0.001,
MLP Regressor,3.641445775725907,470.0,32.0,0.001,
MLP Regressor,2.78435481763994,280.0,32.0,0.001,
MLP Regressor,3.3660398118831094,280.0,128.0,0.001,
MLP Regressor,3.9130094449766393,480.0,128.0,0.001,
MLP Regressor,3.5972562500188014,480.0,128.0,0.001,
MLP Regressor,2.3637956476364845,480.0,128.0,0.003,
MLP Regressor,2.4756121228984136,480.0,128.0,0.001,
LightGBM Regressor,0.4756279312675844,,,,854.0
LightGBM Regressor,0.4615172741494997,,,,1483.0
LightGBM Regressor,0.46132605915929936,,,,1713.0
LightGBM Regressor,0.4775862889691845,,,,831.0
LightGBM Regressor,0.47932458493370156,,,,814.0
XGBoost Regressor,0.43134661293825377,,,,1083.0
XGBoost Regressor,0.43134661293825377,,,,1700.0
FNN Regressor,7.452061208888891,100.0,16.0,0.003,
MLP Regressor,2.304285687975754,350.0,128.0,0.001,
XGBoost Regressor,0.43134661293825377,,,,1404.0
XGBoost Regressor,0.43134661293825377,,,,1492.0
XGBoost Regressor,0.43134661293825377,,,,1133.0
XGBoost Regressor,0.43134661293825377,,,,1240.0
XGBoost Regressor,0.43134661293825377,,,,580.0
XGBoost Regressor,0.43134661293825377,,,,655.0
XGBoost Regressor,0.43134661293825377,,,,1020.0
XGBoost Regressor,0.43134661293825377,,,,1153.0
XGBoost Regressor,0.4302047579706561,,,,189.0
XGBoost Regressor,0.43134661293825377,,,,748.0
XGBoost Regressor,0.43134661293825377,,,,359.0
XGBoost Regressor,0.43134661293825377,,,,788.0
XGBoost Regressor,0.43134661293825377,,,,1553.0
XGBoost Regressor,0.43134661293825377,,,,1735.0
XGBoost Regressor,0.43134661293825377,,,,813.0
XGBoost Regressor,0.43134661293825377,,,,1776.0
XGBoost Regressor,0.43134661293825377,,,,1365.0
XGBoost Regressor,0.43134661293825377,,,,747.0
XGBoost Regressor,0.43134661293825377,,,,343.0
XGBoost Regressor,0.43134661293825377,,,,1135.0
XGBoost Regressor,0.43134661293825377,,,,462.0
MLP Regressor,4.061033587827429,430.0,128.0,0.001,
LightGBM Regressor,0.46272632906297,,,,1317.0
LightGBM Regressor,0.49061755311246086,,,,707.0
MLP Regressor,2.3699167932370777,430.0,256.0,0.001,
MLP Regressor,4.268072650774655,430.0,256.0,0.0001,
MLP Regressor,4.498375753837486,430.0,256.0,0.0003,
MLP Regressor,4.380475538773065,430.0,64.0,0.0003,
MLP Regressor,4.532400301039861,430.0,64.0,0.0003,
MLP Regressor,4.145318538091225,430.0,64.0,0.0001,
MLP Regressor,3.393109114915824,430.0,64.0,0.0003,
FNN Regressor,8.899000008895584,100.0,32.0,0.003,
FNN Regressor,21.968867821539742,100.0,32.0,0.0003,
FNN Regressor,22.041558024884083,100.0,32.0,0.0003,
FNN Regressor,23.184310831661094,60.0,32.0,0.0003,
FNN Regressor,21.351626311145477,60.0,32.0,0.001,
LightGBM Regressor,0.46191904806544065,,,,1458.0
LightGBM Regressor,0.46149486293410974,,,,1800.0
LightGBM Regressor,0.464682892232716,,,,1077.0
XGBoost Regressor,0.43134661293825377,,,,1127.0
XGBoost Regressor,0.43134661293825377,,,,1290.0
XGBoost Regressor,0.4313466128308224,,,,318.0
Logistic Regressor,59.68454879943352,260.0,128.0,0.001,
Logistic Regressor,9.071404586862728,260.0,128.0,0.003,
Logistic Regressor,9.663192188476588,340.0,128.0,0.003,
Logistic Regressor,13.042032643223829,340.0,256.0,0.003,
Logistic Regressor,11.242310609711295,390.0,256.0,0.003,
Logistic Regressor,11.569437062806333,390.0,256.0,0.003,
Logistic Regressor,21.86675781050965,450.0,256.0,0.003,
Logistic Regressor,4.8943373658516665,470.0,256.0,0.003,
Logistic Regressor,4.370681859864028,470.0,64.0,0.003,
Logistic Regressor,4.691141264209525,470.0,64.0,0.003,
Logistic Regressor,13.439062808634663,470.0,64.0,0.001,
Logistic Regressor,5.534837711125133,470.0,64.0,0.01,
Logistic Regressor,4.618140808190195,470.0,64.0,0.01,
MLP Regressor,4.078312214327382,230.0,64.0,0.0003,
MLP Regressor,4.227717383065128,230.0,128.0,0.0003,
MLP Regressor,8.409383767052915,60.0,128.0,0.0003,
MLP Regressor,4.672771025811563,200.0,128.0,0.0003,
XGBoost Regressor,0.43134661293825377,,,,1116.0
XGBoost Regressor,0.43134661267588836,,,,299.0
XGBoost Regressor,0.42959962075502217,,,,170.0
XGBoost Regressor,0.43134661293825377,,,,557.0
XGBoost Regressor,0.43134661293825377,,,,1069.0
XGBoost Regressor,0.43134661293825377,,,,1507.0
Logistic Regressor,4.550387049448776,380.0,64.0,0.01,
Logistic Regressor,7.0591563315402945,380.0,64.0,0.01,
Logistic Regressor,5.550379854122683,380.0,128.0,0.01,
Logistic Regressor,12.903006801089868,380.0,128.0,0.001,
Logistic Regressor,41.53378560943309,380.0,128.0,0.001,
Logistic Regressor,9.843321007004276,380.0,128.0,0.0003,
Logistic Regressor,33.09944922873061,280.0,128.0,0.0003,
Logistic Regressor,18.94920339668102,280.0,128.0,0.001,
Logistic Regressor,33.26748046256016,280.0,128.0,0.0003,
Logistic Regressor,55.393670192269475,280.0,256.0,0.0003,
Logistic Regressor,41.058367058049704,440.0,256.0,0.0003,
MLP Regressor,4.425361021181445,200.0,128.0,0.0003,
MLP Regressor,4.506340185589942,260.0,128.0,0.0003,
MLP Regressor,4.127935211858663,280.0,128.0,0.0003,
MLP Regressor,4.0529059015858495,280.0,32.0,0.0003,
MLP Regressor,4.001645638930938,280.0,128.0,0.0003,
FNN Regressor,21.498023595323858,60.0,128.0,0.001,
FNN Regressor,14.884864864600265,60.0,128.0,0.003,
FNN Regressor,15.615368570084728,60.0,256.0,0.003,
FNN Regressor,14.06119220469475,60.0,64.0,0.003,
FNN Regressor,15.460168665051405,60.0,128.0,0.003,
LightGBM Regressor,0.4701068842509678,,,,939.0
LightGBM Regressor,0.6822765242128803,,,,170.0
LightGBM Regressor,0.6085177242296554,,,,276.0
LightGBM Regressor,0.4663600404491433,,,,1024.0
LightGBM Regressor,0.6800021069976694,,,,173.0
Logistic Regressor,28.959832937561124,440.0,256.0,0.001,
Logistic Regressor,12.93946649632123,370.0,256.0,0.001,
Logistic Regressor,8.217303401322743,430.0,256.0,0.001,
Logistic Regressor,25.281608699791562,480.0,256.0,0.001,
LightGBM Regressor,0.5292929244299703,,,,497.0
LightGBM Regressor,0.4647271433716197,,,,1073.0
XGBoost Regressor,0.43134661293825377,,,,1035.0
XGBoost Regressor,0.43134661293825377,,,,801.0
FNN Regressor,4.41097418990019,60.0,128.0,0.01,
FNN Regressor,3.4355237497908506,60.0,128.0,0.01,
FNN Regressor,0.8130452097603746,180.0,128.0,0.01,
FNN Regressor,3.404998446657207,100.0,128.0,0.01,
FNN Regressor,22.275625338818845,100.0,128.0,0.0003,
