model,score,num_boost_round,epochs,batch_size,lr
XGBoost Regressor,1714.0854423286353,915.0,,,
XGBoost Regressor,1714.0847147280426,775.0,,,
XGBoost Regressor,1714.0489402425665,382.0,,,
XGBoost Regressor,1714.084132373445,709.0,,,
XGBoost Regressor,1714.0889158763302,1565.0,,,
XGBoost Regressor,1714.0901945398155,1804.0,,,
LightGBM Regressor,1851.9064896864277,1301.0,,,
LightGBM Regressor,1860.4197645557476,1820.0,,,
Logistic Regressor,24295.650655664213,,340.0,64.0,0.0001
Logistic Regressor,24294.51142562668,,340.0,64.0,0.001
Logistic Regressor,24295.416713611776,,340.0,64.0,0.0003
Logistic Regressor,24292.880586950385,,340.0,64.0,0.003
LightGBM Regressor,1859.9412014110414,1762.0,,,
LightGBM Regressor,1860.1217726601594,1810.0,,,
LightGBM Regressor,1858.3921967763285,1647.0,,,
LightGBM Regressor,1859.1098267342038,1693.0,,,
LightGBM Regressor,1854.49811865836,1400.0,,,
LightGBM Regressor,1858.5284456262646,1632.0,,,
LightGBM Regressor,1860.8943605108686,1963.0,,,
LightGBM Regressor,1860.6662337892785,1943.0,,,
LightGBM Regressor,1858.696027282473,1652.0,,,
LightGBM Regressor,1859.8891652448763,1803.0,,,
LightGBM Regressor,1849.4315154078063,1183.0,,,
LightGBM Regressor,1852.412805253357,1266.0,,,
LightGBM Regressor,1858.6162933902765,1618.0,,,
LightGBM Regressor,1860.4859645238685,1881.0,,,
LightGBM Regressor,1858.4838936417,1616.0,,,
LightGBM Regressor,1815.5423115047747,649.0,,,
LightGBM Regressor,1838.652178513378,991.0,,,
LightGBM Regressor,1860.1699250102165,1793.0,,,
LightGBM Regressor,1860.9682842701725,1999.0,,,
LightGBM Regressor,1846.6922706933528,1118.0,,,
LightGBM Regressor,1858.4838936417,1616.0,,,
XGBoost Regressor,1714.0882367400359,1438.0,,,
XGBoost Regressor,1714.077262160697,508.0,,,
XGBoost Regressor,1714.0582283286722,294.0,,,
XGBoost Regressor,1714.0079314166312,287.0,,,
XGBoost Regressor,1714.0805411883175,544.0,,,
XGBoost Regressor,1714.0847469750543,754.0,,,
XGBoost Regressor,1714.0871890612038,1242.0,,,
FNN Regressor,24295.09859761214,,50.0,16.0,0.0001
FNN Regressor,24295.005324720343,,50.0,32.0,0.0001
FNN Regressor,24291.381488248862,,50.0,32.0,0.001
MLP Regressor,24233.183520475384,,260.0,64.0,0.0003
FNN Regressor,24292.139872075044,,50.0,32.0,0.001
LightGBM Regressor,1823.732759442978,740.0,,,
LightGBM Regressor,1795.0835876111262,436.0,,,
LightGBM Regressor,1777.5387979904206,343.0,,,
LightGBM Regressor,1852.149158800413,1285.0,,,
LightGBM Regressor,1854.410178566627,1420.0,,,
LightGBM Regressor,1860.3179115289613,1919.0,,,
LightGBM Regressor,1858.8188060586754,1670.0,,,
Logistic Regressor,24294.79619603563,,120.0,64.0,0.003
Logistic Regressor,24295.331688676593,,120.0,64.0,0.001
Logistic Regressor,24295.571891269497,,90.0,64.0,0.001
XGBoost Regressor,1714.0846342420448,745.0,,,
XGBoost Regressor,1714.0889800582033,1577.0,,,
MLP Regressor,24283.292294514977,,150.0,64.0,0.0003
MLP Regressor,24187.149873178812,,330.0,64.0,0.0003
MLP Regressor,24272.907464646883,,200.0,64.0,0.0003
MLP Regressor,24147.253186600577,,360.0,64.0,0.0003
MLP Regressor,24147.27261550393,,360.0,128.0,0.0003
FNN Regressor,24292.445324229357,,50.0,32.0,0.001
FNN Regressor,24294.543807395523,,50.0,32.0,0.0001
FNN Regressor,24294.60937662978,,50.0,32.0,0.0003
FNN Regressor,24294.366157664404,,50.0,32.0,0.0003
FNN Regressor,24293.981271983062,,50.0,16.0,0.0003
FNN Regressor,24294.258157297656,,50.0,16.0,0.0003
FNN Regressor,24294.349570740455,,50.0,16.0,0.0003
FNN Regressor,24293.598904694623,,50.0,64.0,0.0003
FNN Regressor,24294.89805939566,,50.0,64.0,0.0001
FNN Regressor,24293.8813962041,,50.0,64.0,0.0003
FNN Regressor,24295.039649800452,,50.0,64.0,0.0001
FNN Regressor,24294.209870255298,,160.0,64.0,0.0001
FNN Regressor,24294.09311089634,,160.0,16.0,0.0001
FNN Regressor,24293.00878506147,,300.0,16.0,0.0001
FNN Regressor,24293.591132387166,,300.0,64.0,0.0001
LightGBM Regressor,1820.6998336775546,715.0,,,
MLP Regressor,24148.9009195331,,360.0,128.0,0.0003
MLP Regressor,19538.339949459314,,360.0,128.0,0.001
XGBoost Regressor,1714.0865639138851,1125.0,,,
XGBoost Regressor,1714.0890763347404,1595.0,,,
XGBoost Regressor,1714.0848834045878,812.0,,,
XGBoost Regressor,1714.0856932972108,962.0,,,
LightGBM Regressor,1837.4628824603776,966.0,,,
LightGBM Regressor,1830.9470527678166,841.0,,,
LightGBM Regressor,1831.7479173886109,870.0,,,
FNN Regressor,24292.752449241383,,460.0,64.0,0.0001
FNN Regressor,24293.990501704506,,270.0,64.0,0.0001
FNN Regressor,24294.535292868117,,70.0,64.0,0.0001
XGBoost Regressor,1714.0909064388586,1937.0,,,
XGBoost Regressor,1714.0900821570283,1783.0,,,
XGBoost Regressor,1714.0900125897824,1770.0,,,
XGBoost Regressor,1714.088177927686,1427.0,,,
XGBoost Regressor,1714.0864998068976,1113.0,,,
XGBoost Regressor,1714.0892635519235,1630.0,,,
XGBoost Regressor,1714.0879961546216,1393.0,,,
XGBoost Regressor,1714.0861045244055,1039.0,,,
XGBoost Regressor,1714.0411736068863,349.0,,,
XGBoost Regressor,1717.882422768408,95.0,,,
XGBoost Regressor,1717.7936842573367,120.0,,,
XGBoost Regressor,1714.0666446423697,396.0,,,
XGBoost Regressor,1714.077262160697,508.0,,,
XGBoost Regressor,1714.0861739604502,1052.0,,,
XGBoost Regressor,1714.0911152375159,1976.0,,,
XGBoost Regressor,1714.0898627605623,1742.0,,,
XGBoost Regressor,1714.0867241900523,1155.0,,,
XGBoost Regressor,1714.0891886630209,1616.0,,,
XGBoost Regressor,1714.0862433988282,1065.0,,,
XGBoost Regressor,1714.0466922329956,390.0,,,
XGBoost Regressor,1714.0620817410045,256.0,,,
Logistic Regressor,24295.842584136557,,50.0,64.0,0.001
FNN Regressor,24294.609027248865,,70.0,64.0,0.0001
FNN Regressor,24280.53249025721,,70.0,64.0,0.003
FNN Regressor,24206.009136029577,,70.0,64.0,0.01
FNN Regressor,22853.64188733399,,260.0,64.0,0.01
XGBoost Regressor,1714.0848920664166,813.0,,,
XGBoost Regressor,1714.0878945825077,1374.0,,,
XGBoost Regressor,1714.0853835957134,904.0,,,
XGBoost Regressor,1714.087349385831,1272.0,,,
XGBoost Regressor,1714.0802838503087,557.0,,,
XGBoost Regressor,1714.0876914532319,1336.0,,,
XGBoost Regressor,1714.0854263104,912.0,,,
XGBoost Regressor,1715.748799018231,197.0,,,
XGBoost Regressor,1714.0920583057552,473.0,,,
LightGBM Regressor,1856.4586278421002,1498.0,,,
LightGBM Regressor,1836.4854374786794,929.0,,,
LightGBM Regressor,1858.3945709591706,1612.0,,,
LightGBM Regressor,1857.2561884119473,1561.0,,,
LightGBM Regressor,1850.4832176945802,1214.0,,,
XGBoost Regressor,1714.0868310477333,1175.0,,,
XGBoost Regressor,1714.0679558497206,276.0,,,
MLP Regressor,20268.805078917532,,360.0,128.0,0.001
MLP Regressor,20060.64541309792,,360.0,128.0,0.001
MLP Regressor,23786.51395644039,,180.0,128.0,0.001
MLP Regressor,23822.710521748137,,180.0,256.0,0.001
FNN Regressor,24044.94519049651,,120.0,64.0,0.01
FNN Regressor,24250.750643005766,,50.0,64.0,0.01
FNN Regressor,24247.962500006386,,50.0,64.0,0.01
FNN Regressor,24248.01987467679,,50.0,64.0,0.01
FNN Regressor,23884.803588266957,,130.0,64.0,0.01
FNN Regressor,23982.89295605683,,130.0,64.0,0.01
FNN Regressor,21510.70149502053,,130.0,64.0,0.03
FNN Regressor,21469.255534675674,,130.0,128.0,0.03
FNN Regressor,21581.218127226322,,130.0,32.0,0.03
Logistic Regressor,24294.47200449039,,50.0,64.0,0.01
Logistic Regressor,24287.38623144669,,270.0,64.0,0.01
Logistic Regressor,24287.70795924488,,260.0,64.0,0.01
Logistic Regressor,24287.651778589443,,260.0,256.0,0.01
Logistic Regressor,24287.661848595828,,260.0,128.0,0.01
Logistic Regressor,24287.94251138824,,260.0,64.0,0.01
Logistic Regressor,24287.70331788597,,260.0,64.0,0.01
Logistic Regressor,24288.034756973942,,250.0,64.0,0.01
Logistic Regressor,24288.06261045321,,250.0,256.0,0.01
Logistic Regressor,24287.88426346164,,250.0,64.0,0.01
Logistic Regressor,24288.007953240187,,250.0,64.0,0.01
XGBoost Regressor,1714.0867722753253,1164.0,,,
XGBoost Regressor,1714.0847950318916,760.0,,,
XGBoost Regressor,1714.0885522166031,1497.0,,,
XGBoost Regressor,1714.086222032925,1061.0,,,
Logistic Regressor,24285.18669998734,,350.0,64.0,0.01
Logistic Regressor,24287.016836601117,,280.0,64.0,0.01
FNN Regressor,14623.349383010416,,260.0,32.0,0.03
FNN Regressor,8907.816773315717,,370.0,32.0,0.03
LightGBM Regressor,1860.3963821791956,1859.0,,,
LightGBM Regressor,1849.8854663990935,1186.0,,,
LightGBM Regressor,1858.2658297462997,1597.0,,,
FNN Regressor,11114.436402991656,,300.0,32.0,0.03
FNN Regressor,11103.009886393154,,300.0,32.0,0.03
FNN Regressor,22389.4001415668,,300.0,32.0,0.01
LightGBM Regressor,1854.381680185484,1431.0,,,
LightGBM Regressor,1858.6365283679463,1665.0,,,
XGBoost Regressor,1714.0898520588894,1740.0,,,
XGBoost Regressor,1714.086403650144,1095.0,,,
XGBoost Regressor,1714.0891298236384,1605.0,,,
XGBoost Regressor,1714.0910884672837,1971.0,,,
XGBoost Regressor,1714.0862594234006,1068.0,,,
XGBoost Regressor,1714.0882848604735,1447.0,,,
XGBoost Regressor,1714.083896224152,628.0,,,
XGBoost Regressor,1714.084518296862,736.0,,,
MLP Regressor,24293.633577537188,,180.0,256.0,0.0001
MLP Regressor,24292.692709519495,,180.0,128.0,0.0001
MLP Regressor,24288.66331418207,,320.0,128.0,0.0001
MLP Regressor,20907.098600613437,,320.0,128.0,0.001
MLP Regressor,21242.770589620846,,320.0,128.0,0.001
MLP Regressor,20750.093908464307,,320.0,128.0,0.001
MLP Regressor,20636.819659330242,,320.0,128.0,0.001
MLP Regressor,20842.648586195173,,320.0,256.0,0.001
MLP Regressor,24196.311966475772,,320.0,256.0,0.0003
MLP Regressor,23966.92887612161,,480.0,256.0,0.0003
MLP Regressor,24213.243931563604,,310.0,256.0,0.0003
MLP Regressor,3392.8375122913617,,310.0,256.0,0.003
XGBoost Regressor,1714.0843556689072,632.0,,,
XGBoost Regressor,1714.0847142015284,786.0,,,
XGBoost Regressor,1714.0887607783452,1536.0,,,
FNN Regressor,22719.323677630207,,300.0,64.0,0.01
FNN Regressor,22245.229122955832,,300.0,64.0,0.01
FNN Regressor,11191.870785713114,,300.0,64.0,0.03
FNN Regressor,12971.614771742932,,300.0,64.0,0.03
FNN Regressor,11834.61045051796,,300.0,64.0,0.03
FNN Regressor,11083.697553447197,,300.0,16.0,0.03
FNN Regressor,9830.193481029968,,370.0,16.0,0.03
FNN Regressor,8634.905503218033,,370.0,32.0,0.03
MLP Regressor,3776.888213613693,,310.0,256.0,0.003
MLP Regressor,4020.5445864169083,,310.0,256.0,0.003
MLP Regressor,3484.3499733203375,,310.0,64.0,0.003
MLP Regressor,2759.0694320042358,,480.0,64.0,0.003
MLP Regressor,23910.581731426395,,480.0,64.0,0.0003
MLP Regressor,23880.4134398883,,480.0,256.0,0.0003
FNN Regressor,9002.509844372113,,370.0,32.0,0.03
FNN Regressor,24260.851338496377,,370.0,32.0,0.001
Logistic Regressor,24287.54162374793,,280.0,64.0,0.01
Logistic Regressor,24282.475879351783,,430.0,64.0,0.01
Logistic Regressor,24281.915569455567,,450.0,64.0,0.01
Logistic Regressor,24284.459630393932,,370.0,64.0,0.01
Logistic Regressor,24284.45049010231,,370.0,256.0,0.01
MLP Regressor,24279.34343118805,,480.0,256.0,0.0001
MLP Regressor,23970.190656053484,,480.0,256.0,0.0003
FNN Regressor,24261.121183170773,,370.0,32.0,0.001
FNN Regressor,24245.102624782503,,460.0,32.0,0.001
FNN Regressor,24243.264299761002,,450.0,32.0,0.001
FNN Regressor,24240.865290273105,,470.0,32.0,0.001
FNN Regressor,24262.3728611453,,370.0,32.0,0.001
XGBoost Regressor,1714.0842345959693,666.0,,,
XGBoost Regressor,1714.088557564078,1498.0,,,
XGBoost Regressor,1714.0842637978694,672.0,,,
XGBoost Regressor,1714.0857840805893,979.0,,,
XGBoost Regressor,1714.050207441057,394.0,,,
XGBoost Regressor,1716.6243890758844,189.0,,,
XGBoost Regressor,1714.0840860641958,668.0,,,
XGBoost Regressor,1716.3080646059836,91.0,,,
XGBoost Regressor,1714.0635936179763,270.0,,,
XGBoost Regressor,1714.083550393988,301.0,,,
XGBoost Regressor,1714.0853141862322,891.0,,,
XGBoost Regressor,1714.0898467080738,1739.0,,,
MLP Regressor,13434.748523158938,,480.0,256.0,0.001
MLP Regressor,18276.96921754389,,410.0,256.0,0.001
MLP Regressor,23233.42861772495,,220.0,256.0,0.001
MLP Regressor,23182.30483563162,,220.0,256.0,0.001
MLP Regressor,24266.472844262207,,220.0,256.0,0.0003
MLP Regressor,24122.08990151071,,400.0,256.0,0.0003
MLP Regressor,24071.49550342539,,400.0,256.0,0.0003
MLP Regressor,24098.52115416257,,400.0,256.0,0.0003
Logistic Regressor,24284.313968614093,,370.0,128.0,0.01
Logistic Regressor,24292.558670919705,,370.0,128.0,0.003
Logistic Regressor,24292.261395209996,,400.0,128.0,0.003
Logistic Regressor,24294.116385544585,,200.0,128.0,0.003
Logistic Regressor,24293.79678577312,,200.0,64.0,0.003
Logistic Regressor,24294.034895669673,,200.0,256.0,0.003
Logistic Regressor,24295.74211540716,,200.0,256.0,0.0003
Logistic Regressor,24295.644858295447,,200.0,256.0,0.0001
Logistic Regressor,24295.247582647677,,190.0,256.0,0.0001
Logistic Regressor,24295.59730044206,,210.0,256.0,0.0001
Logistic Regressor,24295.64709751925,,210.0,128.0,0.0001
XGBoost Regressor,1714.090836843973,1924.0,,,
XGBoost Regressor,1714.0876593820108,1330.0,,,
XGBoost Regressor,1714.0869218811044,1192.0,,,
XGBoost Regressor,1714.0861953258564,1056.0,,,
XGBoost Regressor,1714.0888053328044,422.0,,,
XGBoost Regressor,1714.0849195224207,818.0,,,
XGBoost Regressor,1714.0853462210873,897.0,,,
XGBoost Regressor,1714.0457397094988,309.0,,,
MLP Regressor,24225.304197298647,,280.0,256.0,0.0003
MLP Regressor,3985.6590780211186,,280.0,256.0,0.003
MLP Regressor,3791.3934810112883,,280.0,256.0,0.003
MLP Regressor,6492.440689325614,,230.0,256.0,0.003
MLP Regressor,24256.359849263914,,230.0,256.0,0.0003
MLP Regressor,24186.25706595817,,320.0,256.0,0.0003
MLP Regressor,24259.85606093334,,240.0,256.0,0.0003
FNN Regressor,24254.640593008833,,390.0,32.0,0.001
FNN Regressor,24288.761322131533,,390.0,32.0,0.0003
FNN Regressor,24291.36370573569,,280.0,32.0,0.0003
FNN Regressor,24273.389738798094,,280.0,32.0,0.001
FNN Regressor,24281.776729881305,,200.0,32.0,0.001
FNN Regressor,24208.0922790295,,200.0,32.0,0.003
FNN Regressor,23011.80343826624,,200.0,32.0,0.01
FNN Regressor,22422.337979887732,,290.0,32.0,0.01
FNN Regressor,23908.880661610045,,150.0,32.0,0.01
FNN Regressor,23638.47206949712,,150.0,32.0,0.01
MLP Regressor,24229.758156197742,,260.0,256.0,0.0003
MLP Regressor,24242.825807178324,,260.0,128.0,0.0003
MLP Regressor,24289.954855800366,,110.0,128.0,0.0003
XGBoost Regressor,1716.2888805373489,193.0,,,
XGBoost Regressor,1717.6079823342925,98.0,,,
XGBoost Regressor,1714.0991828587034,446.0,,,
Logistic Regressor,24295.50202513402,,210.0,128.0,0.0003
FNN Regressor,23892.571634716467,,150.0,32.0,0.01
FNN Regressor,22475.867919728826,,290.0,32.0,0.01
FNN Regressor,22389.095731903588,,290.0,128.0,0.01
XGBoost Regressor,1714.086531860143,1119.0,,,
XGBoost Regressor,1716.6134262625312,150.0,,,
XGBoost Regressor,1717.4336802181363,140.0,,,
XGBoost Regressor,1714.0836328752855,685.0,,,
LightGBM Regressor,1855.578834663178,1465.0,,,
LightGBM Regressor,1860.1769899797544,1914.0,,,
LightGBM Regressor,1860.1002932753988,1781.0,,,
LightGBM Regressor,1850.521974412852,1212.0,,,
LightGBM Regressor,1856.3194012561578,1502.0,,,
LightGBM Regressor,1860.6742409377914,1941.0,,,
LightGBM Regressor,1860.3457450736962,1862.0,,,
LightGBM Regressor,1857.1115213281698,1558.0,,,
LightGBM Regressor,1819.2272235973346,686.0,,,
LightGBM Regressor,1807.692366116417,532.0,,,
XGBoost Regressor,1714.085458346995,918.0,,,
Logistic Regressor,24293.898702090522,,210.0,128.0,0.003
Logistic Regressor,24295.079419213846,,70.0,128.0,0.003
Logistic Regressor,24294.94836069569,,70.0,32.0,0.003
Logistic Regressor,24295.077199432868,,70.0,32.0,0.003
XGBoost Regressor,1714.0863555734443,1086.0,,,
XGBoost Regressor,1717.4953306384643,137.0,,,
XGBoost Regressor,1714.0187032364036,345.0,,,
XGBoost Regressor,1714.094581636677,420.0,,,
XGBoost Regressor,1714.0872264691723,1249.0,,,
XGBoost Regressor,1713.9530813417748,326.0,,,
XGBoost Regressor,1713.9957050697715,342.0,,,
XGBoost Regressor,1714.083145050382,615.0,,,
XGBoost Regressor,1714.0714975451633,360.0,,,
FNN Regressor,22447.74744947072,,290.0,256.0,0.01
LightGBM Regressor,1831.7949987292643,874.0,,,
LightGBM Regressor,2047.3673132414722,102.0,,,
Logistic Regressor,24294.269843032238,,160.0,32.0,0.003
Logistic Regressor,24290.5143230437,,160.0,32.0,0.01
Logistic Regressor,24290.936543072414,,160.0,32.0,0.01
Logistic Regressor,24290.883721162638,,160.0,64.0,0.01
Logistic Regressor,24287.011041757276,,290.0,64.0,0.01
Logistic Regressor,24290.35574073685,,170.0,64.0,0.01
Logistic Regressor,24290.810902024892,,170.0,64.0,0.01
Logistic Regressor,24290.279033692983,,170.0,64.0,0.01
Logistic Regressor,24290.688106349575,,170.0,256.0,0.01
Logistic Regressor,24287.147006773517,,280.0,256.0,0.01
Logistic Regressor,24287.117762799506,,280.0,64.0,0.01
Logistic Regressor,24295.040057272152,,280.0,64.0,0.001
Logistic Regressor,24295.422073202215,,280.0,64.0,0.0001
Logistic Regressor,24295.750439261374,,280.0,128.0,0.0001
Logistic Regressor,24295.75631978987,,280.0,32.0,0.0001
Logistic Regressor,24295.69705662919,,280.0,64.0,0.0001
Logistic Regressor,24295.53038918762,,280.0,64.0,0.0001
LightGBM Regressor,1795.1357030746726,266.0,,,
LightGBM Regressor,1796.1879333651339,297.0,,,
LightGBM Regressor,2354.4298096500197,59.0,,,
LightGBM Regressor,1811.7271870840166,617.0,,,
LightGBM Regressor,1855.7896528661395,1468.0,,,
LightGBM Regressor,1854.2940151117468,1436.0,,,
LightGBM Regressor,1861.095657511592,1967.0,,,
LightGBM Regressor,1851.846540226078,1256.0,,,
LightGBM Regressor,1851.6227783347629,1275.0,,,
LightGBM Regressor,1851.9736920387359,1307.0,,,
LightGBM Regressor,1800.7729276732282,476.0,,,
LightGBM Regressor,1775.4444219377265,377.0,,,
LightGBM Regressor,1849.186273656085,1177.0,,,
FNN Regressor,22410.35382038455,,290.0,256.0,0.01
FNN Regressor,22579.653641351313,,290.0,64.0,0.01
FNN Regressor,11942.0863214377,,290.0,64.0,0.03
FNN Regressor,22488.54573637928,,290.0,64.0,0.01
FNN Regressor,21555.41397835469,,350.0,64.0,0.01
FNN Regressor,21206.88448562485,,370.0,64.0,0.01
FNN Regressor,21321.383608122003,,370.0,64.0,0.01
FNN Regressor,21292.32776153186,,370.0,128.0,0.01
FNN Regressor,20316.909372511313,,440.0,128.0,0.01
FNN Regressor,22453.424381472025,,290.0,128.0,0.01
FNN Regressor,22414.401447035154,,290.0,64.0,0.01
FNN Regressor,23663.076616539758,,170.0,64.0,0.01
FNN Regressor,23807.02419177547,,170.0,64.0,0.01
FNN Regressor,24283.432853242863,,170.0,64.0,0.001
FNN Regressor,24242.476604677093,,170.0,64.0,0.003
FNN Regressor,24236.455971259027,,170.0,32.0,0.003
FNN Regressor,24244.751232454193,,170.0,16.0,0.003
FNN Regressor,24270.85041986296,,100.0,16.0,0.003
XGBoost Regressor,1714.0847276215218,748.0,,,
XGBoost Regressor,1714.0856505770016,954.0,,,
XGBoost Regressor,1714.0881832741943,1428.0,,,
XGBoost Regressor,1714.0908957318013,1935.0,,,
XGBoost Regressor,1714.0882100069425,1433.0,,,
XGBoost Regressor,1714.0859496370217,1010.0,,,
XGBoost Regressor,1714.0867081618765,1152.0,,,
LightGBM Regressor,1846.1947588269177,1107.0,,,
LightGBM Regressor,1840.7110528681935,1008.0,,,
LightGBM Regressor,1857.5922007186525,1574.0,,,
LightGBM Regressor,1851.1984123815844,1221.0,,,
LightGBM Regressor,1810.4673556416044,599.0,,,
LightGBM Regressor,1808.2353220620762,575.0,,,
LightGBM Regressor,1808.9525832796307,544.0,,,
LightGBM Regressor,1841.1002706897782,1003.0,,,
LightGBM Regressor,1820.7224815657778,717.0,,,
MLP Regressor,24184.281488737466,,110.0,128.0,0.001
MLP Regressor,23988.93207094112,,160.0,128.0,0.001
MLP Regressor,23955.395402427926,,160.0,256.0,0.001
XGBoost Regressor,1714.1907831923495,247.0,,,
XGBoost Regressor,1717.9131378430523,87.0,,,
XGBoost Regressor,1714.0466170330672,388.0,,,
XGBoost Regressor,1714.083836505713,674.0,,,
XGBoost Regressor,1714.0850632637284,844.0,,,
LightGBM Regressor,1837.3486247808578,933.0,,,
LightGBM Regressor,1791.3382695350874,303.0,,,
LightGBM Regressor,1851.2507939761497,1218.0,,,
LightGBM Regressor,1815.7424185680798,656.0,,,
LightGBM Regressor,1819.1559089457123,680.0,,,
LightGBM Regressor,1853.3464747325127,1361.0,,,
LightGBM Regressor,1820.7341432523378,700.0,,,
LightGBM Regressor,2051.450373221899,101.0,,,
LightGBM Regressor,1826.6123461010425,784.0,,,
LightGBM Regressor,1820.6771001757745,707.0,,,
LightGBM Regressor,1847.3510911062092,207.0,,,
XGBoost Regressor,1714.085298168991,888.0,,,
XGBoost Regressor,1714.0851486807312,860.0,,,
XGBoost Regressor,1714.0849421180635,822.0,,,
XGBoost Regressor,1714.9979994789871,171.0,,,
LightGBM Regressor,1779.8811579926542,398.0,,,
LightGBM Regressor,1808.7357815459347,591.0,,,
LightGBM Regressor,1776.5714579187515,389.0,,,
LightGBM Regressor,1840.7873138158325,1012.0,,,
LightGBM Regressor,1841.6861855055604,1035.0,,,
LightGBM Regressor,1822.736348749602,250.0,,,
LightGBM Regressor,1794.4835558657826,434.0,,,
Logistic Regressor,24295.945675431365,,260.0,64.0,0.0001
Logistic Regressor,24295.490182788817,,460.0,64.0,0.0001
Logistic Regressor,24295.46229667174,,460.0,256.0,0.0001
Logistic Regressor,24295.52833959846,,460.0,128.0,0.0001
Logistic Regressor,24295.670001801987,,460.0,64.0,0.0001
Logistic Regressor,24295.67272572455,,460.0,64.0,0.0001
Logistic Regressor,24295.73152874363,,460.0,256.0,0.0001
Logistic Regressor,24295.80409286214,,460.0,128.0,0.0001
Logistic Regressor,24295.42457665277,,460.0,128.0,0.0003
Logistic Regressor,24295.05955820385,,410.0,128.0,0.0003
MLP Regressor,24022.933176647046,,160.0,128.0,0.001
MLP Regressor,23009.687433234736,,250.0,128.0,0.001
MLP Regressor,24257.351286127123,,250.0,128.0,0.0003
MLP Regressor,24239.200999990244,,250.0,32.0,0.0003
FNN Regressor,24268.926836689025,,110.0,16.0,0.003
FNN Regressor,24106.063656611925,,290.0,16.0,0.003
LightGBM Regressor,1832.618082625884,897.0,,,
LightGBM Regressor,1828.2482395719967,820.0,,,
LightGBM Regressor,1798.6155249745186,465.0,,,
LightGBM Regressor,1818.7293870735064,249.0,,,
FNN Regressor,22473.7800149105,,290.0,16.0,0.01
FNN Regressor,11286.24826940856,,290.0,16.0,0.03
FNN Regressor,13525.30459265315,,290.0,32.0,0.03
FNN Regressor,22614.61503706853,,290.0,32.0,0.01
FNN Regressor,22446.560609297685,,290.0,64.0,0.01
LightGBM Regressor,1820.535573037351,695.0,,,
LightGBM Regressor,1788.4021374478396,423.0,,,
LightGBM Regressor,1819.2272235973346,686.0,,,
LightGBM Regressor,1810.3143837844289,596.0,,,
LightGBM Regressor,1802.739472555933,494.0,,,
LightGBM Regressor,1842.1687801556247,1038.0,,,
LightGBM Regressor,1803.1814538093838,495.0,,,
FNN Regressor,22785.327849232315,,290.0,256.0,0.01
FNN Regressor,24218.469349700303,,70.0,256.0,0.01
FNN Regressor,24217.607293573677,,70.0,128.0,0.01
FNN Regressor,24218.640236302545,,70.0,64.0,0.01
FNN Regressor,23984.73178356466,,130.0,64.0,0.01
FNN Regressor,23937.52766382125,,130.0,32.0,0.01
FNN Regressor,24293.148056748254,,130.0,32.0,0.0003
FNN Regressor,24262.111435420655,,130.0,32.0,0.003
FNN Regressor,24259.504324173267,,130.0,64.0,0.003
FNN Regressor,24294.567162915107,,130.0,64.0,0.0001
FNN Regressor,24294.050063232593,,130.0,64.0,0.0001
MLP Regressor,24251.696898149887,,250.0,32.0,0.0003
MLP Regressor,24238.249547263174,,250.0,32.0,0.0003
FNN Regressor,24293.634714743654,,130.0,64.0,0.0003
XGBoost Regressor,1714.0859710001084,1014.0,,,
XGBoost Regressor,1714.0888730895194,1557.0,,,
XGBoost Regressor,1714.0899858337707,1765.0,,,
XGBoost Regressor,1714.0894347367196,1662.0,,,
XGBoost Regressor,1714.091238385029,1999.0,,,
XGBoost Regressor,1714.0879213115281,1379.0,,,
FNN Regressor,24260.951098424397,,130.0,64.0,0.003
XGBoost Regressor,1714.0859122521515,1003.0,,,
XGBoost Regressor,1714.089814603469,1733.0,,,
XGBoost Regressor,1714.0884720061401,1482.0,,,
XGBoost Regressor,1714.0903443930033,1832.0,,,
XGBoost Regressor,1714.09052637214,1866.0,,,
XGBoost Regressor,1714.0890870324097,1597.0,,,
XGBoost Regressor,1714.083836505713,674.0,,,
XGBoost Regressor,1714.0846547755632,747.0,,,
XGBoost Regressor,1714.001006643124,312.0,,,
XGBoost Regressor,1718.6528177178664,110.0,,,
XGBoost Regressor,1713.9724050172442,334.0,,,
XGBoost Regressor,1714.0873012871382,1263.0,,,
XGBoost Regressor,1714.0866440504153,1140.0,,,
LightGBM Regressor,1819.8303953940813,251.0,,,
LightGBM Regressor,1831.882940917553,850.0,,,
LightGBM Regressor,1851.926679330779,1309.0,,,
LightGBM Regressor,1832.7267491844884,896.0,,,
LightGBM Regressor,1851.926679330779,1309.0,,,
XGBoost Regressor,1714.848880079475,170.0,,,
XGBoost Regressor,1714.0841267977094,716.0,,,
FNN Regressor,24205.618207402422,,220.0,64.0,0.003
LightGBM Regressor,1840.8815275060526,1005.0,,,
LightGBM Regressor,1850.8890580202542,1215.0,,,
XGBoost Regressor,1714.0857894209123,980.0,,,
XGBoost Regressor,1714.08582146314,986.0,,,
XGBoost Regressor,1714.1022424012974,444.0,,,
XGBoost Regressor,1714.0564152488716,307.0,,,
XGBoost Regressor,1714.0609726960329,302.0,,,
XGBoost Regressor,1714.0864357018982,1101.0,,,
XGBoost Regressor,1714.084709136386,785.0,,,
XGBoost Regressor,1714.086953940894,1198.0,,,
XGBoost Regressor,1714.0867776182024,1165.0,,,
XGBoost Regressor,1714.0907672514202,1911.0,,,
XGBoost Regressor,1714.087178373337,1240.0,,,
